Player;Nation;Pos;Squad;Age;Born;MatchesPlayed;Gls;Ast;xG;xAG;Shots;SoT;PassCmp;PassAtt;PassCmpPct;Tkl;TklW;Blocks;Int;GK_GA;GK_GA90;GK_SoTA;GK_Saves;GK_SavePct;GK_CS;GK_CSPct;GK_PKAtt;GK_PKA;GK_PKsv;GK_PKm;GK_PSxG;GK_PSxG_per_SoT;GK_PSxG_PlusMinus;GK_PSxG_PlusMinus_per90;GK_PassCmp;GK_PassAtt;GK_PassCmpPct;GK_GKPassAtt;GK_Throws;GK_LaunchPct;GK_AvgLen;GK_CrossesStp;GK_CrossesStpPct;GK_OPA;GK_OPA90;GK_OPA_AvgDist;IsGK;AgeYears;player_norm;player_fl;club_norm;dob_fb;birth_year_fb;market_value_eur;player_id;dob;age;join_method
abner;br BRA;DF;Lyon;24;2000;12.1;1;1;0.6;1.1;7;3;568;675;84.15;29;20;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;abner;abner;lyon;2000;2000.0;7000000;646402;27/5/2000;25;first+last+birth_year
achraf hakimi;ma MAR;DF;Paris S-G;25;1998;23.0;4;6;2.9;6.2;32;12;1898;2140;88.69;48;36;25;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;achraf hakimi;achraf hakimi;paris s g;1998;1998.0;80000000;398073;4/11/1998;26;first+last+birth_year
ado onaiwu;jp JPN;MF,FW;Auxerre;28;1995;10.6;4;1;4.0;1.1;23;14;241;329;73.25;11;7;12;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;ado onaiwu;ado onaiwu;auxerre;1995;1995.0;1500000;308133;8/11/1995;29;first+last+birth_year
adrien rabiot;fr FRA;MF;Marseille;29;1995;27.6;9;4;7.3;3.8;48;22;1309;1543;84.83;49;31;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;adrien rabiot;adrien rabiot;marseille;1995;1995.0;25000000;182913;3/4/1995;30;first+last+birth_year
adrien thomasson;fr FRA;MF;Lens;30;1993;29.1;3;7;5.9;6.0;41;11;1318;1612;81.76;90;47;48;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;adrien thomasson;adrien thomasson;lens;1993;1993.0;5000000;215977;10/12/1993;31;first+last+birth_year
adrien truffert;fr FRA;DF,MF;Rennes;22;2001;30.6;2;2;2.4;3.2;23;10;1263;1601;78.89;61;36;44;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;adrien truffert;adrien truffert;rennes;2001;2001.0;15000000;654539;20/11/2001;23;first+last+birth_year
adryelson;br BRA;DF;Lyon;26;1998;0.0;0;0;0.0;0.0;0;0;1;3;33.33;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;adryelson;adryelson;lyon;1998;1998.0;3500000;373433;23/3/1998;27;first+last+birth_year
aimen moueffek;fr FRA;MF;Saint-Étienne;23;2001;11.5;0;1;1.1;1.1;10;2;336;396;84.85;20;12;20;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;aimen moueffek;aimen moueffek;saint etienne;2001;2001.0;2500000;484992;9/4/2001;24;first+last+birth_year
ainsley maitland-niles;eng ENG;DF;Lyon;26;1997;22.1;1;4;2.9;3.4;22;7;1049;1234;85.01;71;44;28;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;ainsley maitland niles;ainsley niles;lyon;1997;1997.0;12000000;285845;29/8/1997;27;first+last+birth_year
aissa mandi;dz ALG;DF;Lille;32;1991;19.3;0;0;0.3;0.4;6;2;1104;1244;88.75;31;17;23;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;32.0;aissa mandi;aissa mandi;lille;1991;1991.0;1200000;80293;22/10/1991;33;first+last+birth_year
akor adams;ng NGA;FW;Montpellier;24;2000;11.9;3;1;4.3;1.0;26;12;112;179;62.57;4;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;akor adams;akor adams;montpellier;2000;2000.0;5000000;607034;29/1/2000;25;first+last+birth_year
alban lafont;ci CIV;GK;Nantes;25;1999;12.0;0;0;0.0;0.0;0;0;256;367;69.75;1;1;2;0;19.0;1.58;49.0;32.0;67.3;2.0;16.7;3.0;3.0;0.0;0.0;16.8;0.3;-0.2;-0.02;40.0;143.0;28.0;309.0;56.0;34.0;34.9;16.0;8.0;6.0;0.5;10.6;True;25.0;alban lafont;alban lafont;nantes;1999;1999.0;3000000;357117;23/1/1999;26;first+last+birth_year
albert grnbaek;dk DEN;MF,FW;Rennes;23;2001;9.0;2;1;1.5;1.0;22;9;155;247;62.75;21;11;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;albert grnbaek;albert grnbaek;rennes;2001;2001.0;11000000;503866;23/5/2001;24;fuzzy_global(96.55172413793103)
alejandro rodriguez;pt POR;MF;Lyon;16;2008;0.2;0;0;0.0;0.0;0;0;1;2;50.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;16.0;alejandro rodriguez;alejandro rodriguez;lyon;2008;2008.0;100000;1108478;11/3/2008;17;first+last+birth_year
aleksandr golovin;ru RUS;MF,FW;Monaco;28;1996;12.8;3;0;2.3;2.4;24;9;523;678;77.14;38;24;16;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;aleksandr golovin;aleksandr golovin;monaco;1996;1996.0;20000000;263918;30/5/1996;29;first+last+birth_year
alex dominguez;es ESP;GK;Toulouse;26;1998;0.2;0;0;0.0;0.0;0;0;8;11;72.73;0;0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;40.0;8.0;1.0;25.0;30.0;0.0;0.0;0.0;0.0;0.0;True;26.0;alex dominguez;alex dominguez;toulouse;1998;1998.0;300000;524937;30/7/1998;26;first+last+birth_year
alexandre lacazette;fr FRA;FW;Lyon;33;1991;22.8;15;2;16.3;3.4;53;31;393;547;71.85;13;6;13;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;33.0;alexandre lacazette;alexandre lacazette;lyon;1991;1991.0;6000000;93720;28/5/1991;34;first+last+birth_year
alexsandro ribeiro;br BRA;DF;Lille;24;1999;30.0;1;1;1.6;0.4;21;4;2204;2417;91.19;32;19;23;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;alexsandro ribeiro;alexsandro ribeiro;lille;1999;1999.0;20000000;648020;9/8/1999;25;fuzzy_global(100.0)
ali abdi;tn TUN;DF,MF;Nice;30;1993;15.5;5;2;4.3;1.9;29;11;502;678;74.04;43;25;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;ali abdi;ali abdi;nice;1993;1993.0;3000000;211474;20/12/1993;31;first+last+birth_year
alidu seidu;gh GHA;DF;Rennes;24;2000;8.9;0;0;0.1;0.3;3;0;426;518;82.24;22;18;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;alidu seidu;alidu seidu;rennes;2000;2000.0;9000000;798404;4/6/2000;25;first+last+birth_year
almoatasem al musrati;ly LBY;MF;Monaco;28;1996;4.3;1;1;0.5;0.4;11;3;255;291;87.63;14;11;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;almoatasem al musrati;almoatasem musrati;monaco;1996;1996.0;8000000;377641;6/4/1996;29;fuzzy_global(95.0)
alois confais;fr FRA;MF;Le Havre;27;1996;0.0;0;0;0.0;0.0;0;0;1;2;50.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;alois confais;alois confais;le havre;1996;1996.0;150000;292820;7/9/1996;28;first+last+birth_year
amadou kone;ml MLI;MF;Reims;19;2005;14.4;0;0;0.5;0.3;14;4;518;602;86.05;49;32;18;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;amadou kone;amadou kone;reims;2005;2005.0;4000000;1178474;14/5/2005;20;first+last+birth_year
amar dedic;ba BIH;DF;Marseille;21;2002;3.5;0;1;0.9;0.9;6;2;189;224;84.38;5;4;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;amar dedic;amar dedic;marseille;2002;2002.0;12000000;519184;18/8/2002;22;first+last+birth_year
amidou doumbouya;fr FRA;DF;Nice;16;2007;0.5;0;0;0.0;0.0;0;0;19;25;76.0;1;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;16.0;amidou doumbouya;amidou doumbouya;nice;2007;2007.0;200000;1075574;5/8/2007;17;first+last+birth_year
amine gouiri;dz ALG;FW,MF;Marseille;24;2000;11.6;10;3;8.4;3.6;51;24;284;351;80.91;5;5;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;amine gouiri;amine gouiri;marseille;2000;2000.0;30000000;418659;16/2/2000;25;first+last+birth_year
amine harit;ma MAR;MF;Marseille;27;1997;5.8;2;4;0.8;2.4;8;5;213;255;83.53;8;7;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;amine harit;amine harit;marseille;1997;1997.0;8000000;372711;18/6/1997;28;first+last+birth_year
amine salama;fr FRA;FW;Reims;24;2000;4.1;0;0;0.7;0.3;9;3;62;82;75.61;3;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;amine salama;amine salama;reims;2000;2000.0;1500000;980576;18/7/2000;24;first+last+birth_year
anass zaroury;ma MAR;FW,MF;Lens;23;2000;15.6;2;2;1.7;2.9;35;12;506;746;67.83;23;17;9;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;anass zaroury;anass zaroury;lens;2000;2000.0;8000000;491296;7/11/2000;24;first+last+birth_year
andre ayew;gh GHA;FW;Le Havre;34;1989;16.1;4;1;4.3;0.2;22;9;181;238;76.05;18;10;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;34.0;andre ayew;andre ayew;le havre;1989;1989.0;600000;45403;17/12/1989;35;first+last+birth_year
andre gomes;pt POR;MF;Lille;31;1993;14.2;0;0;0.5;0.7;11;3;861;963;89.41;27;13;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;andre gomes;andre gomes;lille;1993;1993.0;6000000;221025;30/7/1993;31;first+last+birth_year
andrew omobamidele;ie IRL;DF;Strasbourg;22;2002;6.0;0;0;0.0;0.0;0;0;367;390;94.1;7;4;12;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;andrew omobamidele;andrew omobamidele;strasbourg;2002;2002.0;8000000;621993;23/6/2002;23;first+last+birth_year
andrey santos;br BRA;MF;Strasbourg;20;2004;31.7;10;3;5.1;3.3;46;16;1401;1588;88.22;110;74;46;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;andrey santos;andrey santos;strasbourg;2004;2004.0;35000000;743600;3/5/2004;21;first+last+birth_year
andy delort;dz ALG;FW;Montpellier;32;1991;6.7;0;0;1.3;0.9;17;6;54;110;49.09;4;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;32.0;andy delort;andy delort;montpellier;1991;1991.0;1500000;122797;9/10/1991;33;first+last+birth_year
andy diouf;fr FRA;MF;Lens;21;2003;24.7;1;2;2.9;2.8;40;5;849;1068;79.49;37;26;24;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;andy diouf;andy diouf;lens;2003;2003.0;15000000;711976;17/5/2003;22;first+last+birth_year
ange martial tia;ml MLI;MF,DF;Reims;17;2006;1.9;0;0;1.3;0.0;4;2;44;62;70.97;4;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;17.0;ange martial tia;ange tia;reims;2006;2006.0;300000;1132634;20/11/2006;18;fuzzy_global(100.0)
angel gomes;eng ENG;MF;Lille;23;2000;8.2;1;1;1.7;2.1;8;2;295;364;81.04;10;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;angel gomes;angel gomes;lille;2000;2000.0;20000000;392770;31/8/2000;24;first+last+birth_year
angelo fulgini;fr FRA;MF,FW;Lens;27;1996;11.6;1;1;2.4;3.8;26;9;509;652;78.07;14;10;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;angelo fulgini;angelo fulgini;lens;1996;1996.0;5000000;250013;20/8/1996;28;first+last+birth_year
anthony briancon;fr FRA;DF;Saint-Étienne;29;1994;0.0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;anthony briancon;anthony briancon;saint etienne;1994;1994.0;400000;190338;28/11/1994;30;first+last+birth_year
anthony lopes;pt POR;GK;Nantes;33;1990;17.4;0;0;0.0;0.0;0;0;356;547;65.08;1;0;0;1;26.0;1.5;71.0;46.0;69.0;3.0;16.7;5.0;4.0;0.0;1.0;25.6;0.32;0.6;0.03;89.0;257.0;34.6;451.0;56.0;40.4;35.8;16.0;5.2;8.0;0.46;11.0;True;33.0;anthony lopes;anthony lopes;nantes;1990;1990.0;1200000;60561;1/10/1990;34;first+last+birth_year
anthony rouault;fr FRA;DF;Rennes;23;2001;10.8;0;0;0.5;0.0;7;3;623;680;91.62;12;8;13;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;anthony rouault;anthony rouault;rennes;2001;2001.0;10000000;690799;29/5/2001;24;first+last+birth_year
antoine joujou;fr FRA;MF,FW;Le Havre;21;2003;10.5;0;2;0.6;3.0;11;2;169;261;64.75;16;11;15;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;antoine joujou;antoine joujou;le havre;2003;2003.0;2000000;1028162;12/3/2003;22;first+last+birth_year
antoine mendy;sn SEN;DF;Nice;20;2004;9.2;0;0;0.6;0.1;9;1;394;486;81.07;30;21;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;antoine mendy;antoine mendy;nice;2004;2004.0;2500000;891998;27/5/2004;21;first+last+birth_year
aristide zossou;ci CIV;MF;Auxerre;19;2005;0.2;0;0;0.0;0.0;0;0;16;18;88.89;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;aristide zossou;aristide zossou;auxerre;2005;2005.0;100000;1310513;14/6/2005;20;first+last+birth_year
arnau tenas;es ESP;GK;Paris S-G;23;2001;1.0;0;1;0.0;0.2;0;0;31;32;96.88;0;0;0;0;1.0;1.0;4.0;3.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.37;0.5;0.46;3.0;4.0;75.0;30.0;4.0;13.3;25.4;1.0;20.0;1.0;1.0;15.6;True;23.0;arnau tenas;arnau tenas;paris s g;2001;2001.0;3000000;466783;30/5/2001;24;first+last+birth_year
arnaud kalimuendo;fr FRA;FW,MF;Rennes;22;2002;28.6;17;3;14.9;2.0;68;29;477;605;78.84;19;12;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;arnaud kalimuendo;arnaud kalimuendo;rennes;2002;2002.0;22000000;585959;20/1/2002;23;first+last+birth_year
arnaud nordin;fr FRA;FW;Montpellier;26;1998;13.0;4;1;4.1;0.9;26;11;232;332;69.88;24;15;12;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;arnaud nordin;arnaud nordin;montpellier;1998;1998.0;5000000;324811;17/6/1998;27;first+last+birth_year
aron dnnum;no NOR;DF,MF;Toulouse;26;1998;29.9;2;2;2.1;4.6;31;5;880;1213;72.55;56;35;29;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;aron dnnum;aron dnnum;toulouse;1998;1998.0;4000000;476836;20/4/1998;27;fuzzy_global(95.23809523809524)
arouna sangante;sn SEN;DF;Le Havre;22;2002;13.8;3;0;1.0;0.1;7;4;693;796;87.06;25;16;11;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;arouna sangante;arouna sangante;le havre;2002;2002.0;8000000;768380;12/4/2002;23;first+last+birth_year
arthur desmas;fr FRA;GK;Le Havre;30;1994;18.0;0;0;0.0;0.0;0;0;411;522;78.74;0;0;0;0;38.0;2.11;93.0;54.0;61.3;3.0;16.7;3.0;2.0;1.0;0.0;38.7;0.4;0.7;0.04;56.0;151.0;37.1;404.0;72.0;28.5;30.9;12.0;4.3;7.0;0.39;11.9;True;30.0;arthur desmas;arthur desmas;le havre;1994;1994.0;1200000;379869;7/4/1994;31;first+last+birth_year
assane diousse;sn SEN;MF;Auxerre;26;1997;7.4;0;0;0.1;0.2;3;2;320;357;89.64;15;7;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;assane diousse;assane diousse;auxerre;1997;1997.0;700000;287635;20/9/1997;27;first+last+birth_year
augustine boakye;gh GHA;FW,MF;Saint-Étienne;23;2000;8.1;3;0;1.8;0.9;24;9;192;256;75.0;7;3;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;augustine boakye;augustine boakye;saint etienne;2000;2000.0;2500000;579263;3/11/2000;24;first+last+birth_year
aurelio buta;pt POR;DF;Reims;27;1997;21.9;0;1;0.3;0.8;8;1;819;991;82.64;37;24;19;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;aurelio buta;aurelio buta;reims;1997;1997.0;5000000;258039;10/2/1997;28;first+last+birth_year
axel camblan;fr FRA;MF,FW;Brest;20;2003;0.3;0;0;0.0;0.0;1;0;3;7;42.86;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;axel camblan;axel camblan;brest;2003;2003.0;500000;924800;30/8/2003;21;first+last+birth_year
axel gueguin;fr FRA;FW;Montpellier;19;2005;0.3;0;0;0.0;0.0;0;0;5;6;83.33;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;axel gueguin;axel gueguin;montpellier;2005;2005.0;300000;981977;24/3/2005;20;first+last+birth_year
axel tape;fr FRA;DF,MF;Paris S-G;16;2007;2.0;0;0;0.0;0.0;1;0;142;151;94.04;3;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;16.0;axel tape;axel tape;paris s g;2007;2007.0;2000000;1077670;10/8/2007;17;first+last+birth_year
ayanda sishuba;be BEL;FW;Rennes;19;2005;0.0;0;0;0.0;0.0;0;0;0;0;0.0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;ayanda sishuba;ayanda sishuba;rennes;2005;2005.0;1500000;977877;2/2/2005;20;first+last+birth_year
ayman aiki;fr FRA;FW,MF;Saint-Étienne;19;2005;1.4;0;0;0.1;0.0;3;1;17;29;58.62;3;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;ayman aiki;ayman aiki;saint etienne;2005;2005.0;400000;986261;25/6/2005;20;first+last+birth_year
ayyoub bouaddi;fr FRA;MF;Lille;16;2007;12.8;0;1;0.1;1.0;3;1;487;555;87.75;50;31;12;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;16.0;ayyoub bouaddi;ayyoub bouaddi;lille;2007;2007.0;28000000;1097139;2/10/2007;17;first+last+birth_year
azor matusiwa;nl NED;MF;Rennes;26;1998;23.1;1;3;1.2;1.8;11;2;975;1119;87.13;64;39;29;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;azor matusiwa;azor matusiwa;rennes;1998;1998.0;8000000;315145;28/4/1998;27;first+last+birth_year
badredine bouanani;dz ALG;MF,FW;Nice;19;2004;12.2;3;3;2.7;2.4;30;14;330;430;76.74;11;4;16;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;badredine bouanani;badredine bouanani;nice;2004;2004.0;7000000;707242;8/12/2004;20;first+last+birth_year
bafode diakite;fr FRA;DF;Lille;23;2001;30.7;4;1;2.3;0.2;16;7;2086;2239;93.17;31;18;30;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;bafode diakite;bafode diakite;lille;2001;2001.0;28000000;463605;6/1/2001;24;first+last+birth_year
bahereba guirassy;fr FRA;FW,MF;Nantes;17;2006;3.9;2;0;0.7;0.1;7;4;85;120;70.83;12;8;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;17.0;bahereba guirassy;bahereba guirassy;nantes;2006;2006.0;1000000;1119453;29/8/2006;18;
bamba dieng;sn SEN;FW;Angers;24;2000;5.9;3;0;3.1;0.0;13;6;80;103;77.67;4;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;bamba dieng;bamba dieng;angers;2000;2000.0;3000000;822458;23/3/2000;25;first+last+birth_year
bamo meite;ci CIV;DF;Montpellier;22;2001;4.7;0;0;0.0;0.0;1;0;153;173;88.44;5;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;bamo meite;bamo meite;montpellier;2001;2001.0;4000000;807165;3/12/2001;23;first+last+birth_year
baptiste santamaria;fr FRA;MF;Nice;29;1995;10.3;0;0;0.9;1.0;16;3;389;471;82.59;20;10;14;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;baptiste santamaria;baptiste santamaria;nice;1995;1995.0;7000000;285323;9/3/1995;30;first+last+birth_year
becir omeragic;ch SUI;DF;Montpellier;22;2002;20.0;0;0;0.3;0.1;7;3;832;903;92.14;32;16;32;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;becir omeragic;becir omeragic;montpellier;2002;2002.0;4500000;507344;20/1/2002;23;first+last+birth_year
ben old;nz NZL;FW,MF;Saint-Étienne;21;2002;5.9;0;0;1.0;0.8;11;2;108;146;73.97;7;5;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;ben old;ben old;saint etienne;2002;2002.0;700000;617021;13/8/2002;22;first+last+birth_year
ben viadere;fr FRA;MF;Auxerre;18;2005;0.1;0;0;0.0;0.0;0;0;2;6;33.33;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;ben viadere;ben viadere;auxerre;2005;2005.0;;;nan;;
benjamin andre;fr FRA;MF;Lille;33;1990;29.9;0;3;1.4;1.9;16;4;1586;1911;82.99;103;57;42;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;33.0;benjamin andre;benjamin andre;lille;1990;1990.0;5000000;84301;3/8/1990;34;first+last+birth_year
benjamin bouchouari;ma MAR;MF;Saint-Étienne;22;2001;19.7;1;0;0.6;0.9;16;3;902;1040;86.73;33;27;21;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;benjamin bouchouari;benjamin bouchouari;saint etienne;2001;2001.0;5000000;783094;13/11/2001;23;first+last+birth_year
benjamin bourigeaud;fr FRA;MF;Rennes;30;1994;0.9;1;0;0.2;0.0;2;1;36;48;75.0;1;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;benjamin bourigeaud;benjamin bourigeaud;rennes;1994;1994.0;7000000;266359;14/1/1994;31;first+last+birth_year
benjamin lecomte;fr FRA;GK;Montpellier;33;1991;30.0;0;0;0.0;0.1;0;0;676;1000;67.6;0;0;0;0;68.0;2.27;173.0;107.0;64.2;1.0;3.3;7.0;6.0;1.0;0.0;57.3;0.31;-5.7;-0.2;177.0;449.0;39.4;814.0;115.0;42.5;36.2;20.0;4.9;26.0;0.9;14.3;True;33.0;benjamin lecomte;benjamin lecomte;montpellier;1991;1991.0;1500000;127181;26/4/1991;34;first+last+birth_year
beres owusu;fr FRA;DF;Saint-Étienne;20;2003;1.0;0;0;0.0;0.0;0;0;20;32;62.5;2;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;beres owusu;beres owusu;saint etienne;2003;2003.0;350000;1052291;19/9/2003;21;first+last+birth_year
bernard nguene;cm CMR;FW;Nice;17;2006;0.1;0;0;0.0;0.0;0;0;2;2;100.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;17.0;bernard nguene;bernard nguene;nice;2006;2006.0;100000;1314671;4/8/2006;18;first+last+birth_year
