Player;Nation;Pos;Squad;Age;Born;MatchesPlayed;Gls;Ast;xG;xAG;Shots;SoT;PassCmp;PassAtt;PassCmpPct;Tkl;TklW;Blocks;Int;GK_GA;GK_GA90;GK_SoTA;GK_Saves;GK_SavePct;GK_CS;GK_CSPct;GK_PKAtt;GK_PKA;GK_PKsv;GK_PKm;GK_PSxG;GK_PSxG_per_SoT;GK_PSxG_PlusMinus;GK_PSxG_PlusMinus_per90;GK_PassCmp;GK_PassAtt;GK_PassCmpPct;GK_GKPassAtt;GK_Throws;GK_LaunchPct;GK_AvgLen;GK_CrossesStp;GK_CrossesStpPct;GK_OPA;GK_OPA90;GK_OPA_AvgDist;IsGK;AgeYears;player_norm;player_fl;club_norm;dob_fb;birth_year_fb;market_value_eur;player_id;dob;age;join_method
alexandre brito;pt POR;MF,DF;Sporting CP;19;2005;1.0;0;0;0.1;0.0;1;0;40;44;90.91;5;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;alexandre brito;alexandre brito;sporting cp;2005;2005;;;nan;;
alexandre pinto;pt POR;DF;Arouca;26;1998;9.1;0;1;0.6;0.9;3;2;280;416;67.31;19;14;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;alexandre pinto;alexandre pinto;arouca;1998;1998;500000;415645;8/7/1998;26;
alexandre sola;ad AND;MF;Estrela;20;2003;0.2;0;0;0.0;0.0;0;0;4;4;100.0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;alexandre sola;alexandre sola;estrela;2003;2003;;;;;
alfonso trezza;uy URU;FW,MF;Arouca;25;1999;26.9;5;2;5.3;2.9;44;19;359;536;66.98;45;30;34;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;alfonso trezza;alfonso trezza;arouca;1999;1999;1000000;741517;22/6/1999;26;first+last+birth_year
alvaro carreras;es ESP;DF;Benfica;21;2003;30.5;3;1;1.3;3.0;19;5;1662;2052;80.99;63;38;24;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;alvaro carreras;alvaro carreras;benfica;2003;2003;35000000;811778;23/3/2003;22;first+last+birth_year
alysson silva;br BRA;DF;Santa Clara;21;2002;1.8;0;0;0.0;0.0;0;0;103;114;90.35;3;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;alysson silva;alysson silva;santa clara;2002;2002;600000;574761;26/9/2002;22;fuzzy_global(100.0)
amadou dante;ml MLI;DF,MF;Arouca;23;2000;11.8;0;0;0.1;1.4;6;2;447;590;75.76;30;20;12;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;amadou dante;amadou dante;arouca;2000;2000;1500000;649087;7/10/2000;24;first+last+birth_year
amine el ouazzani;ma MAR;FW;Braga;23;2001;17.8;7;1;6.5;1.8;38;20;226;318;71.07;17;10;18;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;amine el ouazzani;amine ouazzani;braga;2001;2001;3500000;735051;15/7/2001;23;first+last+birth_year
amine oudrhiri;ma MAR;MF;Estrela;31;1992;8.0;0;0;0.1;0.0;3;0;273;310;88.06;16;7;8;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;amine oudrhiri;amine oudrhiri;estrela;1992;1992;300000;306668;4/11/1992;32;first+last+birth_year
anatolii trubin;ua UKR;GK;Benfica;22;2001;32.0;0;0;0.0;0.0;0;0;723;860;84.07;0;0;1;2;28.0;0.87;101.0;72.0;74.3;13.0;40.6;3.0;2.0;1.0;0.0;33.5;0.31;5.5;0.17;73.0;196.0;37.2;696.0;137.0;19.0;27.3;22.0;7.7;18.0;0.56;12.2;True;22.0;anatolii trubin;anatolii trubin;benfica;2001;2001;28000000;537844;1/8/2001;23;fuzzy_global(93.33333333333333)
andre candeias;pt POR;FW,MF;Farense;21;2003;0.4;0;0;0.1;0.0;2;0;7;11;63.64;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;andre candeias;andre candeias;farense;2003;2003;;;nan;;
andre castro;pt POR;MF;Moreirense;36;1988;0.2;0;0;0.0;0.0;0;0;7;8;87.5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;36.0;andre castro;andre castro;moreirense;1988;1988;50000;58267;2/4/1988;37;fuzzy_global(100.0)
andre franco;pt POR;MF,FW;Porto;26;1998;4.8;1;0;0.5;1.3;4;1;239;283;84.45;2;1;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;andre franco;andre franco;porto;1998;1998;2500000;448470;12/4/1998;27;first+last+birth_year
andre geraldes;pt POR;MF,DF;Casa Pia;33;1991;14.9;0;1;0.3;1.1;3;1;449;563;79.75;17;8;15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;33.0;andre geraldes;andre geraldes;casa pia;1991;1991;200000;154319;2/5/1991;34;first+last+birth_year
andre horta;pt POR;MF;Braga;27;1996;5.6;0;4;0.6;1.2;13;3;340;412;82.52;15;10;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;andre horta;andre horta;braga;1996;1996;4000000;329722;7/11/1996;28;first+last+birth_year
andre inacio;br BRA;MF,FW;Estrela;22;2002;7.1;1;1;1.8;1.1;17;7;111;157;70.7;11;4;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;andre inacio;andre inacio;estrela;2002;2002;;;nan;;
andre lacximicant;pt POR;FW;Estoril;23;2001;11.0;5;3;5.6;1.1;32;14;106;175;60.57;6;4;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;andre lacximicant;andre lacximicant;estoril;2001;2001;1000000;752442;19/5/2001;24;first+last+birth_year
andre seruca;pt POR;MF,DF;Farense;23;2000;0.2;0;0;0.0;0.0;0;0;2;4;50.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;andre seruca;andre seruca;farense;2000;2000;250000;683538;29/10/2000;24;first+last+birth_year
andre sousa;pt POR;MF;Nacional;34;1990;2.2;1;0;0.6;0.5;3;1;68;89;76.4;3;2;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;34.0;andre sousa;andre sousa;nacional;1990;1990;50000;187860;9/7/1990;34;first+last+birth_year
andrea belotti;it ITA;FW;Benfica;30;1993;5.1;3;0;5.3;1.1;26;14;72;98;73.47;7;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;andrea belotti;andrea belotti;benfica;1993;1993;2000000;167727;20/12/1993;31;first+last+birth_year
andreas ntoi;gr GRE;DF;Rio Ave;21;2003;15.2;0;0;0.4;0.6;8;2;583;705;82.7;21;16;23;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;andreas ntoi;andreas ntoi;rio ave;2003;2003;4500000;724035;2/2/2003;22;first+last+birth_year
andreas schjelderup;no NOR;FW,MF;Benfica;20;2004;5.8;1;3;2.4;3.0;19;8;154;188;81.91;3;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;andreas schjelderup;andreas schjelderup;benfica;2004;2004;15000000;670103;1/6/2004;21;first+last+birth_year
andrew;br BRA;GK;Gil Vicente FC;23;2001;33.0;0;0;0.0;0.0;0;0;975;1250;78.0;2;2;0;0;46.0;1.39;125.0;80.0;68.0;7.0;21.2;7.0;6.0;0.0;1.0;42.9;0.32;-2.1;-0.06;129.0;357.0;36.1;969.0;158.0;25.1;31.5;36.0;7.4;34.0;1.03;13.5;True;23.0;andrew;andrew;gil vicente fc;2001;2001;4000000;610417;1/7/2001;23;key+birth_year
andrian kraev;bg BUL;MF;Casa Pia;25;1999;18.5;1;0;1.7;0.1;11;1;493;635;77.64;42;22;18;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;andrian kraev;andrian kraev;casa pia;1999;1999;1500000;820371;14/2/1999;26;first+last+birth_year
angel di maria;ar ARG;FW;Benfica;36;1988;18.3;8;5;8.9;5.2;57;12;684;970;70.52;16;7;13;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;36.0;angel di maria;angel maria;benfica;1988;1988;2000000;45320;14/2/1988;37;first+last+birth_year
antonio silva;pt POR;DF;Benfica;20;2003;22.6;1;2;2.2;1.0;11;3;1212;1375;88.15;35;17;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;antonio silva;antonio silva;benfica;2003;2003;32000000;650568;30/10/2003;21;first+last+birth_year
arthur cabral;br BRA;FW;Benfica;26;1998;4.2;2;0;2.1;1.4;18;9;44;60;73.33;3;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;arthur cabral;arthur cabral;benfica;1998;1998;10000000;390638;25/4/1998;27;first+last+birth_year
artur jorge marques amorim;pt POR;DF;Farense;29;1994;14.2;0;1;0.9;0.3;8;1;374;466;80.26;13;7;13;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;artur jorge marques amorim;artur amorim;farense;1994;1994;300000;276030;14/8/1994;30;fuzzy_global(100.0)
arvin appiah;eng ENG;DF,FW;Nacional;23;2001;15.4;0;0;0.9;0.8;15;4;399;521;76.58;21;15;10;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;arvin appiah;arvin appiah;nacional;2001;2001;500000;433257;5/1/2001;24;first+last+birth_year
augusto dabo;gw GNB;DF;Boavista;20;2004;6.1;0;1;0.1;0.1;2;1;127;228;55.7;9;6;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;augusto dabo;augusto dabo;boavista;2004;2004;300000;1043471;13/3/2004;21;first+last+birth_year
babatunde akinsola;ng NGA;MF,FW;AVS Futebol;21;2003;13.0;2;1;2.9;0.8;28;6;209;309;67.64;16;13;18;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;babatunde akinsola;babatunde akinsola;avs futebol;2003;2003;500000;924447;10/3/2003;22;
bachir belloumi;dz ALG;FW;Farense;22;2002;3.0;0;0;0.2;0.1;7;5;42;73;57.53;7;4;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;bachir belloumi;bachir belloumi;farense;2002;2002;4500000;857079;1/6/2002;23;
baptiste roux;fr FRA;DF;AVS Futebol;24;1999;20.7;1;1;0.4;0.3;5;1;781;951;82.12;34;19;28;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;baptiste roux;baptiste roux;avs futebol;1999;1999;800000;796895;26/11/1999;25;key+birth_year
beni;ao ANG;MF;Vitória;22;2002;2.0;0;0;0.0;0.0;2;1;123;138;89.13;4;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;beni;beni;vitoria;2002;2002;2000000;666539;21/5/2002;23;first+last+birth_year
benjamin rollheiser;ar ARG;MF,FW;Benfica;24;2000;1.5;1;1;0.6;0.1;2;1;102;125;81.6;4;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;benjamin rollheiser;benjamin rollheiser;benfica;2000;2000;8000000;491704;24/3/2000;25;first+last+birth_year
bernardo martins;pt POR;FW,MF;Moreirense;26;1997;18.2;4;3;2.1;2.2;31;10;543;700;77.57;40;23;21;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;bernardo martins;bernardo martins;moreirense;1997;1997;;;nan;;
bernardo vital;pt POR;MF;Estoril;23;2000;0.3;0;0;0.0;0.0;1;0;9;10;90.0;2;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;bernardo vital;bernardo vital;estoril;2000;2000;1200000;690273;29/12/2000;24;first+last+birth_year
biel;br BRA;MF,FW;Sporting CP;23;2001;0.2;0;0;0.1;0.0;2;1;5;9;55.56;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;biel;biel;sporting cp;2001;2001;5000000;875328;1/4/2001;24;first+last+birth_year
bilal abdelrahman zeeni;eg EGY;MF;Estrela;21;2003;0.1;0;0;0.0;0.1;1;1;2;3;66.67;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;bilal abdelrahman zeeni;bilal zeeni;estrela;2003;2003;;;nan;;
boris popovic;rs SRB;DF;Arouca;24;2000;10.0;0;0;0.1;0.0;2;0;532;589;90.32;11;7;15;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;boris popovic;boris popovic;arouca;2000;2000;1500000;470796;26/2/2000;25;first+last+birth_year
brandon aguilera;cr CRC;MF,FW;Rio Ave;21;2003;15.3;3;1;1.4;2.2;23;6;495;683;72.47;35;22;10;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;brandon aguilera;brandon aguilera;rio ave;2003;2003;1500000;631996;28/6/2003;22;first+last+birth_year
brian araujo;fr FRA;GK;Gil Vicente FC;24;2000;1.0;0;0;0.0;0.0;0;0;26;31;83.87;0;0;0;0;1.0;1.0;3.0;2.0;66.7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.35;0.0;0.04;5.0;9.0;55.6;28.0;3.0;32.1;34.1;0.0;0.0;2.0;2.0;17.7;True;24.0;brian araujo;brian araujo;gil vicente fc;2000;2000;300000;695141;29/4/2000;25;key+birth_year
brian mansilla;uy URU;FW,MF;Arouca;22;2002;3.8;0;0;1.5;0.9;11;3;62;100;62.0;8;3;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;brian mansilla;brian mansilla;arouca;2002;2002;1000000;981058;14/5/2002;23;first+last+birth_year
bright arrey-mbi;de GER;DF;Braga;21;2003;12.6;0;0;0.0;0.2;1;1;822;882;93.2;20;11;11;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;bright arrey mbi;bright mbi;braga;2003;2003;6000000;580193;26/3/2003;22;first+last+birth_year
bruma;pt POR;FW,MF;Braga;29;1994;13.4;7;5;8.6;5.9;39;10;437;546;80.04;9;5;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;bruma;bruma;braga;1994;1994;7000000;139396;24/10/1994;30;first+last+birth_year
bruno brigido;br BRA;GK;Estrela;33;1991;17.5;0;0;0.0;0.0;0;0;367;557;65.89;0;0;0;0;30.0;1.71;83.0;54.0;66.3;1.0;5.6;2.0;2.0;0.0;0.0;27.3;0.33;-1.7;-0.09;66.0;243.0;27.2;425.0;90.0;36.9;36.3;9.0;3.5;15.0;0.86;13.3;True;33.0;bruno brigido;bruno brigido;estrela;1991;1991;200000;178942;9/3/1991;34;first+last+birth_year
bruno gaspar;ao ANG;DF;Vitória;31;1993;10.2;0;0;0.2;0.9;4;1;378;506;74.7;17;12;12;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;bruno gaspar;bruno gaspar;vitoria;1993;1993;600000;230457;21/4/1993;32;first+last+birth_year
bruno messi;pt POR;FW,MF;Santa Clara;27;1996;1.3;0;0;0.1;0.1;4;2;37;62;59.68;2;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;bruno messi;bruno messi;santa clara;1996;1996;;;nan;;
bruno onyemaechi;ng NGA;DF,MF;Boavista;25;1999;17.4;3;1;1.6;1.2;18;6;366;587;62.35;29;18;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;bruno onyemaechi;bruno onyemaechi;boavista;1999;1999;2700000;701325;3/4/1999;26;first+last+birth_year
bruno santos;pt POR;FW;Farense;21;2003;0.6;0;0;0.0;0.0;0;0;6;10;60.0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;bruno santos;bruno santos;farense;2003;2003;;;nan;;
bruno varela;cv CPV;GK;Vitória;29;1994;34.0;0;0;0.0;0.0;1;0;881;1112;79.23;1;0;0;0;37.0;1.09;100.0;63.0;68.0;13.0;38.2;7.0;5.0;0.0;2.0;32.9;0.3;-4.1;-0.12;115.0;311.0;37.0;875.0;120.0;24.1;30.6;21.0;5.4;35.0;1.03;14.8;True;29.0;bruno varela;bruno varela;vitoria;1994;1994;2500000;182722;4/11/1994;30;first+last+birth_year
bruno xavier almeida costa;pt POR;MF,FW;Nacional;27;1997;10.2;2;1;1.7;1.8;9;2;288;364;79.12;9;5;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;bruno xavier almeida costa;bruno costa;nacional;1997;1997;500000;344519;19/4/1997;28;first+last+birth_year
caio santana;br BRA;FW,MF;Estrela;20;2004;2.0;0;0;0.0;0.1;1;1;31;47;65.96;11;7;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;caio santana;caio santana;estrela;2004;2004;100000;1179376;22/3/2004;21;first+last+birth_year
caio secco;br BRA;GK;Moreirense;33;1990;5.0;0;0;0.0;0.0;0;0;96;155;61.94;0;0;0;0;8.0;1.61;23.0;15.0;73.9;0.0;0.0;2.0;2.0;0.0;0.0;7.4;0.26;-0.6;-0.12;12.0;66.0;18.2;113.0;21.0;42.5;37.9;5.0;5.4;11.0;2.22;18.0;True;33.0;caio secco;caio secco;moreirense;1990;1990;200000;175188;22/12/1990;34;first+last+birth_year
carlos eduardo;br BRA;FW,MF;Gil Vicente FC;21;2002;2.7;0;0;0.1;0.7;2;0;28;44;63.64;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;carlos eduardo;carlos eduardo;gil vicente fc;2002;2002;700000;927714;10/8/2002;22;key+birth_year
carlos ponck;cv CPV;DF;Moreirense;29;1995;5.4;0;0;0.1;0.1;1;1;257;299;85.95;9;8;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;carlos ponck;carlos ponck;moreirense;1995;1995;600000;341516;13/1/1995;30;fuzzy_global(100.0)
cassiano;br BRA;FW;Casa Pia;35;1989;22.0;10;2;8.9;1.6;27;13;155;265;58.49;22;12;17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;35.0;cassiano;cassiano;casa pia;1989;1989;200000;238367;16/6/1989;36;first+last+birth_year
caue;br BRA;FW;Gil Vicente FC;21;2002;7.4;1;0;0.8;0.1;12;3;102;139;73.38;6;2;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;caue;caue;gil vicente fc;2002;2002;800000;814268;16/11/2002;22;key+birth_year
cedric teguia;es ESP;FW;Moreirense;22;2001;10.1;2;1;0.7;0.7;15;6;207;286;72.38;15;7;18;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;cedric teguia;cedric teguia;moreirense;2001;2001;800000;536831;1/10/2001;23;first+last+birth_year
cesar;br BRA;GK;Boavista;32;1992;16.0;0;0;0.0;0.0;0;0;220;380;57.89;2;2;0;0;30.0;1.87;79.0;51.0;65.8;2.0;12.5;3.0;3.0;0.0;0.0;28.6;0.34;0.6;0.04;75.0;219.0;34.2;251.0;60.0;54.6;41.2;18.0;8.5;10.0;0.63;12.7;True;32.0;cesar;cesar;boavista;1992;1992;300000;177776;27/1/1992;33;first+last+birth_year
cezary miszta;pl POL;GK;Rio Ave;22;2001;25.8;0;0;0.0;0.0;0;0;649;924;70.24;0;0;0;0;42.0;1.63;126.0;89.0;69.0;3.0;11.5;3.0;3.0;0.0;0.0;40.8;0.31;3.8;0.15;105.0;349.0;30.1;696.0;124.0;34.3;33.9;19.0;4.7;24.0;0.93;13.2;True;22.0;cezary miszta;cezary miszta;rio ave;2001;2001;3000000;487167;30/10/2001;23;first+last+birth_year
chico banza;ao ANG;FW;Estrela;25;1998;7.6;1;0;1.9;0.3;13;4;89;145;61.38;7;5;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;chico banza;chico banza;estrela;1998;1998;800000;574352;17/12/1998;26;first+last+birth_year
chico lamba;pt POR;DF;Arouca;21;2003;25.2;1;2;0.7;0.6;10;2;1226;1429;85.79;35;18;32;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;chico lamba;chico lamba;arouca;2003;2003;3000000;744186;10/3/2003;22;first+last+birth_year
chiheb labidi;tn TUN;MF,FW;Nacional;23;2001;4.6;1;0;0.1;0.1;3;2;139;180;77.22;17;11;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;chiheb labidi;chiheb labidi;nacional;2001;2001;500000;673511;1/6/2001;24;first+last+birth_year
christian neiva afonso;pt POR;DF,MF;AVS Futebol;29;1994;18.0;1;2;0.4;2.0;14;1;555;810;68.52;32;26;26;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;christian neiva afonso;christian afonso;avs futebol;1994;1994;;;nan;;
claudio falcao;br BRA;DF,MF;Farense;30;1994;31.7;1;2;2.1;1.8;35;7;744;1002;74.25;104;68;46;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;claudio falcao;claudio falcao;farense;1994;1994;800000;437566;3/7/1994;30;first+last+birth_year
claudio ramos;pt POR;GK;Porto;32;1991;2.0;0;0;0.0;0.0;0;0;45;51;88.24;0;0;0;0;3.0;1.5;8.0;5.0;75.0;0.0;0.0;1.0;1.0;0.0;0.0;3.3;0.3;0.3;0.14;4.0;10.0;40.0;44.0;6.0;18.2;24.7;2.0;14.3;2.0;1.0;15.1;True;32.0;claudio ramos;claudio ramos;porto;1991;1991;1200000;155396;16/11/1991;33;first+last+birth_year
