Player;Nation;Pos;Squad;Age;Born;MatchesPlayed;Gls;Ast;xG;xAG;Shots;SoT;PassCmp;PassAtt;PassCmpPct;Tkl;TklW;Blocks;Int;GK_GA;GK_GA90;GK_SoTA;GK_Saves;GK_SavePct;GK_CS;GK_CSPct;GK_PKAtt;GK_PKA;GK_PKsv;GK_PKm;GK_PSxG;GK_PSxG_per_SoT;GK_PSxG_PlusMinus;GK_PSxG_PlusMinus_per90;GK_PassCmp;GK_PassAtt;GK_PassCmpPct;GK_GKPassAtt;GK_Throws;GK_LaunchPct;GK_AvgLen;GK_CrossesStp;GK_CrossesStpPct;GK_OPA;GK_OPA90;GK_OPA_AvgDist;IsGK;AgeYears;player_norm;player_fl;club_norm;dob_fb;birth_year_fb;market_value_eur;player_id;dob;age;join_method
alex meret;it ITA;GK;Napoli;27;1997;33.4;0;0;0.0;0.0;0;0;1050;1223;85.85;0;0;1;0;25.0;0.75;84.0;59.0;71.4;16.0;47.1;4.0;1.0;2.0;1.0;25.3;0.27;2.3;0.07;88.0;214.0;41.1;1041.0;117.0;15.4;27.7;21.0;5.6;47.0;1.41;16.5;True;27.0;alex meret;alex meret;napoli;1997;1997;18000000;240414;22/3/1997;28;first+last+birth_year
alex valle;es ESP;DF;Como;20;2004;11.4;0;0;0.3;0.7;9;1;562;661;85.02;26;12;13;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;alex valle;alex valle;como;2004;2004;6000000;709957;25/4/2004;21;first+last+birth_year
alexis saelemaekers;be BEL;DF,FW;Roma;25;1999;15.4;7;3;2.5;2.6;25;12;630;773;81.5;33;20;12;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;alexis saelemaekers;alexis saelemaekers;roma;1999;1999;17000000;381950;27/6/1999;26;first+last+birth_year
alexis sanchez;cl CHI;FW;Udinese;35;1988;4.9;0;0;0.8;0.2;7;0;125;163;76.69;3;1;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;35.0;alexis sanchez;alexis sanchez;udinese;1988;1988;1500000;40433;19/12/1988;36;key+birth_year
alfred duncan;gh GHA;MF;Venezia;31;1993;10.6;0;0;0.8;1.1;15;4;404;498;81.12;17;8;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;alfred duncan;alfred duncan;venezia;1993;1993;1400000;184894;10/3/1993;32;first+last+birth_year
ali dembele;fr FRA;DF;Torino;20;2004;4.3;1;0;0.4;0.1;5;2;127;168;75.6;9;5;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;ali dembele;ali dembele;torino;2004;2004;900000;1004344;5/1/2004;21;first+last+birth_year
ali jasim;iq IRQ;FW,DF;Como;20;2004;0.1;0;0;0.0;0.0;0;0;7;9;77.78;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;ali jasim;ali jasim;como;2004;2004;550000;877672;20/1/2004;21;first+last+birth_year
alieu fadera;gm GAM;FW,DF;Como;22;2001;18.3;1;3;1.7;4.0;28;9;441;591;74.62;64;47;18;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;alieu fadera;alieu fadera;como;2001;2001;4500000;749552;3/11/2001;23;first+last+birth_year
alieu njie;se SWE;FW,MF;Torino;19;2005;4.4;1;0;1.5;0.4;9;5;63;95;66.32;5;1;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;alieu njie;alieu njie;torino;2005;2005;2500000;934527;14/5/2005;20;first+last+birth_year
alphadjo cisse;it ITA;FW,MF;Hellas Verona;17;2006;0.1;0;0;0.0;0.0;2;2;6;8;75.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;17.0;alphadjo cisse;alphadjo cisse;hellas verona;2006;2006;1000000;964087;22/10/2006;18;key+birth_year
alvaro morata;es ESP;FW,MF;Milan;31;1992;12.2;5;0;3.9;0.8;27;10;202;268;75.37;16;10;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;alvaro morata;alvaro morata;milan;1992;1992;11000000;128223;23/10/1992;32;first+last+birth_year
amin sarr;se SWE;FW;Hellas Verona;23;2001;21.2;4;1;3.2;2.1;23;7;322;460;70.0;22;12;18;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;amin sarr;amin sarr;hellas verona;2001;2001;5000000;748382;11/3/2001;24;key+birth_year
amir richardson;ma MAR;MF;Fiorentina;22;2002;12.2;1;1;0.9;0.6;11;5;539;615;87.64;30;13;14;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;amir richardson;amir richardson;fiorentina;2002;2002;8500000;893675;24/1/2002;23;key+birth_year
amir rrahmani;xk KVX;DF;Napoli;30;1994;37.8;1;3;2.9;1.1;28;3;2531;2781;91.01;39;31;43;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;amir rrahmani;amir rrahmani;napoli;1994;1994;12000000;257732;24/2/1994;31;first+last+birth_year
anass salah-eddine;nl NED;DF;Roma;22;2002;1.7;0;1;0.3;0.1;2;1;86;103;83.5;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;anass salah eddine;anass eddine;roma;2002;2002;8000000;485584;18/1/2002;23;first+last+birth_year
anastasios douvikas;gr GRE;FW;Como;24;1999;6.4;2;2;2.5;1.1;14;5;81;106;76.42;3;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;anastasios douvikas;anastasios douvikas;como;1999;1999;10000000;523318;2/8/1999;25;first+last+birth_year
andre-frank zambo anguissa;cm CMR;MF;Napoli;28;1995;31.7;6;4;4.4;2.4;44;12;1275;1509;84.49;42;26;24;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;andre frank zambo anguissa;andre anguissa;napoli;1995;1995;27000000;354361;16/11/1995;29;fuzzy_global(100.0)
andrea belotti;it ITA;FW;Como;30;1993;6.6;2;0;2.5;0.4;19;3;90;120;75.0;7;5;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;andrea belotti;andrea belotti;como;1993;1993;2000000;167727;20/12/1993;31;first+last+birth_year
andrea cambiaso;it ITA;DF,FW;Juventus;24;2000;24.7;2;3;0.7;2.6;17;6;1476;1667;88.54;46;30;24;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;andrea cambiaso;andrea cambiaso;juventus;2000;2000;35000000;459658;20/2/2000;25;first+last+birth_year
andrea carboni;it ITA;DF;Monza;23;2001;24.3;0;1;0.3;0.3;8;1;989;1157;85.48;60;35;31;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;andrea carboni;andrea carboni;monza;2001;2001;2800000;481834;4/2/2001;24;first+last+birth_year
andrea colpani;it ITA;FW,MF;Fiorentina;25;1999;16.1;2;1;2.7;1.3;36;12;376;466;80.69;15;9;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;andrea colpani;andrea colpani;fiorentina;1999;1999;9500000;392959;11/5/1999;26;key+birth_year
andrea mazza;it ITA;GK;Monza;20;2004;0.1;0;0;0.0;0.0;0;0;6;7;85.71;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;50.0;5.0;1.0;20.0;24.0;0.0;0.0;0.0;0.0;0.0;True;20.0;andrea mazza;andrea mazza;monza;2004;2004;75000;815567;19/3/2004;21;first+last+birth_year
andrea petagna;it ITA;FW;Monza;29;1995;3.7;0;0;0.2;0.0;4;0;45;70;64.29;2;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;andrea petagna;andrea petagna;monza;1995;1995;1000000;199258;30/6/1995;30;first+last+birth_year
andrea pinamonti;it ITA;FW;Genoa;25;1999;31.7;10;1;7.7;1.7;78;29;419;667;62.82;10;6;16;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;andrea pinamonti;andrea pinamonti;genoa;1999;1999;15000000;315865;19/5/1999;26;first+last+birth_year
andy pelmard;mg MAD;DF;Lecce;24;2000;1.4;0;0;0.0;0.0;0;0;27;34;79.41;6;6;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;andy pelmard;andy pelmard;lecce;2000;2000;2000000;494236;12/3/2000;25;first+last+birth_year
ange-yoan bonny;fr FRA;FW;Parma;20;2003;28.1;6;4;9.4;2.9;61;19;431;573;75.22;34;16;17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;ange yoan bonny;ange bonny;parma;2003;2003;20000000;827734;25/10/2003;21;key+birth_year
angelino;es ESP;DF;Roma;27;1997;35.3;2;1;1.4;3.7;24;6;1544;1969;78.42;46;24;33;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;angelino;angelino;roma;1997;1997;20000000;277179;4/1/1997;28;first+last+birth_year
ante rebic;hr CRO;FW,MF;Lecce;30;1993;8.8;1;0;2.1;2.1;13;5;182;298;61.07;12;9;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;ante rebic;ante rebic;lecce;1993;1993;1000000;187587;21/9/1993;31;first+last+birth_year
antoine bernede;fr FRA;MF;Hellas Verona;25;1999;6.6;1;0;0.8;0.5;4;2;178;242;73.55;15;8;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;antoine bernede;antoine bernede;hellas verona;1999;1999;2500000;395512;26/5/1999;26;key+birth_year
antoine hainaut;fr FRA;DF,FW;Parma;22;2002;13.4;2;0;0.8;1.0;6;3;372;496;75.0;26;14;17;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;antoine hainaut;antoine hainaut;parma;2002;2002;1000000;917375;18/2/2002;23;key+birth_year
antoine makoumbou;cg CGO;MF;Cagliari;26;1998;23.9;0;3;0.3;0.9;7;0;1051;1183;88.84;42;23;26;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;antoine makoumbou;antoine makoumbou;cagliari;1998;1998;3500000;460651;18/7/1998;26;key+birth_year
antonin barak;cz CZE;MF;Fiorentina;29;1994;0.6;0;0;0.1;0.3;2;2;17;20;85.0;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;antonin barak;antonin barak;fiorentina;1994;1994;2500000;272261;3/12/1994;30;key+birth_year
antonino gallo;it ITA;DF;Lecce;24;2000;29.0;0;2;0.3;2.7;9;3;822;1241;66.24;65;42;33;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;antonino gallo;antonino gallo;lecce;2000;2000;4300000;392516;5/1/2000;25;first+last+birth_year
antonio candela;it ITA;DF;Venezia;24;2000;11.2;0;1;0.3;0.8;5;0;299;403;74.19;31;21;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;antonio candela;antonio candela;venezia;2000;2000;1800000;392881;27/4/2000;25;first+last+birth_year
antonio raimondo;it ITA;FW,DF;Venezia;20;2004;1.0;0;0;0.3;0.1;1;1;17;26;65.38;2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;antonio raimondo;antonio raimondo;venezia;2004;2004;3800000;818888;18/3/2004;21;first+last+birth_year
antonio sanabria;py PAR;FW;Torino;28;1996;14.6;2;1;2.9;0.5;18;4;210;268;78.36;3;3;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;antonio sanabria;antonio sanabria;torino;1996;1996;2800000;234523;4/3/1996;29;first+last+birth_year
ardian ismajli;al ALB;DF;Empoli;27;1996;27.9;0;0;0.3;0.0;5;0;872;1005;86.77;30;23;35;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;ardian ismajli;ardian ismajli;empoli;1996;1996;6000000;435228;30/9/1996;28;first+last+birth_year
arijon ibrahimovic;de GER;MF;Lazio;18;2005;0.1;0;0;0.1;0.0;2;0;3;4;75.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;arijon ibrahimovic;arijon ibrahimovic;lazio;2005;2005;4000000;744728;11/12/2005;19;first+last+birth_year
armando izzo;it ITA;DF;Monza;32;1992;27.1;1;1;0.4;0.8;6;2;1305;1485;87.88;40;15;38;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;32.0;armando izzo;armando izzo;monza;1992;1992;1500000;32113;2/3/1992;33;first+last+birth_year
artem dovbyk;ua UKR;FW;Roma;27;1997;26.9;12;2;11.9;2.4;61;25;321;433;74.13;4;2;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;artem dovbyk;artem dovbyk;roma;1997;1997;30000000;343537;21/6/1997;28;first+last+birth_year
arthur atta;fr FRA;MF,FW;Udinese;21;2003;13.9;0;1;1.3;1.4;26;7;509;633;80.41;20;12;9;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;arthur atta;arthur atta;udinese;2003;2003;8000000;855308;14/1/2003;22;key+birth_year
arvid brorsson;se SWE;DF;Monza;25;1999;4.0;0;0;0.0;0.0;0;0;224;247;90.69;4;3;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;arvid brorsson;arvid brorsson;monza;1999;1999;600000;381706;8/5/1999;26;first+last+birth_year
assane diao;sn SEN;FW,MF;Como;18;2005;13.9;8;1;4.0;0.4;28;13;241;304;79.28;25;14;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;assane diao;assane diao;como;2005;2005;30000000;1061282;7/9/2005;19;first+last+birth_year
balthazar pierret;fr FRA;MF;Lecce;24;2000;19.1;0;0;0.2;0.4;6;0;696;833;83.55;51;31;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;balthazar pierret;balthazar pierret;lecce;2000;2000;1700000;642002;15/5/2000;25;first+last+birth_year
ben godfrey;eng ENG;DF;Atalanta;26;1998;0.3;0;0;0.0;0.0;0;0;8;10;80.0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;ben godfrey;ben godfrey;atalanta;1998;1998;6000000;343475;15/1/1998;27;first+last+birth_year
ben lhassine kone;ci CIV;MF;Como;24;2000;0.6;0;0;0.0;0.0;1;0;23;24;95.83;2;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;ben lhassine kone;ben kone;como;2000;2000;500000;522681;14/3/2000;25;first+last+birth_year
benjamin dominguez;ar ARG;FW;Bologna;20;2003;14.2;3;2;2.2;0.8;30;17;272;348;78.16;18;7;15;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;benjamin dominguez;benjamin dominguez;bologna;2003;2003;;;nan;;
benjamin pavard;fr FRA;DF;Inter;28;1996;17.6;0;1;0.5;0.8;8;1;1050;1150;91.3;29;16;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;28.0;benjamin pavard;benjamin pavard;inter;1996;1996;25000000;353366;28/3/1996;29;first+last+birth_year
benjamin siegrist;ch SUI;GK;Genoa;32;1992;1.7;0;0;0.0;0.0;0;0;48;73;65.75;0;0;0;1;2.0;1.18;12.0;10.0;83.3;0.0;0.0;0.0;0.0;0.0;0.0;2.4;0.2;0.4;0.23;6.0;30.0;20.0;54.0;9.0;33.3;35.9;1.0;3.8;1.0;0.59;6.2;True;32.0;benjamin siegrist;benjamin siegrist;genoa;1992;1992;650000;111426;31/1/1992;33;first+last+birth_year
berat djimsiti;al ALB;DF;Atalanta;31;1993;29.3;1;2;2.7;1.3;20;4;1483;1691;87.7;53;33;34;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;berat djimsiti;berat djimsiti;atalanta;1993;1993;6000000;165513;19/2/1993;32;first+last+birth_year
billy gilmour;sct SCO;MF;Napoli;23;2001;13.1;0;1;0.5;1.8;9;1;804;908;88.55;24;16;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;billy gilmour;billy gilmour;napoli;2001;2001;20000000;423744;11/6/2001;24;first+last+birth_year
bjarki bjarkason;is ISL;DF,MF;Venezia;24;2000;1.8;0;0;0.0;0.1;0;0;78;89;87.64;3;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;bjarki bjarkason;bjarki bjarkason;venezia;2000;2000;800000;566613;11/5/2000;25;first+last+birth_year
bob murphy omoregbe;it ITA;MF;Milan;20;2003;0.0;0;0;0.0;0.0;0;0;1;2;50.0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;bob murphy omoregbe;bob omoregbe;milan;2003;2003;100000;894324;5/11/2003;21;first+last+birth_year
