Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
adri embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,1,1,2.1,2.7,37,12,383,599,63.94,41,20,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,adri embarba,adri embarba,rayo vallecano,1992,1992,1200000,288318,1992-05-07,33,fuzzy_club(92.3076923076923)
adria altimira,es ESP,"DF,FW",Leganés,23,2001,18.1,0,0,0.3,0.5,7,2,483,615,78.54,41,24,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,adria altimira,adria altimira,leganes,2001,2001,1500000,466807,2001-03-28,24,first+last+birth_year
adria pedrosa,es ESP,DF,Sevilla,26,1998,25.5,1,1,0.9,1.6,24,7,886,1196,74.08,56,32,43,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,adria pedrosa,adria pedrosa,sevilla,1998,1998,7000000,501418,1998-05-13,27,first+last+birth_year
adrian,es ESP,GK,Betis,37,1987,19.0,0,0,0.0,0.0,0,0,474,619,76.58,0,0,0,0,27.0,1.42,76.0,49.0,65.8,3.0,15.8,1.0,1.0,0.0,0.0,26.0,0.33,-1.0,-0.05,58.0,178.0,32.6,507.0,91.0,28.0,31.2,14.0,5.4,16.0,0.84,11.7,True,37.0,adrian,adrian,betis,1987,1987,500000,71271,1987-01-03,38,first+last+birth_year
adrian baquerin,es ESP,FW,Valladolid,17,2007,0.5,0,0,0.4,0.0,3,0,9,10,90.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,adrian baquerin,adrian baquerin,valladolid,2007,2007,,,nan,,
adrian nino,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0.2,0.0,2,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,adrian nino,adrian nino,atletico madrid,2004,2004,800000,926849,2004-06-19,21,first+last+birth_year
adrian rodriguez,es ESP,GK,Alavés,23,2000,1.4,0,0,0.0,0.0,0,0,19,50,38.0,0,0,0,0,2.0,1.48,6.0,4.0,83.3,1.0,100.0,1.0,1.0,0.0,0.0,1.5,0.13,-0.5,-0.36,18.0,48.0,37.5,26.0,0.0,92.3,56.3,0.0,0.0,0.0,0.0,9.8,True,23.0,adrian rodriguez,adrian rodriguez,alaves,2000,2000,200000,608382,2000-12-12,24,first+last+birth_year
adu ares,es ESP,FW,Athletic Club,22,2001,0.2,0,0,0.0,0.0,0,0,5,9,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,adu ares,adu ares,athletic club,2001,2001,1600000,895480,2001-10-12,23,key+birth_year
aihen munoz,es ESP,DF,Real Sociedad,26,1997,12.2,0,0,0.2,0.3,6,0,448,631,71.0,24,12,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,aihen munoz,aihen munoz,real sociedad,1997,1997,4000000,517842,1997-08-16,27,key+birth_year
aimar oroz,es ESP,MF,Osasuna,22,2001,33.0,5,4,4.2,2.9,47,15,924,1128,81.91,35,19,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,aimar oroz,aimar oroz,osasuna,2001,2001,15000000,634131,2001-11-27,23,key+birth_year
aingeru olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0.0,0.0,0,0,9,18,50.0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,aingeru olabarrieta,aingeru olabarrieta,athletic club,2005,2005,500000,1056971,2005-11-14,19,key+birth_year
aitor fernandez,es ESP,GK,Osasuna,33,1991,1.0,0,0,0.0,0.0,0,0,29,45,64.44,0,0,0,0,0.0,0.0,5.0,5.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.2,0.23,1.2,1.15,19.0,35.0,54.3,34.0,4.0,70.6,44.4,1.0,7.1,1.0,1.0,10.6,True,33.0,aitor fernandez,aitor fernandez,osasuna,1991,1991,700000,118997,1991-05-03,34,key+birth_year
aitor paredes,es ESP,DF,Athletic Club,24,2000,20.1,3,0,2.3,0.1,6,3,789,947,83.32,15,13,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,aitor paredes,aitor paredes,athletic club,2000,2000,22000000,591916,2000-04-29,25,key+birth_year
aitor ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,1,3,0.9,2.4,16,4,495,612,80.88,32,23,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,aitor ruibal,aitor ruibal,betis,1996,1996,3500000,378139,1996-03-22,29,first+last+birth_year
akor adams,ng NGA,FW,Sevilla,24,2000,1.5,0,0,0.4,0.0,2,1,20,27,74.07,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,akor adams,akor adams,sevilla,2000,2000,5000000,607034,2000-01-29,25,first+last+birth_year
albert sambi lokonga,be BEL,MF,Sevilla,24,1999,16.3,0,2,0.9,1.0,13,5,799,894,89.37,22,15,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,albert sambi lokonga,albert lokonga,sevilla,1999,1999,8000000,381967,1999-10-22,25,first+last+birth_year
alberto mari,es ESP,FW,Valencia,23,2001,0.1,0,0,0.0,0.0,0,0,2,4,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,alberto mari,alberto mari,valencia,2001,2001,1000000,634105,2001-07-11,23,first+last+birth_year
alberto moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,6,1,5.6,3.3,68,24,845,1039,81.33,27,12,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alberto moleiro,alberto moleiro,las palmas,2003,2003,25000000,733576,2003-09-30,21,first+last+birth_year
alberto risco,es ESP,"MF,FW",Getafe,18,2005,0.8,0,0,0.2,0.1,4,1,25,34,73.53,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,alberto risco,alberto risco,getafe,2005,2005,200000,1255616,2005-08-30,19,first+last+birth_year
alejandro balde,es ESP,DF,Barcelona,20,2003,25.4,0,4,0.5,3.4,12,3,1306,1484,88.01,18,10,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alejandro balde,alejandro balde,barcelona,2003,2003,60000000,636688,2003-10-18,21,first+last+birth_year
alejandro frances,es ESP,DF,Girona,21,2002,13.0,0,0,0.2,0.3,6,0,685,813,84.26,36,24,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,alejandro frances,alejandro frances,girona,2002,2002,2000000,632896,2002-08-01,22,first+last+birth_year
alejo veliz,ar ARG,FW,Espanyol,20,2003,12.5,1,0,2.3,0.6,19,6,122,187,65.24,1,1,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alejo veliz,alejo veliz,espanyol,2003,2003,2500000,888493,2003-09-19,21,first+last+birth_year
aleksandar sedlar,rs SRB,DF,Alavés,32,1991,6.6,0,0,0.0,0.0,1,0,195,236,82.63,18,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,aleksandar sedlar,aleksandar sedlar,alaves,1991,1991,300000,237499,1991-12-13,33,first+last+birth_year
alex baena,es ESP,"MF,FW",Villarreal,23,2001,28.8,7,9,7.1,11.7,69,17,857,1287,66.59,28,15,29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,alex baena,alex baena,villarreal,2001,2001,55000000,548111,2001-07-20,23,first+last+birth_year
alex berenguer,es ESP,"FW,MF",Athletic Club,29,1995,26.0,6,7,6.8,5.0,51,18,628,954,65.83,32,16,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,alex berenguer,alex berenguer,athletic club,1995,1995,9000000,338425,1995-07-04,29,key+birth_year
alex kral,cz CZE,MF,Espanyol,26,1998,30.2,0,1,1.5,1.5,21,2,602,837,71.92,55,37,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,alex kral,alex kral,espanyol,1998,1998,6000000,337333,1998-05-19,27,first+last+birth_year
alex munoz,es ESP,DF,Las Palmas,30,1994,15.7,3,0,0.9,0.5,9,5,618,775,79.74,39,29,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,alex munoz,alex munoz,las palmas,1994,1994,1000000,243760,1994-07-30,30,first+last+birth_year
alex padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0.0,0.0,0,0,67,121,55.37,0,0,0,0,6.0,1.68,17.0,12.0,70.6,0.0,0.0,1.0,1.0,0.0,0.0,4.8,0.26,-0.2,-0.06,27.0,78.0,34.6,98.0,15.0,58.2,41.5,2.0,3.5,3.0,0.84,13.4,True,20.0,alex padilla,alex padilla,athletic club,2003,2003,3000000,834483,2003-09-01,21,key+birth_year
alex remiro,es ESP,GK,Real Sociedad,29,1995,36.0,0,0,0.0,0.0,0,0,955,1291,73.97,1,0,0,0,43.0,1.19,130.0,86.0,70.8,13.0,36.1,6.0,5.0,1.0,0.0,38.0,0.26,-5.0,-0.14,180.0,477.0,37.7,1053.0,111.0,31.4,32.6,29.0,6.5,40.0,1.11,14.4,True,29.0,alex remiro,alex remiro,real sociedad,1995,1995,18000000,212862,1995-03-24,30,key+birth_year
alex sola,es ESP,"MF,FW",Getafe,25,1999,11.4,0,1,1.0,0.7,15,2,155,242,64.05,21,14,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,alex sola,alex sola,getafe,1999,1999,2500000,434990,1999-06-09,26,first+last+birth_year
alex suarez,es ESP,DF,Las Palmas,31,1993,27.3,0,0,0.5,0.1,6,3,1165,1357,85.85,40,23,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,alex suarez,alex suarez,las palmas,1993,1993,1000000,510396,1993-03-18,32,first+last+birth_year
alexander srloth,no NOR,FW,Atlético Madrid,28,1995,17.4,20,2,16.8,1.6,78,40,229,359,63.79,9,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alexander srloth,alexander srloth,atletico madrid,1995,1995,25000000,238407,1995-12-05,29,fuzzy_global(96.96969696969697)
alfon,es ESP,"FW,MF",Celta Vigo,25,1999,15.2,5,2,4.6,2.6,46,19,263,377,69.76,8,3,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,alfon,alfon,celta vigo,1999,1999,5000000,357628,1999-05-04,26,fuzzy_global(100.0)
alfonso espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,0,1,0.4,0.6,10,2,365,491,74.34,41,24,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,alfonso espino,alfonso espino,rayo vallecano,1992,1992,1200000,311044,1992-01-05,33,key+birth_year
alfonso pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,0,2,0.5,1.4,5,2,157,213,73.71,3,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alfonso pedraza,alfonso pedraza,villarreal,1996,1996,2500000,356197,1996-04-09,29,first+last+birth_year
allan nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,1,2,0.5,0.3,9,4,280,352,79.55,18,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,allan nyom,allan nyom,getafe,1988,1988,300000,111508,1988-05-10,37,first+last+birth_year
alvaro aguado,es ESP,MF,Espanyol,28,1996,4.9,0,1,0.6,0.6,10,1,193,248,77.82,5,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alvaro aguado,alvaro aguado,espanyol,1996,1996,1800000,449496,1996-05-01,29,first+last+birth_year
alvaro djalo,gw GNB,FW,Athletic Club,24,1999,7.3,1,0,0.8,0.9,15,3,85,128,66.41,8,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,alvaro djalo,alvaro djalo,athletic club,1999,1999,5000000,671649,1999-08-16,25,key+birth_year
alvaro fernandez,es ESP,GK,Sevilla,26,1998,8.3,0,0,0.0,0.1,0,0,212,324,65.43,0,0,0,0,16.0,1.93,36.0,20.0,61.1,3.0,37.5,2.0,2.0,0.0,0.0,11.0,0.25,-5.0,-0.61,37.0,142.0,26.1,277.0,32.0,39.7,34.3,7.0,6.7,14.0,1.69,16.5,True,26.0,alvaro fernandez,alvaro fernandez,sevilla,1998,1998,2000000,453704,1998-04-13,27,first+last+birth_year
alvaro garcia,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,4,5,7.6,5.0,71,26,543,841,64.57,33,24,31,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,alvaro garcia,alvaro garcia,rayo vallecano,1992,1992,2000000,257062,1992-10-27,32,key+birth_year
alvaro odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,0,0,0.0,0.0,0,0,22,30,73.33,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alvaro odriozola,alvaro odriozola,real sociedad,1995,1995,1000000,280730,1995-12-14,29,key+birth_year
alvaro pascual,es ESP,FW,Sevilla,22,2002,4.5,1,0,1.1,0.0,11,4,48,74,64.86,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,alvaro pascual,alvaro pascual,sevilla,2002,2002,1000000,1305792,2002-07-21,22,first+last+birth_year
alvaro rodriguez,uy URU,FW,Getafe,20,2004,9.5,2,0,1.2,0.3,25,10,110,239,46.03,10,7,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alvaro rodriguez,alvaro rodriguez,getafe,2004,2004,2500000,948275,2004-07-14,20,first+last+birth_year
alvaro tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,1,4,0.6,2.9,17,4,453,626,72.36,14,4,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alvaro tejero,alvaro tejero,espanyol,1996,1996,1800000,290273,1996-07-20,28,first+last+birth_year
amath,sn SEN,"FW,DF",Valladolid,28,1996,4.2,0,1,0.4,0.5,5,1,86,112,76.79,2,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,amath,amath,valladolid,1996,1996,900000,339820,1996-07-16,28,fuzzy_global(100.0)
anastasios douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,3,1,4.4,0.2,17,9,76,107,71.03,9,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,anastasios douvikas,anastasios douvikas,celta vigo,1999,1999,10000000,523318,1999-08-02,25,first+last+birth_year
ander barrenetxea,es ESP,"MF,FW",Real Sociedad,22,2001,14.0,1,3,1.6,1.9,25,8,375,529,70.89,26,19,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ander barrenetxea,ander barrenetxea,real sociedad,2001,2001,15000000,616369,2001-12-27,23,key+birth_year
ander guevara,es ESP,MF,Alavés,27,1997,21.6,0,1,0.9,0.6,12,3,762,995,76.58,49,30,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,ander guevara,ander guevara,alaves,1997,1997,3500000,465967,1997-07-07,27,first+last+birth_year
ander herrera,es ESP,MF,Athletic Club,34,1989,3.0,0,0,1.7,0.1,7,3,181,200,90.5,8,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ander herrera,ander herrera,athletic club,1989,1989,800000,99343,1989-08-14,35,key+birth_year
andoni gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,0,2,0.3,1.8,2,1,736,884,83.26,47,28,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,andoni gorosabel,andoni gorosabel,athletic club,1996,1996,5000000,289255,1996-08-04,28,key+birth_year
andre ferreira,pt POR,GK,Valladolid,28,1996,6.0,0,0,0.0,0.0,0,0,138,195,70.77,0,0,0,0,20.0,3.33,39.0,19.0,56.4,0.0,0.0,3.0,3.0,0.0,0.0,15.3,0.35,-4.7,-0.79,30.0,83.0,36.1,138.0,26.0,37.0,33.8,4.0,4.3,3.0,0.5,10.4,True,28.0,andre ferreira,andre ferreira,valladolid,1996,1996,700000,290346,1996-05-29,29,first+last+birth_year
andreas christensen,dk DEN,DF,Barcelona,28,1996,2.8,0,0,0.0,0.0,1,0,202,220,91.82,6,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,andreas christensen,andreas christensen,barcelona,1996,1996,12000000,196948,1996-04-10,29,first+last+birth_year
andrei ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,2,3,1.8,5.7,31,7,1435,1759,81.58,71,41,45,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,andrei ratiu,andrei ratiu,rayo vallecano,1998,1998,12000000,527966,1998-06-20,27,key+birth_year
andriy lunin,ua UKR,GK,Real Madrid,25,1999,7.0,0,1,0.0,0.9,0,0,174,202,86.14,1,0,0,0,7.0,1.0,20.0,13.0,65.0,4.0,57.1,0.0,0.0,0.0,0.0,6.4,0.32,-0.6,-0.09,21.0,42.0,50.0,155.0,29.0,20.0,26.9,2.0,3.3,12.0,1.71,14.9,True,25.0,andriy lunin,andriy lunin,real madrid,1999,1999,18000000,404839,1999-02-11,26,first+last+birth_year
andy pelmard,mg MAD,DF,Las Palmas,24,2000,2.3,0,0,0.0,0.0,1,0,98,115,85.22,5,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,andy pelmard,andy pelmard,las palmas,2000,2000,2000000,494236,2000-03-12,25,first+last+birth_year
angel correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,8.9,4,1,4.5,2.1,34,14,206,280,73.57,9,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,angel correa,angel correa,atletico madrid,1995,1995,10000000,266807,1995-03-09,30,first+last+birth_year
angel ortiz,es ESP,DF,Betis,20,2004,3.9,0,1,0.0,0.1,2,0,167,225,74.22,12,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,angel ortiz,angel ortiz,betis,2004,2004,2500000,933908,2004-07-25,20,first+last+birth_year
ansu fati,es ESP,FW,Barcelona,21,2002,2.6,0,0,1.0,0.2,12,5,104,125,83.2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,ansu fati,ansu fati,barcelona,2002,2002,5000000,466810,2002-10-31,22,first+last+birth_year
ante budimir,hr CRO,FW,Osasuna,33,1991,32.8,21,4,18.3,1.7,91,29,239,426,56.1,20,9,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,ante budimir,ante budimir,osasuna,1991,1991,5000000,46413,1991-07-22,33,key+birth_year
antoine griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,8,7,7.4,7.1,48,17,1094,1463,74.78,30,17,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,antoine griezmann,antoine griezmann,atletico madrid,1991,1991,18000000,125781,1991-03-21,34,first+last+birth_year
antonio blanco,es ESP,MF,Alavés,24,2000,30.3,0,1,0.8,1.6,25,3,1013,1278,79.26,67,40,30,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,antonio blanco,antonio blanco,alaves,2000,2000,10000000,495621,2000-07-23,24,first+last+birth_year
antonio candela,it ITA,DF,Valladolid,24,2000,10.1,0,0,0.0,0.8,1,0,342,443,77.2,9,6,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,antonio candela,antonio candela,valladolid,2000,2000,1800000,392881,2000-04-27,25,first+last+birth_year
antonio raillo,es ESP,DF,Mallorca,32,1991,35.6,2,0,2.0,1.6,35,8,1572,1773,88.66,31,18,51,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,antonio raillo,antonio raillo,mallorca,1991,1991,1800000,278296,1991-10-08,33,first+last+birth_year
antonio rudiger,de GER,DF,Real Madrid,31,1993,25.5,0,0,1.7,0.5,24,4,1706,1858,91.82,20,13,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,antonio rudiger,antonio rudiger,real madrid,1993,1993,20000000,86202,1993-03-03,32,first+last+birth_year
antonio sanchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,0,0,1.1,0.6,17,2,391,537,72.81,28,16,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,antonio sanchez,antonio sanchez,mallorca,1997,1997,2500000,513031,1997-04-22,28,first+last+birth_year
antonio sivera,es ESP,GK,Alavés,27,1996,31.2,0,0,0.0,0.1,0,0,521,967,53.88,2,1,1,0,39.0,1.25,112.0,75.0,73.2,8.0,25.0,9.0,9.0,0.0,0.0,39.0,0.28,2.0,0.06,297.0,724.0,41.0,735.0,70.0,71.8,47.7,30.0,6.6,29.0,0.93,12.7,True,27.0,antonio sivera,antonio sivera,alaves,1996,1996,6000000,298197,1996-08-11,28,first+last+birth_year
antoniu,es ESP,"FW,MF",Espanyol,21,2002,11.4,0,1,0.9,1.1,10,4,148,221,66.97,21,10,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,antoniu,antoniu,espanyol,2002,2002,1800000,834744,2002-09-05,22,fuzzy_global(100.0)
antony,br BRA,FW,Betis,24,2000,15.1,5,2,2.9,3.5,43,17,622,768,80.99,25,11,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,antony,antony,betis,2000,2000,35000000,602105,2000-02-24,25,first+last+birth_year
anuar,ma MAR,"MF,FW",Valladolid,29,1995,19.1,2,0,1.7,1.2,11,5,411,505,81.39,38,27,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,anuar,anuar,valladolid,1995,1995,900000,327126,1995-01-15,30,first+last+birth_year
arda guler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,3,4,3.3,4.5,39,16,763,886,86.12,30,16,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,arda guler,arda guler,real madrid,2005,2005,45000000,861410,2005-02-25,20,first+last+birth_year
aridane hernandez,es ESP,DF,Rayo Vallecano,35,1989,11.4,0,0,0.9,0.0,8,2,463,527,87.86,13,11,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,aridane hernandez,aridane hernandez,rayo vallecano,1989,1989,300000,82503,1989-03-23,36,key+birth_year
