Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
akil watts,us USA,"MF,DF",St. Louis,0.0,2000,15.8,1,0,1.5,1.0,16,6,395,550,71.82,33,20,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,akil watts,akil watts,st louis,2000,2000,600000,532098,2000-02-04,25,first+last+birth_year
alan carleton,us USA,"MF,FW",Nashville SC,0.0,2005,0.4,0,0,0.0,0.0,0,0,21,23,91.3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan carleton,alan carleton,nashville sc,2005,2005,,,nan,,
alan montes,mx MEX,DF,Sporting KC,0.0,2000,5.1,0,0,0.9,0.1,8,2,316,353,89.52,3,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan montes,alan montes,sporting kc,2000,2000,3000000,796063,2000-10-26,24,first+last+birth_year
albert rusnak,sk SVK,"MF,FW",Seattle Sounders,0.0,1994,23.9,11,8,8.6,7.2,57,23,1022,1267,80.66,13,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,albert rusnak,albert rusnak,seattle sounders,1994,1994,3500000,43228,1994-07-07,31,first+last+birth_year
alec smir,us USA,GK,Minnesota Utd,0.0,1999,1.8,0,0,0.0,0.0,0,0,22,51,43.14,0,0,0,0,3.0,1.68,9.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.35,0.0,-0.01,10.0,38.0,26.3,40.0,3.0,70.0,50.3,0.0,0.0,2.0,1.12,17.2,True,0.0,alec smir,alec smir,minnesota utd,1999,1999,150000,509599,1999-04-13,26,first+last+birth_year
alejandro alvarado jr.,us USA,MF,San Diego FC,0.0,2003,5.4,0,0,0.3,0.2,6,3,315,359,87.74,24,12,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro alvarado jr,alejandro jr,san diego fc,2003,2003,200000,763798,2003-07-29,22,fuzzy_club(100.0)
alejandro bedoya,us USA,"MF,DF",Philadelphia Union,0.0,1987,8.3,1,1,1.5,1.3,13,3,295,405,72.84,22,17,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro bedoya,alejandro bedoya,philadelphia union,1987,1987,100000,111783,1987-04-29,38,key+birth_year
aleksei miranchuk,ru RUS,"MF,FW",Atlanta Utd,0.0,1995,30.5,6,3,4.6,6.0,66,21,1135,1453,78.11,24,15,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aleksei miranchuk,aleksei miranchuk,atlanta utd,1995,1995,9000000,255450,1995-10-17,30,fuzzy_global(94.11764705882354)
alex freeman,us USA,DF,Orlando City,0.0,2004,27.3,6,3,5.6,5.2,46,15,1057,1301,81.25,42,27,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex freeman,alex freeman,orlando city,2004,2004,2000000,985806,2004-08-09,21,first+last+birth_year
alex harris,us USA,"MF,FW",Colorado Rapids,0.0,2005,0.5,0,0,0.0,0.0,0,0,10,14,71.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex harris,alex harris,colorado rapids,2005,2005,50000,1356045,2005-02-16,20,key+birth_year
alex mighten,eng ENG,FW,San Diego FC,0.0,2002,11.7,1,0,2.1,0.8,22,7,188,244,77.05,8,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex mighten,alex mighten,san diego fc,2002,2002,700000,503988,2002-04-11,23,key+birth_year
alex muyl,us USA,"MF,FW",Nashville SC,0.0,1995,24.8,1,4,3.7,2.0,32,16,511,681,75.04,36,21,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex muyl,alex muyl,nashville sc,1995,1995,1800000,413690,1995-09-30,30,key+birth_year
alex roldan,sv SLV,"DF,MF",Seattle Sounders,0.0,1996,23.5,0,2,1.2,3.4,27,8,1332,1577,84.46,43,35,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex roldan,alex roldan,seattle sounders,1996,1996,4000000,562560,1996-07-28,29,first+last+birth_year
alexander hack,de GER,DF,NY Red Bulls,0.0,1993,16.1,1,0,1.2,0.5,10,5,986,1239,79.58,35,23,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexander hack,alexander hack,ny red bulls,1993,1993,1000000,126281,1993-09-08,32,first+last+birth_year
alexandros katranis,gr GRE,DF,Real Salt Lake,0.0,1998,20.4,1,3,2.1,3.1,27,7,776,1087,71.39,25,13,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexandros katranis,alexandros katranis,real salt lake,1998,1998,1000000,324341,1998-05-04,27,first+last+birth_year
alexandru baluta,ro ROU,"MF,FW",LAFC,0.0,1993,0.2,0,0,0.5,0.0,2,1,5,5,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexandru baluta,alexandru baluta,lafc,1993,1993,900000,212746,1993-09-13,32,first+last+birth_year
alexis manyoma,co COL,"FW,MF",Colorado Rapids,0.0,2003,0.5,0,0,0.1,0.1,2,0,19,27,70.37,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis manyoma,alexis manyoma,colorado rapids,2003,2003,1500000,908293,2003-01-30,22,key+birth_year
alfredo morales,us USA,MF,St. Louis,0.0,1990,12.2,0,2,0.2,1.7,6,0,495,594,83.33,23,7,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alfredo morales,alfredo morales,st louis,1990,1990,100000,58500,1990-05-12,35,first+last+birth_year
alhassan yusuf,ng NGA,MF,NE Revolution,0.0,2000,32.6,2,1,2.1,2.3,25,6,1627,1855,87.71,74,44,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alhassan yusuf,alhassan yusuf,ne revolution,2000,2000,3000000,600481,2000-07-18,25,first+last+birth_year
ali ahmed,ca CAN,FW,Vancouver W'caps,0.0,2000,14.3,0,8,2.1,4.8,25,9,553,686,80.61,17,10,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ali ahmed,ali ahmed,vancouver w caps,2000,2000,3500000,995642,2000-10-10,25,first+last+birth_year
alisa randell,lr LBR,"MF,DF",Minnesota Utd,0.0,2007,0.7,0,0,0.0,0.0,0,0,6,7,85.71,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alisa randell,alisa randell,minnesota utd,2007,2007,,,nan,,
aliyu ibrahim,ng NGA,"MF,FW",Houston Dynamo,0.0,2002,2.0,0,0,0.3,0.0,2,1,48,72,66.67,8,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aliyu ibrahim,aliyu ibrahim,houston dynamo,2002,2002,2000000,647958,2002-01-16,23,fuzzy_global(100.0)
aljaz ivacic,si SVN,GK,NE Revolution,0.0,1993,24.0,0,0,0.0,0.0,0,0,435,640,67.97,0,0,0,0,35.0,1.46,101.0,66.0,69.3,8.0,33.3,4.0,4.0,0.0,0.0,31.3,0.29,-3.7,-0.15,83.0,277.0,30.0,438.0,57.0,39.5,35.7,9.0,3.1,11.0,0.46,11.2,True,0.0,aljaz ivacic,aljaz ivacic,ne revolution,1993,1993,,,nan,,
allan oyirwoth,ug UGA,MF,NE Revolution,0.0,2007,3.2,0,0,0.1,0.1,5,1,135,164,82.32,6,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,allan oyirwoth,allan oyirwoth,ne revolution,2007,2007,100000,1202417,2007-01-23,18,first+last+birth_year
allen obando,ec ECU,FW,Inter Miami,0.0,2006,1.7,1,0,0.6,0.0,2,1,23,32,71.88,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,allen obando,allen obando,inter miami,2006,2006,1500000,1050373,2006-06-13,19,first+last+birth_year
alonso coello,es ESP,MF,Toronto FC,0.0,1999,24.1,1,0,0.7,2.2,13,5,1279,1540,83.05,76,40,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alonso coello,alonso coello,toronto fc,1999,1999,800000,1001938,1999-10-12,26,key+birth_year
alonso martinez,cr CRC,FW,NYCFC,0.0,1998,27.7,17,1,20.9,2.3,95,41,262,368,71.2,12,5,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alonso martinez,alonso martinez,nycfc,1998,1998,6000000,479870,1998-10-15,27,first+last+birth_year
alvaro ribeiro,pt POR,DF,FC Dallas,0.0,2005,4.1,0,0,0.2,0.0,2,1,105,120,87.5,8,6,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvaro ribeiro,alvaro ribeiro,fc dallas,2005,2005,,,nan,,
alvas powell,jm JAM,DF,FC Cincinnati,0.0,1994,9.6,0,0,0.2,0.0,4,3,407,515,79.03,24,15,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvas powell,alvas powell,fc cincinnati,1994,1994,400000,189772,1994-07-18,31,key+birth_year
amahl pellegrino,no NOR,FW,San Diego FC,0.0,1990,3.6,3,3,3.2,0.5,12,5,57,76,75.0,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,amahl pellegrino,amahl pellegrino,san diego fc,1990,1990,300000,218278,1990-06-18,35,key+birth_year
amar sejdic,us USA,MF,Columbus Crew,0.0,1996,3.8,0,0,0.1,0.3,3,0,263,300,87.67,10,10,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,amar sejdic,amar sejdic,columbus crew,1996,1996,400000,424993,1996-11-29,28,key+birth_year
amine bassi,fr FRA,"MF,FW",Houston Dynamo,0.0,1997,19.4,2,3,2.1,3.9,17,4,922,1059,87.06,21,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,amine bassi,amine bassi,houston dynamo,1997,1997,3500000,506009,1997-11-27,27,first+last+birth_year
anders dreyer,dk DEN,FW,San Diego FC,0.0,1998,33.5,19,17,17.0,11.8,100,43,1189,1570,75.73,15,10,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anders dreyer,anders dreyer,san diego fc,1998,1998,12000000,342389,1998-05-02,27,key+birth_year
anderson julio,ec ECU,"FW,MF",FC Dallas,0.0,1996,17.5,6,1,4.9,2.2,36,17,233,314,74.2,14,9,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anderson julio,anderson julio,fc dallas,1996,1996,3000000,310640,1996-05-31,29,key+birth_year
anderson rosa,br BRA,DF,Colorado Rapids,0.0,2001,0.3,0,0,0.0,0.0,0,0,14,18,77.78,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anderson rosa,anderson rosa,colorado rapids,2001,2001,,,nan,,
andre blake,jm JAM,GK,Philadelphia Union,0.0,1990,20.3,0,0,0.0,0.0,0,0,398,544,73.16,0,0,0,0,17.0,0.84,64.0,47.0,76.6,8.0,38.1,2.0,2.0,0.0,0.0,21.5,0.31,4.5,0.22,101.0,218.0,46.3,446.0,60.0,37.2,33.6,9.0,4.2,29.0,1.43,18.1,True,0.0,andre blake,andre blake,philadelphia union,1990,1990,500000,244149,1990-11-21,34,key+birth_year
andre franco,pt POR,MF,Chicago Fire,0.0,1998,4.4,0,4,0.1,1.8,5,1,257,314,81.85,6,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre franco,andre franco,chicago fire,1998,1998,2500000,448470,1998-04-12,27,first+last+birth_year
andreas maxs,dk DEN,DF,Colorado Rapids,0.0,1994,32.0,1,0,1.2,0.9,9,2,1135,1283,88.46,18,10,41,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andreas maxs,andreas maxs,colorado rapids,1994,1994,1800000,253206,1994-03-18,31,fuzzy_club(96.0)
andres cubas,py PAR,MF,Vancouver W'caps,0.0,1996,22.0,0,0,0.4,0.3,8,1,1004,1125,89.24,66,45,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andres cubas,andres cubas,vancouver w caps,1996,1996,4000000,323872,1996-05-22,29,first+last+birth_year
andres perea,us USA,"MF,FW",NYCFC,0.0,2000,18.5,3,1,3.1,1.2,31,10,614,766,80.16,47,27,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andres perea,andres perea,nycfc,2000,2000,2000000,491536,2000-11-14,24,first+last+birth_year
andres reyes,co COL,DF,San Diego FC,0.0,1999,0.5,0,0,0.0,0.0,0,0,45,46,97.83,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andres reyes,andres reyes,san diego fc,1999,1999,1500000,582995,1999-09-08,26,key+birth_year
andrew brody,us USA,DF,Sporting KC,0.0,1995,5.5,0,0,0.2,0.9,1,0,222,247,89.88,9,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andrew brody,andrew brody,sporting kc,1995,1995,1200000,415663,1995-05-03,30,first+last+birth_year
andrew farrell,us USA,"MF,DF",NE Revolution,0.0,1992,0.3,0,0,0.0,0.1,0,0,9,11,81.82,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andrew farrell,andrew farrell,ne revolution,1992,1992,200000,253616,1992-04-02,33,first+last+birth_year
andrew gutman,us USA,DF,Chicago Fire,0.0,1996,31.8,3,8,3.3,4.6,38,8,1142,1439,79.36,58,35,31,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andrew gutman,andrew gutman,chicago fire,1996,1996,1000000,638408,1996-10-02,29,first+last+birth_year
andrew moran,ie IRL,"MF,FW",LAFC,0.0,2003,3.5,1,1,0.5,1.2,7,3,140,164,85.37,9,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andrew moran,andrew moran,lafc,2003,2003,3500000,724537,2003-10-15,22,first+last+birth_year
andrew privett,us USA,DF,Charlotte,0.0,2000,20.0,1,0,0.5,0.1,3,1,1101,1231,89.44,26,18,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andrew privett,andrew privett,charlotte,2000,2000,1200000,1112735,2000-08-02,25,first+last+birth_year
andrew rick,us USA,GK,Philadelphia Union,0.0,2006,13.7,0,0,0.0,0.0,0,0,196,353,55.52,1,1,0,0,18.0,1.31,41.0,23.0,63.4,6.0,46.2,3.0,3.0,0.0,0.0,16.9,0.37,-1.1,-0.08,76.0,220.0,34.5,245.0,32.0,57.6,40.4,3.0,2.0,10.0,0.73,14.4,True,0.0,andrew rick,andrew rick,philadelphia union,2006,2006,250000,1006612,2006-01-30,19,key+birth_year
andrew tarbell,us USA,GK,Houston Dynamo,0.0,1993,3.4,0,0,0.0,0.0,0,0,70,97,72.16,0,0,0,0,7.0,2.06,15.0,8.0,53.3,1.0,25.0,0.0,0.0,0.0,0.0,6.1,0.41,-0.9,-0.27,12.0,33.0,36.4,84.0,15.0,32.1,30.9,1.0,3.2,4.0,1.18,20.3,True,0.0,andrew tarbell,andrew tarbell,houston dynamo,1993,1993,150000,417349,1993-10-07,32,first+last+birth_year
andrew thomas,ru RUS,GK,Seattle Sounders,0.0,1998,8.0,0,0,0.0,0.0,0,0,150,199,75.38,0,0,1,0,17.0,2.12,45.0,29.0,71.1,1.0,12.5,4.0,4.0,0.0,0.0,14.9,0.27,-1.1,-0.14,11.0,55.0,20.0,147.0,42.0,27.9,30.6,9.0,8.5,2.0,0.25,10.2,True,0.0,andrew thomas,andrew thomas,seattle sounders,1998,1998,400000,635673,1998-09-01,27,first+last+birth_year
andy batioja,co COL,FW,Houston Dynamo,0.0,2006,0.1,0,0,0.0,0.0,0,0,4,5,80.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andy batioja,andy batioja,houston dynamo,2006,2006,,,nan,,
andy najar,hn HON,DF,Nashville SC,0.0,1993,28.2,2,7,0.9,4.5,17,8,1556,1893,82.2,57,33,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andy najar,andy najar,nashville sc,1993,1993,400000,145838,1993-03-16,32,key+birth_year
anibal godoy,pa PAN,MF,San Diego FC,0.0,1990,19.1,1,1,1.4,0.6,17,6,1431,1569,91.2,28,13,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anibal godoy,anibal godoy,san diego fc,1990,1990,150000,161671,1990-02-10,35,key+birth_year
anisse saidi,tn TUN,MF,San Diego FC,0.0,2008,0.1,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anisse saidi,anisse saidi,san diego fc,2008,2008,350000,1073378,2008-06-20,17,key+birth_year
anthony markanich,ph PHI,DF,Minnesota Utd,0.0,1999,21.1,9,1,5.1,2.6,30,10,462,623,74.16,56,28,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anthony markanich,anthony markanich,minnesota utd,1999,1999,1000000,972467,1999-12-26,25,fuzzy_global(100.0)
anthony ramirez,us USA,MF,FC Dallas,0.0,2005,0.0,0,0,0.0,0.1,0,0,8,8,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anthony ramirez,anthony ramirez,fc dallas,2005,2005,50000,830609,2005-12-22,19,key+birth_year
antino lopez,us USA,MF,Seattle Sounders,0.0,2002,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antino lopez,antino lopez,seattle sounders,2002,2002,,,nan,,
antoine coupland,ca CAN,FW,Vancouver W'caps,0.0,2003,0.2,1,0,0.0,0.0,1,1,3,4,75.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antoine coupland,antoine coupland,vancouver w caps,2003,2003,,,nan,,
antonio carlos,br BRA,DF,Houston Dynamo,0.0,1993,6.7,1,0,0.4,0.3,8,2,339,378,89.68,5,4,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antonio carlos,antonio carlos,houston dynamo,1993,1993,700000,207446,1993-03-07,32,first+last+birth_year
antony,br BRA,"FW,MF",Portland Timbers,0.0,2001,24.5,7,5,7.9,2.7,63,28,734,955,76.86,48,27,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antony,antony,portland timbers,2001,2001,5000000,798687,2001-09-08,24,key+birth_year
archie goodwin,au AUS,"MF,FW",Charlotte,0.0,2004,0.4,0,0,0.0,0.1,0,0,6,10,60.0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,archie goodwin,archie goodwin,charlotte,2004,2004,750000,865590,2004-11-07,20,first+last+birth_year
ariath piol,au AUS,"FW,MF",Real Salt Lake,0.0,2004,10.0,1,1,1.6,0.3,13,2,115,148,77.7,3,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ariath piol,ariath piol,real salt lake,2004,2004,500000,1109953,2004-10-11,21,first+last+birth_year
ariel lassiter,cr CRC,"MF,FW",Portland Timbers,0.0,1994,5.9,0,1,0.3,0.6,9,3,166,233,71.24,1,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ariel lassiter,ariel lassiter,portland timbers,1994,1994,600000,329713,1994-09-27,31,key+birth_year
artem smoliakov,ua UKR,"DF,MF",LAFC,0.0,2003,12.5,1,3,0.7,3.2,12,4,577,702,82.19,18,10,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,artem smoliakov,artem smoliakov,lafc,2003,2003,1800000,962090,2003-05-29,22,fuzzy_global(93.33333333333333)
artur,br BRA,MF,Houston Dynamo,0.0,1996,31.7,1,0,0.4,0.3,11,2,1713,1951,87.8,57,31,35,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,artur,artur,houston dynamo,1996,1996,3000000,435488,1996-03-11,29,first+last+birth_year
ashley westwood,eng ENG,MF,Charlotte,0.0,1990,32.0,1,4,1.6,3.4,16,3,1616,1956,82.62,34,22,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ashley westwood,ashley westwood,charlotte,1990,1990,400000,91317,1990-04-01,35,first+last+birth_year
ayoub jabbari,ma MAR,"FW,DF",FC Cincinnati,0.0,2000,1.3,0,0,0.2,0.1,3,1,19,27,70.37,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ayoub jabbari,ayoub jabbari,fc cincinnati,2000,2000,400000,794116,2000-01-30,25,key+birth_year
aziel jackson,us USA,"MF,FW",Columbus Crew,0.0,2001,8.1,2,1,2.6,0.3,25,9,271,303,89.44,10,5,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aziel jackson,aziel jackson,columbus crew,2001,2001,,,nan,,
baltasar rodriguez,ar ARG,"MF,FW",Inter Miami,0.0,2003,6.8,3,3,2.2,0.5,16,7,314,351,89.46,15,11,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,baltasar rodriguez,baltasar rodriguez,inter miami,2003,2003,4500000,1015246,2003-07-09,22,first+last+birth_year
bartosz slisz,pl POL,MF,Atlanta Utd,0.0,1999,25.5,2,1,1.8,1.5,24,8,1439,1630,88.28,49,32,36,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bartosz slisz,bartosz slisz,atlanta utd,1999,1999,4000000,382429,1999-03-29,26,first+last+birth_year
baye coulibaly,ml MLI,MF,Charlotte,0.0,2006,0.1,0,0,0.0,0.0,0,0,2,3,66.67,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,baye coulibaly,baye coulibaly,charlotte,2006,2006,,,nan,,
