Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
alex balboa,gq EQG,MF,Almere City,23,2001,4.5,1,0,0.3,0.1,8,1,87,124,70.16,7,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,alex balboa,alex balboa,almere city,2001,2001.0,,,nan,,
alex carbonell,es ESP,MF,Almere City,26,1997,2.6,0,0,0.1,0.6,1,0,181,221,81.9,7,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,alex carbonell,alex carbonell,almere city,1997,1997.0,,,nan,,
alex mortensen,se SWE,"FW,MF",Groningen,22,2002,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,alex mortensen,alex mortensen,groningen,2002,2002.0,,,nan,,
alexander jakobsen,eg EGY,"FW,MF",RKC Waalwijk,30,1994,0.8,0,0,0.0,0.0,1,0,22,35,62.86,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,alexander jakobsen,alexander jakobsen,rkc waalwijk,1994,1994.0,,,nan,,
alexandre penetra,pt POR,DF,AZ Alkmaar,22,2001,28.8,0,0,1.2,0.9,16,5,1791,2002,89.46,22,15,28,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,alexandre penetra,alexandre penetra,az alkmaar,2001,2001.0,9000000,479643,2001-09-09,24,key+birth_year
ali jasim,iq IRQ,"FW,MF",Almere City,20,2004,4.9,1,0,0.8,1.4,11,3,173,209,82.78,8,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,ali jasim,ali jasim,almere city,2004,2004.0,,,nan,,
alireza jahanbakhsh,ir IRN,"FW,MF",Heerenveen,30,1993,16.1,3,2,3.5,3.5,42,10,478,753,63.48,31,17,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,alireza jahanbakhsh,alireza jahanbakhsh,heerenveen,1993,1993.0,,,nan,,
alonzo engwanda,be BEL,MF,Utrecht,21,2003,14.1,0,0,0.1,0.3,5,0,423,505,83.76,45,32,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,alonzo engwanda,alonzo engwanda,utrecht,2003,2003.0,5000000,565436,2003-01-27,22,first+last+birth_year
amar ahmed,se SWE,"FW,MF",Willem II,20,2004,7.8,1,0,0.7,0.9,14,5,180,255,70.59,11,4,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,amar ahmed,amar ahmed,willem ii,2004,2004.0,,,nan,,
amara conde,de GER,MF,Heerenveen,27,1997,8.2,0,1,0.1,0.3,3,0,310,371,83.56,28,21,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,amara conde,amara conde,heerenveen,1997,1997.0,,,nan,,
amine lachkar,nl NED,MF,Willem II,21,2003,19.3,0,0,0.8,0.2,12,4,795,917,86.7,57,34,42,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,amine lachkar,amine lachkar,willem ii,2003,2003.0,,,nan,,
anas tahiri,be BEL,MF,Almere City,29,1995,19.6,0,1,0.3,0.4,7,1,811,918,88.34,27,14,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,anas tahiri,anas tahiri,almere city,1995,1995.0,,,nan,,
anass salah-eddine,nl NED,DF,Twente,22,2002,14.2,2,2,0.7,1.4,11,6,734,875,83.89,33,19,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,anass salah eddine,anass eddine,twente,2002,2002.0,8000000,485584,2002-01-18,23,first+last+birth_year
andries noppert,nl NED,GK,Heerenveen,30,1994,15.2,0,0,0.0,0.0,0,0,443,634,69.87,0,0,0,0,24.0,1.58,67.0,44.0,65.7,3.0,18.8,1.0,1.0,0.0,0.0,24.3,0.36,1.3,0.09,65.0,227.0,28.6,539.0,58.0,31.2,31.3,13.0,6.8,24.0,1.58,15.3,True,30.0,andries noppert,andries noppert,heerenveen,1994,1994.0,650000,276853,1994-04-07,31,first+last+birth_year
anis hadj moussa,dz ALG,"FW,MF",Feyenoord,22,2002,21.9,8,3,3.2,5.0,53,20,534,787,67.85,29,19,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,anis hadj moussa,anis moussa,feyenoord,2002,2002.0,20000000,917911,2002-02-11,23,key+birth_year
anouar el azzouzi,nl NED,"MF,DF",Zwolle,23,2001,32.0,1,0,3.3,1.0,36,5,1617,1887,85.69,93,54,31,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,anouar el azzouzi,anouar azzouzi,zwolle,2001,2001.0,,,nan,,
anselmo garcia macnulty,ie IRL,DF,Zwolle,21,2003,34.0,1,0,2.4,0.7,22,5,1723,2019,85.34,36,18,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,anselmo garcia macnulty,anselmo macnulty,zwolle,2003,2003.0,1500000,631904,2003-02-19,22,first+last+birth_year
ante erceg,hr CRO,"FW,MF",Fortuna Sittard,34,1989,3.2,0,0,1.2,0.0,5,2,49,67,73.13,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ante erceg,ante erceg,fortuna sittard,1989,1989.0,,,nan,,
anthony descotte,be BEL,"FW,MF",Utrecht,20,2003,4.4,2,0,1.8,0.6,10,3,80,104,76.92,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,anthony descotte,anthony descotte,utrecht,2003,2003.0,650000,565434,2003-08-03,22,first+last+birth_year
anton gaaei,dk DEN,DF,Ajax,21,2002,19.8,3,4,1.7,4.3,20,8,933,1199,77.81,31,18,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,anton gaaei,anton gaaei,ajax,2002,2002.0,7000000,701055,2002-11-19,22,first+last+birth_year
antoni milambo,nl NED,MF,Feyenoord,19,2005,22.0,3,5,2.0,1.7,34,8,566,680,83.24,39,27,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,antoni milambo,antoni milambo,feyenoord,2005,2005.0,,,nan,,
apostolos vellios,gr GRE,FW,Zwolle,32,1992,0.1,0,0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,apostolos vellios,apostolos vellios,zwolle,1992,1992.0,,,nan,,
argyrios darelas,gr GRE,"MF,FW",NEC Nijmegen,20,2003,0.5,0,0,0.0,0.0,0,0,13,17,76.47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,argyrios darelas,argyrios darelas,nec nijmegen,2003,2003.0,250000,814533,2003-10-16,22,fuzzy_club(96.7741935483871)
armando obispo,cw CUW,DF,PSV Eindhoven,25,1999,4.7,1,0,0.4,0.0,4,3,329,373,88.2,2,1,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,armando obispo,armando obispo,psv eindhoven,1999,1999.0,3000000,339337,1999-03-05,26,key+birth_year
arno verschueren,be BEL,MF,Sparta R'dam,27,1997,18.4,1,2,3.4,2.3,42,10,357,520,68.65,36,18,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,arno verschueren,arno verschueren,sparta r dam,1997,1997.0,1500000,250591,1997-04-08,28,first+last+birth_year
aske adelgaard,dk DEN,DF,Go Ahead Eag,20,2003,13.6,0,1,0.3,1.3,5,1,512,676,75.74,21,13,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,aske adelgaard,aske adelgaard,go ahead eag,2003,2003.0,850000,656132,2003-11-10,21,first+last+birth_year
ayase ueda,jp JPN,FW,Feyenoord,25,1998,13.4,7,1,7.2,0.9,40,15,137,180,76.11,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,ayase ueda,ayase ueda,feyenoord,1998,1998.0,10000000,589128,1998-08-28,27,key+birth_year
aymen sliti,nl NED,"FW,MF",Feyenoord,18,2006,1.0,1,0,0.4,0.3,4,3,17,24,70.83,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,aymen sliti,aymen sliti,feyenoord,2006,2006.0,1500000,775257,2006-03-24,19,key+birth_year
ayoub oufkir,nl NED,"FW,DF",Sparta R'dam,18,2006,0.5,0,1,0.1,0.2,1,0,16,31,51.61,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,ayoub oufkir,ayoub oufkir,sparta r dam,2006,2006.0,750000,1078350,2006-01-04,19,first+last+birth_year
baptiste guillaume,be BEL,"FW,MF",Almere City,29,1995,4.9,1,0,1.1,0.4,11,4,71,136,52.21,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,baptiste guillaume,baptiste guillaume,almere city,1995,1995.0,,,nan,,
bart nieuwkoop,nl NED,"DF,MF",Feyenoord,28,1996,5.2,0,1,0.7,0.5,4,4,147,200,73.5,14,10,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,bart nieuwkoop,bart nieuwkoop,feyenoord,1996,1996.0,2000000,257987,1996-03-07,29,key+birth_year
bart van rooij,nl NED,DF,Twente,23,2001,31.7,1,4,1.2,3.6,21,6,1549,1962,78.95,65,43,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,bart van rooij,bart rooij,twente,2001,2001.0,6000000,547499,2001-05-26,24,first+last+birth_year
bas kuipers,nl NED,DF,Twente,29,1994,19.2,3,3,2.0,3.0,13,3,727,943,77.09,17,12,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,bas kuipers,bas kuipers,twente,1994,1994.0,900000,187188,1994-08-17,31,first+last+birth_year
basar onal,tr TUR,"FW,MF",NEC Nijmegen,20,2004,15.4,1,2,3.1,1.8,28,11,293,447,65.55,23,14,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,basar onal,basar onal,nec nijmegen,2004,2004.0,1000000,864112,2004-07-06,21,key+birth_year
benjamin tahirovic,ba BIH,MF,Ajax,21,2003,0.8,0,0,0.0,0.0,0,0,51,57,89.47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,benjamin tahirovic,benjamin tahirovic,ajax,2003,2003.0,,,nan,,
bertrand traore,bf BFA,FW,Ajax,28,1995,19.1,6,5,8.2,4.6,64,21,589,750,78.53,17,10,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,bertrand traore,bertrand traore,ajax,1995,1995.0,,,nan,,
bobby adekanye,nl NED,"FW,MF",Go Ahead Eag,25,1999,8.6,1,0,1.3,0.9,18,5,147,214,68.69,9,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,bobby adekanye,bobby adekanye,go ahead eag,1999,1999.0,,,nan,,
bojan radulovic,rs SRB,FW,Fortuna Sittard,24,1999,6.0,1,0,1.6,0.4,13,3,66,108,61.11,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,bojan radulovic,bojan radulovic,fortuna sittard,1999,1999.0,,,nan,,
boris lambert,be BEL,"MF,DF",Willem II,24,2000,16.6,2,0,0.5,0.1,8,3,522,666,78.38,37,21,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,boris lambert,boris lambert,willem ii,2000,2000.0,,,nan,,
boy kemper,nl NED,DF,NAC Breda,25,1999,26.7,1,3,1.2,3.8,14,8,900,1256,71.66,45,25,35,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,boy kemper,boy kemper,nac breda,1999,1999.0,850000,428502,1999-06-21,26,key+birth_year
boyd lucassen,nl NED,"DF,FW",NAC Breda,26,1998,13.6,1,1,0.7,0.7,5,4,306,436,70.18,42,26,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,boyd lucassen,boyd lucassen,nac breda,1998,1998.0,500000,406091,1998-07-01,27,key+birth_year
boyd reith,nl NED,DF,Sparta R'dam,25,1999,9.7,0,0,0.2,0.8,3,2,509,644,79.04,28,21,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,boyd reith,boyd reith,sparta r dam,1999,1999.0,,,nan,,
bram nuytinck,nl NED,DF,NEC Nijmegen,34,1990,18.8,1,0,1.1,0.5,13,4,945,1066,88.65,27,12,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,bram nuytinck,bram nuytinck,nec nijmegen,1990,1990.0,300000,104597,1990-05-04,35,key+birth_year
branco van den boomen,nl NED,MF,Ajax,29,1995,7.0,0,0,1.4,1.5,11,5,436,521,83.69,12,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,branco van den boomen,branco boomen,ajax,1995,1995.0,3500000,203938,1995-07-21,30,first+last+birth_year
brayann pereira,fr FRA,DF,NEC Nijmegen,21,2003,23.3,3,2,1.5,1.6,9,5,791,1005,78.71,72,48,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,brayann pereira,brayann pereira,nec nijmegen,2003,2003.0,1000000,620317,2003-05-21,22,key+birth_year
braydon manu,gh GHA,"FW,DF",Zwolle,27,1997,0.7,0,0,0.0,0.2,0,0,13,20,65.0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,braydon manu,braydon manu,zwolle,1997,1997.0,500000,231590,1997-03-28,28,first+last+birth_year
brian brobbey,nl NED,FW,Ajax,22,2002,17.3,4,3,10.2,1.5,41,11,252,349,72.21,6,5,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,brian brobbey,brian brobbey,ajax,2002,2002.0,,,nan,,
brian de keersmaecker,be BEL,MF,Heracles Almelo,24,2000,30.2,5,3,4.0,3.4,24,9,1037,1245,83.29,70,41,51,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,brian de keersmaecker,brian keersmaecker,heracles almelo,2000,2000.0,,,nan,,
bruno martins indi,nl NED,DF,AZ Alkmaar,32,1992,6.1,0,0,0.1,0.2,3,0,434,475,91.37,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,bruno martins indi,bruno indi,az alkmaar,1992,1992.0,400000,112052,1992-02-08,33,first+last+birth_year
bryan limbombe,be BEL,"MF,FW",Heracles Almelo,23,2001,4.2,0,0,0.6,0.5,11,3,67,100,67.0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,bryan limbombe,bryan limbombe,heracles almelo,2001,2001.0,550000,502288,2001-05-14,24,key+birth_year
bryan linssen,nl NED,FW,NEC Nijmegen,33,1990,9.0,4,0,3.5,0.2,28,10,66,126,52.38,10,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,bryan linssen,bryan linssen,nec nijmegen,1990,1990.0,400000,82410,1990-10-08,35,key+birth_year
brynjolfur darri willumsson,is ISL,FW,Groningen,23,2000,10.7,4,1,2.0,1.9,25,7,161,247,65.18,8,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,brynjolfur darri willumsson,brynjolfur willumsson,groningen,2000,2000.0,1300000,464444,2000-08-12,25,first+last+birth_year
calvin stengs,nl NED,"MF,FW",Feyenoord,25,1998,7.0,1,3,1.5,2.4,13,5,248,319,77.74,7,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,calvin stengs,calvin stengs,feyenoord,1998,1998.0,,,nan,,
calvin twigt,nl NED,MF,Go Ahead Eag,21,2003,5.0,0,0,0.0,1.3,2,0,192,232,82.76,7,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,calvin twigt,calvin twigt,go ahead eag,2003,2003.0,600000,612758,2003-01-30,22,first+last+birth_year
calvin verdonk,id IDN,DF,NEC Nijmegen,27,1997,31.7,1,1,1.1,3.2,26,5,1935,2391,80.93,98,62,43,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,calvin verdonk,calvin verdonk,nec nijmegen,1997,1997.0,,,nan,,
camiel neghli,nl NED,FW,Sparta R'dam,22,2001,15.4,5,2,3.2,2.6,33,17,430,608,70.72,18,12,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,camiel neghli,camiel neghli,sparta r dam,2001,2001.0,,,nan,,
can bozdogan,de GER,MF,Utrecht,23,2001,4.5,1,1,0.6,0.1,6,1,127,163,77.91,10,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,can bozdogan,can bozdogan,utrecht,2001,2001.0,3500000,406609,2001-04-05,24,first+last+birth_year
carel eiting,nl NED,MF,Sparta R'dam,26,1998,9.8,1,3,1.0,2.0,14,4,248,371,66.85,21,13,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,carel eiting,carel eiting,sparta r dam,1998,1998.0,,,nan,,
carlos forbs,pt POR,FW,Ajax,20,2004,0.4,0,0,0.0,0.2,0,0,10,13,76.92,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,carlos forbs,carlos forbs,ajax,2004,2004.0,,,nan,,
casper staring,nl NED,"MF,FW",NAC Breda,23,2001,7.0,0,0,0.1,0.0,1,0,155,210,73.81,20,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,casper staring,casper staring,nac breda,2001,2001.0,350000,596158,2001-02-01,24,key+birth_year
charles-andreas brym,ca CAN,"FW,MF",Sparta R'dam,25,1998,3.4,0,1,1.8,1.1,11,3,44,65,67.69,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,charles andreas brym,charles brym,sparta r dam,1998,1998.0,450000,595028,1998-08-08,27,first+last+birth_year
che nunnely,nl NED,"FW,MF",Heerenveen,25,1999,2.9,0,2,0.1,0.6,2,0,50,74,67.57,10,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,che nunnely,che nunnely,heerenveen,1999,1999.0,,,nan,,
cherrion valerius,cw CUW,DF,NAC Breda,18,2005,13.3,0,0,0.4,0.3,4,0,436,563,77.44,37,31,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,cherrion valerius,cherrion valerius,nac breda,2005,2005.0,800000,936581,2005-09-22,20,key+birth_year
chris lokesa,be BEL,"FW,MF",RKC Waalwijk,19,2004,11.2,3,1,2.7,0.9,27,8,256,315,81.27,13,6,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,chris lokesa,chris lokesa,rkc waalwijk,2004,2004.0,,,nan,,
chris nadje,fr FRA,MF,Feyenoord,22,2001,2.2,0,0,0.4,0.1,8,2,41,52,78.85,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,chris nadje,chris nadje,feyenoord,2001,2001.0,1200000,1057565,2001-08-14,24,first+last+birth_year
christian rasmussen,dk DEN,FW,Ajax,21,2003,2.4,1,0,0.9,0.3,7,2,61,92,66.3,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,christian rasmussen,christian rasmussen,ajax,2003,2003.0,,,nan,,
christopher mamengi,nl NED,DF,Almere City,23,2001,2.5,0,0,0.0,0.0,0,0,79,98,80.61,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,christopher mamengi,christopher mamengi,almere city,2001,2001.0,,,nan,,
chuba akpom,eng ENG,FW,Ajax,28,1995,9.2,3,1,3.1,0.5,21,8,186,242,76.86,9,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,chuba akpom,chuba akpom,ajax,1995,1995.0,,,nan,,
cisse sandra,be BEL,"FW,MF",Willem II,20,2003,20.8,4,2,3.0,1.0,39,12,491,621,79.07,9,3,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,cisse sandra,cisse sandra,willem ii,2003,2003.0,,,nan,,
clint leemans,nl NED,MF,NAC Breda,28,1995,18.8,3,4,2.8,4.5,24,10,653,863,75.67,29,15,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,clint leemans,clint leemans,nac breda,1995,1995.0,600000,250464,1995-09-15,30,key+birth_year
couhaib driouech,ma MAR,FW,PSV Eindhoven,22,2002,3.0,2,1,1.0,0.6,13,4,144,177,81.36,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,couhaib driouech,couhaib driouech,psv eindhoven,2002,2002.0,4000000,593837,2002-04-17,23,key+birth_year
daan rots,nl NED,FW,Twente,23,2001,24.1,3,6,4.8,4.3,48,17,552,785,70.32,57,36,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,daan rots,daan rots,twente,2001,2001.0,3000000,591363,2001-07-25,24,first+last+birth_year
daley sinkgraven,nl NED,"MF,FW",Fortuna Sittard,29,1995,0.9,0,0,0.0,0.0,0,0,43,54,79.63,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,daley sinkgraven,daley sinkgraven,fortuna sittard,1995,1995.0,600000,215099,1995-07-04,30,key+birth_year
damian van der haar,nl NED,DF,Zwolle,20,2004,20.4,2,2,1.0,3.0,8,3,739,989,74.72,37,23,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,damian van der haar,damian haar,zwolle,2004,2004.0,600000,640558,2004-01-16,21,first+last+birth_year
damil dankerlui,sr SUR,"DF,FW",Almere City,27,1996,1.9,0,0,0.0,0.1,1,0,64,110,58.18,5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,damil dankerlui,damil dankerlui,almere city,1996,1996.0,,,nan,,
damon mirani,nl NED,DF,Heracles Almelo,28,1996,33.5,2,0,1.7,0.8,22,5,1515,1780,85.11,45,28,56,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,damon mirani,damon mirani,heracles almelo,1996,1996.0,650000,257986,1996-05-13,29,key+birth_year
daniel bielica,pl POL,GK,NAC Breda,25,1999,32.0,0,0,0.0,0.0,0,0,873,1137,76.78,1,1,0,0,52.0,1.62,163.0,112.0,71.8,5.0,15.6,6.0,6.0,0.0,0.0,52.2,0.29,1.2,0.04,182.0,406.0,44.8,874.0,145.0,31.2,32.3,23.0,4.5,26.0,0.81,13.6,True,25.0,daniel bielica,daniel bielica,nac breda,1999,1999.0,1000000,463233,1999-04-30,26,key+birth_year
daniel karlsbakk,no NOR,FW,Heerenveen,21,2003,3.0,0,0,0.6,0.0,3,1,32,55,58.18,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,daniel karlsbakk,daniel karlsbakk,heerenveen,2003,2003.0,,,nan,,
daniel van kaam,nl NED,MF,Heracles Almelo,24,2000,12.0,0,3,0.9,1.6,4,1,415,523,79.35,22,12,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,daniel van kaam,daniel kaam,heracles almelo,2000,2000.0,,,nan,,
daniele rugani,it ITA,DF,Ajax,30,1994,7.9,0,0,0.3,0.1,6,0,589,659,89.38,9,2,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,daniele rugani,daniele rugani,ajax,1994,1994.0,,,nan,,
