player_id,player_name,club,Nation,Pos,dob,age,market_value_eur,MatchesPlayed,Gls,Ast,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK
284165.0,steven bergwijn,al ittihad,nl NED,"MF,FW",1997-10-08,28.0,14000000.0,21.8,13,7,56,31,0.0,0.0,0.0,0.0,15,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
340879.0,merih demiral,al ahli,tr TUR,DF,1998-03-05,27.0,13000000.0,29.0,1,2,19,9,0.0,0.0,0.0,0.0,24,0.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
416090.0,julian quinones,al qadsiah,mx MEX,"FW,MF",1997-03-24,28.0,12000000.0,27.1,20,5,120,53,0.0,0.0,0.0,0.0,12,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
8198.0,cristiano ronaldo,al nassr,pt POR,FW,1985-02-05,40.0,12000000.0,29.1,25,3,149,68,0.0,0.0,0.0,0.0,1,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
691906.0,bento,al nassr,br BRA,GK,1999-06-10,26.0,11000000.0,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,40.0,1.18,143.0,105.0,74.1,10.0,29.4,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
156617.0,marcelo brozovic,al nassr,hr CRO,MF,1992-11-16,32.0,10000000.0,26.5,2,5,26,11,0.0,0.0,0.0,0.0,29,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
577486.0,gaston alvarez,al qadsiah,uy URU,DF,2000-03-24,25.0,9000000.0,28.3,1,0,7,2,0.0,0.0,0.0,0.0,30,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
395693.0,houssem aouar,al ittihad,dz ALG,MF,1998-06-30,27.0,8500000.0,27.7,12,4,52,25,0.0,0.0,0.0,0.0,19,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
171424.0,riyad mahrez,al ahli,dz ALG,MF,1991-02-21,34.0,8000000.0,29.9,8,10,56,23,0.0,0.0,0.0,0.0,21,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
190263.0,predrag rajkovic,al ittihad,rs SRB,GK,1995-10-31,29.0,8000000.0,27.2,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1,27.0,0.99,105.0,80.0,76.2,7.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
200512.0,sadio mane,al nassr,sn SEN,"MF,FW",1992-04-10,33.0,8000000.0,31.3,14,11,89,36,0.0,0.0,0.0,0.0,27,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
229004.0,moussa dembele,al ettifaq,fr FRA,FW,1996-07-12,29.0,8000000.0,17.0,7,4,34,17,0.0,0.0,0.0,0.0,3,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
743598.0,angelo,al nassr,br BRA,MF,2004-12-21,20.0,8000000.0,15.2,1,6,26,5,0.0,0.0,0.0,0.0,21,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
18922.0,karim benzema,al ittihad,fr FRA,FW,1987-12-19,37.0,7000000.0,28.1,21,9,110,54,0.0,0.0,0.0,0.0,10,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
140776.0,yannick carrasco,al shabab,be BEL,"FW,MF",1993-09-04,32.0,7000000.0,14.3,2,4,40,13,0.0,0.0,0.0,0.0,5,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
486624.0,musa barrow,al taawoun,gm GAM,"FW,MF",1998-11-14,26.0,6500000.0,28.2,13,3,97,36,0.0,0.0,0.0,0.0,11,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
471582.0,zaydou youssouf,al fateh,km COM,MF,1999-07-11,26.0,6000000.0,16.0,0,1,14,2,0.0,0.0,0.0,0.0,30,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
93128.0,kalidou koulibaly,al hilal,sn SEN,DF,1991-06-20,34.0,6000000.0,28.9,2,0,19,4,0.0,0.0,0.0,0.0,39,0.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
207834.0,yassine bounou,al hilal,ma MAR,GK,1991-04-05,34.0,5500000.0,31.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,41.0,1.32,88.0,52.0,58.0,9.0,29.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
726114.0,mario mitaj,al ittihad,al ALB,"DF,MF",2003-08-06,22.0,5500000.0,16.0,1,2,3,2,0.0,0.0,0.0,0.0,25,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
766258.0,kaio cesar,al hilal,br BRA,MF,2004-02-15,21.0,5000000.0,8.4,3,3,26,10,0.0,0.0,0.0,0.0,11,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
442531.0,edouard mendy,al ahli,sn SEN,GK,1992-03-01,33.0,5000000.0,27.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,27.0,1.0,90.0,66.0,72.2,12.0,42.9,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
225083.0,n'golo kante,al ittihad,fr FRA,MF,1991-03-29,34.0,5000000.0,30.3,4,3,17,7,0.0,0.0,0.0,0.0,50,0.0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
376211.0,matias vargas,al fateh,ar ARG,"MF,FW",1997-05-08,28.0,5000000.0,19.8,7,4,72,24,0.0,0.0,0.0,0.0,12,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
315063.0,nahitan nandez,al qadsiah,uy URU,MF,1995-12-28,29.0,4500000.0,27.7,0,6,9,4,0.0,0.0,0.0,0.0,54,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
654918.0,matteo dams,al ahli,be BEL,DF,2004-03-09,21.0,4500000.0,6.7,0,0,1,0,0.0,0.0,0.0,0.0,4,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
141050.0,danilo pereira,al ittihad,pt POR,DF,1991-09-09,34.0,4500000.0,25.1,2,0,12,3,0.0,0.0,0.0,0.0,14,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
631922.0,firas al-buraikan,al ahli,sa KSA,"MF,FW",2000-05-14,25.0,4500000.0,22.9,3,7,29,12,0.0,0.0,0.0,0.0,26,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
108880.0,koen casteels,al qadsiah,be BEL,GK,1992-06-25,33.0,4500000.0,33.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,29.0,0.88,106.0,81.0,76.4,14.0,42.4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1007378.0,wesley,al nassr,br BRA,MF,2005-03-05,20.0,4000000.0,4.6,0,0,16,9,0.0,0.0,0.0,0.0,6,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
253839.0,alvaro medran,al ettifaq,es ESP,MF,1994-03-15,31.0,4000000.0,24.2,2,4,44,13,0.0,0.0,0.0,0.0,24,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
901181.0,musab al juwayr,al shabab,sa KSA,MF,2003-06-20,22.0,4000000.0,25.9,4,9,40,12,0.0,0.0,0.0,0.0,45,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
485729.0,fashion sakala,al fayha,zm ZAM,"FW,MF",1997-03-14,28.0,4000000.0,30.9,8,4,78,27,0.0,0.0,0.0,0.0,14,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
515496.0,mailson,al taawoun,br BRA,GK,1996-08-20,29.0,3500000.0,16.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,15.0,0.94,74.0,61.0,82.4,7.0,43.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
295764.0,aschraf el mahdioui,al taawoun,nl NED,MF,1996-05-24,29.0,3000000.0,28.9,0,0,10,1,0.0,0.0,0.0,0.0,37,0.0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
270051.0,andrei girotto,al taawoun,br BRA,DF,1992-02-17,33.0,3000000.0,25.6,1,0,14,3,0.0,0.0,0.0,0.0,40,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
203654.0,toze,al riyadh sc,pt POR,MF,1993-01-14,32.0,3000000.0,31.1,5,4,56,24,0.0,0.0,0.0,0.0,49,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
186901.0,marek rodak,al ettifaq,sk SVK,GK,1996-12-13,28.0,3000000.0,34.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,1,45.0,1.32,154.0,114.0,74.0,8.0,23.5,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
49499.0,georginio wijnaldum,al ettifaq,nl NED,"MF,FW",1990-11-11,34.0,3000000.0,32.4,14,4,50,28,0.0,0.0,0.0,0.0,9,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
936536.0,joao costa,al ettifaq,br BRA,"MF,FW",2005-03-28,20.0,2800000.0,15.9,4,1,27,8,0.0,0.0,0.0,0.0,17,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
363223.0,jack hendry,al ettifaq,sct SCO,DF,1995-05-07,30.0,2500000.0,14.2,0,0,0,0,0.0,0.0,0.0,0.0,8,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
153664.0,khaled narey,al khaleej,tg TOG,"MF,FW",1994-07-23,31.0,2500000.0,12.9,3,3,22,8,0.0,0.0,0.0,0.0,14,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
373191.0,flavio,al taawoun,br BRA,MF,1996-02-10,29.0,2200000.0,9.5,0,1,4,3,0.0,0.0,0.0,0.0,25,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
223029.0,fabio martins,al khaleej,pt POR,MF,1993-07-24,32.0,2200000.0,28.5,7,1,57,16,0.0,0.0,0.0,0.0,28,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
344395.0,jorge filipe oliveira fernandes,al fateh,pt POR,DF,1997-04-02,28.0,2000000.0,16.0,0,0,3,0,0.0,0.0,0.0,0.0,14,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
315110.0,karl toko ekambi,al ettifaq,cm CMR,"FW,MF",1992-09-14,33.0,2000000.0,21.4,1,2,49,19,0.0,0.0,0.0,0.0,11,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
58884.0,nacho,al qadsiah,es ESP,DF,1990-01-18,35.0,2000000.0,31.0,0,1,17,6,0.0,0.0,0.0,0.0,16,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
435045.0,sultan al-ghanam,al nassr,sa KSA,DF,1994-05-06,31.0,2000000.0,24.6,2,1,20,4,0.0,0.0,0.0,0.0,15,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
235052.0,abderrazak hamdallah,al shabab,ma MAR,FW,1990-12-17,34.0,1800000.0,25.2,21,2,90,38,0.0,0.0,0.0,0.0,8,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
253765.0,wesley hoedt,al shabab,nl NED,DF,1994-03-06,31.0,1800000.0,31.0,5,1,20,9,0.0,0.0,0.0,0.0,27,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
509897.0,hassan al tambakti,al hilal,sa KSA,DF,1999-02-09,26.0,1600000.0,13.9,0,1,9,0,0.0,0.0,0.0,0.0,12,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
164593.0,abdulrahman ghareeb,al nassr,sa KSA,"MF,FW",1997-03-31,28.0,1500000.0,7.1,0,1,12,4,0.0,0.0,0.0,0.0,8,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
285771.0,roger martinez,al taawoun,co COL,FW,1994-06-23,31.0,1500000.0,14.2,5,2,38,14,0.0,0.0,0.0,0.0,5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
103427.0,chris smalling,al fayha,eng ENG,DF,1989-11-22,35.0,1500000.0,29.3,1,0,10,4,0.0,0.0,0.0,0.0,16,0.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
970633.0,unai hernandez,al ittihad,es ESP,MF,2004-12-14,20.0,1500000.0,6.6,1,3,14,4,0.0,0.0,0.0,0.0,8,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
192875.0,william troost-ekong,al kholood saudi club,ng NGA,DF,1993-09-01,32.0,1500000.0,31.7,2,1,22,5,0.0,0.0,0.0,0.0,14,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
195332.0,salem al-dawsari,al hilal,sa KSA,MF,1991-08-19,34.0,1500000.0,30.9,15,15,86,39,0.0,0.0,0.0,0.0,38,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
821377.0,nawaf boushal,al nassr,sa KSA,DF,1999-09-16,26.0,1300000.0,24.3,2,6,11,3,0.0,0.0,0.0,0.0,59,0.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
235412.0,jawad el yamiq,al wehda,ma MAR,DF,1992-02-29,33.0,1200000.0,23.3,2,0,19,8,0.0,0.0,0.0,0.0,15,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
374281.0,christian bassogog,al okhdood sc,cm CMR,"MF,FW",1995-10-18,30.0,1200000.0,30.2,6,1,45,22,0.0,0.0,0.0,0.0,19,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
342209.0,kevin n'doram,al kholood saudi club,fr FRA,MF,1996-01-22,29.0,1200000.0,27.3,0,0,14,4,0.0,0.0,0.0,0.0,24,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
157543.0,dimitrios kourbelis,al khaleej,gr GRE,"MF,DF",1993-11-02,31.0,1200000.0,17.7,2,1,14,6,0.0,0.0,0.0,0.0,19,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
928499.0,saad al mosa,al ittihad,sa KSA,DF,2002-12-10,22.0,1200000.0,19.8,0,0,5,0,0.0,0.0,0.0,0.0,25,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
229879.0,muhannad shenqeeti,al ittihad,sa KSA,DF,1999-03-12,26.0,1200000.0,22.7,1,5,16,5,0.0,0.0,0.0,0.0,35,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
509894.0,abdulelah al-amri,al ittihad,sa KSA,DF,1997-01-15,28.0,1200000.0,14.7,0,1,7,1,0.0,0.0,0.0,0.0,12,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
560957.0,ibrahim bayesh,al riyadh sc,iq IRQ,"MF,FW",2000-05-01,25.0,1000000.0,30.0,5,2,33,12,0.0,0.0,0.0,0.0,51,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
371142.0,myziane maolida,al kholood saudi club,km COM,"MF,FW",1999-02-14,26.0,1000000.0,31.7,15,0,104,52,0.0,0.0,0.0,0.0,16,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
159838.0,yoann barbet,al riyadh sc,fr FRA,DF,1993-05-10,32.0,1000000.0,28.9,1,1,23,4,0.0,0.0,0.0,0.0,12,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205054.0,norbert gyomber,al kholood saudi club,sk SVK,DF,1992-07-03,33.0,1000000.0,32.8,0,1,7,3,0.0,0.0,0.0,0.0,24,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
31671.0,turki al ammar,al qadsiah,sa KSA,MF,1999-09-24,26.0,1000000.0,23.2,4,6,56,19,0.0,0.0,0.0,0.0,14,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
441191.0,abdulrahman al-aboud,al ittihad,sa KSA,MF,1995-06-01,30.0,1000000.0,12.8,7,7,21,13,0.0,0.0,0.0,0.0,25,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
901334.0,jehad thakri,al qadsiah,sa KSA,DF,2001-07-21,24.0,1000000.0,26.6,0,0,9,5,0.0,0.0,0.0,0.0,29,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
308120.0,mohamed kanno,al hilal,sa KSA,MF,1994-09-22,31.0,900000.0,14.4,2,2,17,8,0.0,0.0,0.0,0.0,24,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
869509.0,moteb al-harbi,al shabab,sa KSA,DF,2000-02-19,25.0,900000.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
248250.0,sofiane bendebka,al fateh,dz ALG,MF,1992-08-09,33.0,900000.0,30.9,12,1,63,28,0.0,0.0,0.0,0.0,30,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
197860.0,pedro rebocho,al khaleej,pt POR,DF,1995-01-23,30.0,900000.0,32.8,0,7,8,2,0.0,0.0,0.0,0.0,36,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
672391.0,ali majrashi,al ahli,sa KSA,DF,1999-10-01,26.0,900000.0,25.7,0,0,24,7,0.0,0.0,0.0,0.0,64,0.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
264909.0,ali lajami,al nassr,sa KSA,DF,1996-04-24,29.0,900000.0,15.9,0,1,10,2,0.0,0.0,0.0,0.0,20,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
437903.0,abdullah al-khaibari,al nassr,sa KSA,MF,1996-08-16,29.0,900000.0,14.1,0,0,5,1,0.0,0.0,0.0,0.0,30,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1145312.0,talal haji,al riyadh sc,sa KSA,FW,2007-09-16,18.0,800000.0,3.1,1,0,4,1,0.0,0.0,0.0,0.0,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
901079.0,ziyad al johani,al ahli,sa KSA,MF,2001-11-11,23.0,800000.0,24.7,2,1,31,11,0.0,0.0,0.0,0.0,33,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
677706.0,juan pedroza,al okhdood sc,co COL,MF,1999-04-08,26.0,750000.0,30.0,1,2,31,7,0.0,0.0,0.0,0.0,58,0.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
171915.0,yasser al-shahrani,al hilal,sa KSA,DF,1992-05-25,33.0,750000.0,4.3,0,0,1,0,0.0,0.0,0.0,0.0,5,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
514927.0,ahmed bamasud,al ettifaq,sa KSA,DF,1995-11-22,29.0,700000.0,1.1,0,0,1,0,0.0,0.0,0.0,0.0,2,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
671043.0,ahmed al ghamdi,al ittihad,sa KSA,MF,2001-09-20,24.0,650000.0,0.7,0,0,2,1,0.0,0.0,0.0,0.0,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1058345.0,abdulaziz noor,al wehda,sa KSA,"FW,MF",1999-01-18,26.0,650000.0,12.5,7,0,41,16,0.0,0.0,0.0,0.0,6,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
888634.0,saad al nasser,al taawoun,sa KSA,"DF,MF",2001-01-08,24.0,650000.0,24.0,1,2,11,2,0.0,0.0,0.0,0.0,43,0.0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
364450.0,fawaz al-sqoor,al ittihad,sa KSA,DF,1996-04-23,29.0,650000.0,12.6,2,2,8,5,0.0,0.0,0.0,0.0,8,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
970673.0,salem al najdi,al nassr,sa KSA,DF,2003-01-27,22.0,650000.0,12.1,1,1,9,2,0.0,0.0,0.0,0.0,22,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
886183.0,nawaf al aqidi,al fateh,sa KSA,GK,2000-05-10,25.0,650000.0,16.0,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,0,22.0,1.37,79.0,60.0,74.7,2.0,12.5,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1173794.0,mohammed al shwirekh,al shabab,sa KSA,DF,1998-11-19,26.0,600000.0,13.0,4,0,15,5,0.0,0.0,0.0,0.0,15,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
509911.0,nasser al-dawsari,al hilal,sa KSA,MF,1998-12-19,26.0,600000.0,11.6,1,1,17,2,0.0,0.0,0.0,0.0,33,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
242267.0,saleh al-shehri,al ittihad,sa KSA,FW,1993-11-01,31.0,600000.0,4.5,4,1,14,10,0.0,0.0,0.0,0.0,6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
220688.0,omar al somah,al orobah,sy SYR,FW,1989-03-23,36.0,600000.0,16.8,11,3,60,27,0.0,0.0,0.0,0.0,6,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1145311.0,farhah al shamrani,al kholood saudi club,sa KSA,MF,2006-02-27,19.0,600000.0,5.3,0,0,5,2,0.0,0.0,0.0,0.0,6,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
402979.0,orlando mosquera,al fayha,pa PAN,GK,1994-12-25,30.0,600000.0,29.5,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,0,37.0,1.25,118.0,88.0,73.7,10.0,33.3,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
141805.0,ali al hassan,al nassr,sa KSA,MF,1997-03-04,28.0,550000.0,12.0,2,0,12,4,0.0,0.0,0.0,0.0,11,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
380205.0,waleed al ahmad,al taawoun,sa KSA,DF,1999-05-03,26.0,550000.0,21.7,2,0,22,6,0.0,0.0,0.0,0.0,27,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1169185.0,mohamed abdulrahman,al ettifaq,sa KSA,DF,2003-01-14,22.0,550000.0,17.8,1,1,5,1,0.0,0.0,0.0,0.0,31,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
229940.0,saleh al-amri,al raed,sa KSA,"MF,FW",1993-10-14,32.0,550000.0,29.8,6,3,55,27,0.0,0.0,0.0,0.0,26,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
258911.0,mukhtar ali,al ettifaq,sa KSA,MF,1997-10-30,27.0,550000.0,12.2,0,0,3,0,0.0,0.0,0.0,0.0,10,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
