Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
agustin baldi,ar ARG,DF,Belgrano,0.0,2002,0.5,0,0,0.0,0.0,0,0,16,19,84.21,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin baldi,agustin baldi,belgrano,2002,2002.0,225000,697644,2002-05-11,23,key+birth_year
agustin bouzat,ar ARG,MF,Vélez Sarsfield,0.0,1994,21.9,0,2,0.3,1.9,11,5,826,1125,73.42,77,45,37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin bouzat,agustin bouzat,velez sarsfield,1994,1994.0,700000,422699,1994-03-28,31,key+birth_year
agustin bravo,ar ARG,"DF,FW",Rosario Central,0.0,2001,2.2,0,0,0.0,0.0,0,0,53,67,79.1,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin bravo,agustin bravo,rosario central,2001,2001.0,100000,868503,2001-05-11,24,first+last+birth_year
agustin cardozo,ar ARG,MF,Lanús,0.0,1997,24.1,0,0,0.4,0.7,10,4,941,1092,86.17,41,28,32,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin cardozo,agustin cardozo,lanus,1997,1997.0,1500000,469762,1997-05-30,28,key+birth_year
agustin colazo,ar ARG,FW,Unión,0.0,2000,6.2,1,1,2.4,0.7,25,7,67,99,67.68,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin colazo,agustin colazo,union,2000,2000.0,500000,842808,2000-11-15,24,key+birth_year
agustin dattola,ar ARG,DF,Belgrano,0.0,1999,4.0,0,0,0.1,0.0,2,0,121,145,83.45,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin dattola,agustin dattola,belgrano,1999,1999.0,,,nan,,
agustin de la cuesta,ar ARG,MF,River Plate,0.0,2006,0.7,0,0,0.0,0.0,0,0,45,49,91.84,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin de la cuesta,agustin cuesta,river plate,2006,2006.0,,,nan,,
agustin garcia basso,ar ARG,DF,Racing Club,0.0,1992,12.9,0,2,0.1,0.6,4,0,571,708,80.65,17,10,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin garcia basso,agustin basso,racing club,1992,1992.0,700000,269793,1992-03-26,33,key+birth_year
agustin hausch,ar ARG,"MF,DF",Defensa y Just,0.0,2003,3.7,0,0,0.5,0.1,6,0,129,162,79.63,8,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin hausch,agustin hausch,defensa y justicia,2003,2003.0,250000,668514,2003-05-21,22,key+birth_year
agustin ladstatter,ar ARG,"FW,MF",San Lorenzo,0.0,2005,3.7,0,0,0.5,0.4,6,2,72,119,60.5,8,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin ladstatter,agustin ladstatter,san lorenzo,2005,2005.0,100000,1296393,2005-06-05,20,key+birth_year
agustin lagos,ar ARG,DF,Vélez Sarsfield,0.0,2001,8.8,0,0,0.7,0.9,8,2,337,508,66.34,33,25,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin lagos,agustin lagos,velez sarsfield,2001,2001.0,700000,698551,2001-10-09,24,key+birth_year
agustin marchesin,ar ARG,GK,Boca Juniors,0.0,1988,25.0,0,0,0.0,0.0,0,0,539,704,76.56,0,0,0,0,19.0,0.76,80.0,62.0,78.8,11.0,44.0,2.0,2.0,0.0,0.0,21.0,0.26,3.0,0.12,85.0,231.0,36.8,520.0,117.0,30.6,31.3,17.0,5.0,14.0,0.56,13.0,True,0.0,agustin marchesin,agustin marchesin,boca juniors,1988,1988.0,700000,54534,1988-03-16,37,key+birth_year
agustin martegani,ar ARG,MF,Boca Juniors,0.0,2000,0.6,0,0,0.1,0.0,1,1,19,21,90.48,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin martegani,agustin martegani,boca juniors,2000,2000.0,700000,732507,2000-05-20,25,key+birth_year
agustin medina,0,MF,Lanús,0.0,0,13.6,0,0,0.3,0.3,11,5,519,650,79.85,45,31,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin medina,agustin medina,lanus,0,2025.0,3000000,1294453,2006-10-24,18,key_no_year
agustin modica,ar ARG,FW,Rosario Central,0.0,2003,0.1,0,0,0.0,0.0,1,0,2,3,66.67,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin modica,agustin modica,rosario central,2003,2003.0,1300000,1184570,2003-01-12,22,key+birth_year
agustin molina,ar ARG,FW,Sarmiento,0.0,2006,0.4,0,0,0.1,0.0,1,0,2,4,50.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin molina,agustin molina,sarmiento,2006,2006.0,50000,1234398,2006-07-09,19,key+birth_year
agustin obando,ar ARG,"MF,FW",Banfield,0.0,2000,1.0,0,0,0.1,0.1,1,0,17,33,51.52,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin obando,agustin obando,banfield,2000,2000.0,125000,491706,2000-03-11,25,key+birth_year
agustin palavecino,ar ARG,"FW,MF",Aldosivi,0.0,2003,10.8,1,0,1.1,0.8,16,6,179,284,63.03,34,18,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin palavecino,agustin palavecino,aldosivi,2003,2003.0,,,nan,,
agustin rodriguez,ar ARG,"MF,FW",Lanús,0.0,2004,0.9,0,0,0.3,0.0,2,0,16,25,64.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin rodriguez,agustin rodriguez,lanus,2004,2004.0,,,nan,,
agustin sandez,py PAR,DF,Rosario Central,0.0,2001,25.6,2,1,1.5,1.8,15,5,925,1226,75.45,54,33,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin sandez,agustin sandez,rosario central,2001,2001.0,2500000,847023,2001-01-16,24,key+birth_year
agustin seyral,ar ARG,"FW,MF",Sarmiento,0.0,2005,0.5,0,0,0.0,0.0,0,0,0,2,0.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin seyral,agustin seyral,sarmiento,2005,2005.0,,,nan,,
agustin sienra,ar ARG,DF,Defensa y Just,0.0,1999,1.0,0,0,0.0,0.0,0,0,33,42,78.57,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin sienra,agustin sienra,defensa y justicia,1999,1999.0,,,nan,,
agustin urzi,ar ARG,"FW,MF",Huracán,0.0,2000,8.7,1,1,1.0,0.6,12,3,171,255,67.06,16,9,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin urzi,agustin urzi,huracan,2000,2000.0,1200000,636441,2000-05-04,25,key+birth_year
alan aguerre,ar ARG,GK,Cen. Córdoba–SdE,0.0,1990,26.0,0,0,0.0,0.0,0,0,367,582,63.06,2,1,0,0,29.0,1.12,90.0,62.0,70.0,9.0,34.6,2.0,2.0,0.0,0.0,26.6,0.28,-1.4,-0.06,96.0,294.0,32.7,383.0,66.0,43.6,37.6,13.0,3.6,10.0,0.38,11.3,True,0.0,alan aguerre,alan aguerre,cen cordoba sde,1990,1990.0,200000,269784,1990-08-23,35,first+last+birth_year
alan barrionuevo,ar ARG,DF,Tigre,0.0,1997,7.1,0,1,0.1,0.1,1,1,176,223,78.92,14,9,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan barrionuevo,alan barrionuevo,tigre,1997,1997.0,600000,865491,1997-01-02,28,key+birth_year
alan forneris,ar ARG,MF,Racing Club,0.0,2005,2.3,0,0,0.0,0.0,1,0,100,130,76.92,11,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan forneris,alan forneris,racing club,2005,2005.0,350000,1240382,2005-01-28,20,key+birth_year
alan lescano,ar ARG,"MF,FW",Arg Juniors,0.0,2001,26.4,6,4,4.9,3.3,54,14,1050,1246,84.27,47,24,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan lescano,alan lescano,arg juniors,2001,2001.0,6000000,991134,2001-11-11,23,first+last+birth_year
alan rodriguez,uy URU,"MF,FW",Arg Juniors,0.0,2000,12.9,2,1,1.1,2.0,17,6,412,559,73.7,24,16,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan rodriguez,alan rodriguez,arg juniors,2000,2000.0,,,nan,,
alan sosa,ar ARG,"FW,MF",Gimnasia–LP,0.0,2003,9.7,0,0,1.7,0.6,23,6,242,365,66.3,27,16,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan sosa,alan sosa,gimnasia lp,2003,2003.0,400000,1103941,2003-05-05,22,first+last+birth_year
alan velasco,ar ARG,"MF,FW",Boca Juniors,0.0,2002,11.7,1,1,1.6,1.4,26,7,357,464,76.94,26,12,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan velasco,alan velasco,boca juniors,2002,2002.0,3500000,661154,2002-07-27,23,key+birth_year
alejandro molina,ar ARG,DF,San Martín de San Juan,0.0,1997,12.5,0,0,0.3,0.6,8,3,303,473,64.06,37,28,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro molina,alejandro molina,san martin de san juan,1997,1997.0,,,nan,,
alejandro piedrahita,co COL,"FW,MF",Gimnasia–LP,0.0,2002,8.7,0,1,0.5,1.1,12,4,190,273,69.6,12,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro piedrahita,alejandro piedrahita,gimnasia lp,2002,2002.0,700000,853948,2002-09-03,23,first+last+birth_year
alejandro villareal,co COL,"FW,MF",Aldosivi,0.0,0,0.1,0,0,0.0,0.0,0,0,4,4,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro villareal,alejandro villareal,aldosivi,0,2025.0,,,nan,,
alejo montero,ar ARG,DF,Newell's OB,0.0,1998,23.1,0,0,0.3,1.8,7,0,599,851,70.39,71,44,24,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejo montero,alejo montero,newell s ob,1998,1998.0,800000,649998,1998-05-05,27,first+last+birth_year
alejo navarro,ar ARG,MF,Newell's OB,0.0,2006,0.1,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejo navarro,alejo navarro,newell s ob,2006,2006.0,,,nan,,
alejo osella,ar ARG,DF,Ind. Rivadavia,0.0,2000,8.2,0,0,0.2,0.1,3,0,192,276,69.57,12,6,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejo osella,alejo osella,ind rivadavia,2000,2000.0,75000,990550,2000-09-30,25,first+last+birth_year
alejo tabares,ar ARG,"DF,MF",Newell's OB,0.0,2001,9.9,0,1,0.2,0.4,9,3,172,314,54.78,17,11,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejo tabares,alejo tabares,newell s ob,2001,2001.0,350000,756988,2001-06-20,24,first+last+birth_year
alejo veliz,ar ARG,FW,Rosario Central,0.0,2003,11.1,5,0,4.2,0.5,28,15,86,134,64.18,5,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejo veliz,alejo veliz,rosario central,2003,2003.0,2500000,888493,2003-09-19,22,key+birth_year
alex arce,py PAR,FW,Ind. Rivadavia,0.0,1995,6.8,2,0,3.1,0.1,17,7,105,173,60.69,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex arce,alex arce,ind rivadavia,1995,1995.0,4500000,970518,1995-06-16,30,first+last+birth_year
alex luna,ar ARG,"FW,MF",Instituto,0.0,2004,25.5,8,3,6.3,3.3,68,21,490,722,67.87,30,21,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex luna,alex luna,instituto,2004,2004.0,3500000,843126,2004-03-31,21,first+last+birth_year
alex veron,ar ARG,FW,Vélez Sarsfield,0.0,2008,0.1,0,0,0.0,0.0,0,0,3,5,60.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex veron,alex veron,velez sarsfield,2008,2008.0,,,nan,,
alex vigo,ar ARG,"DF,FW",Sarmiento,0.0,1999,16.4,0,2,0.8,2.5,16,5,516,695,74.24,40,27,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex vigo,alex vigo,sarmiento,1999,1999.0,500000,648520,1999-04-28,26,key+birth_year
alexander diaz,ar ARG,"FW,MF",Deportivo Riestra,0.0,2000,12.5,2,3,1.6,1.5,14,6,130,264,49.24,14,10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexander diaz,alexander diaz,deportivo riestra,2000,2000.0,400000,618986,2000-03-22,25,first+last+birth_year
alexis canelo,ar ARG,"FW,MF",Lanús,0.0,1992,6.2,1,3,3.1,1.4,20,5,133,207,64.25,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis canelo,alexis canelo,lanus,1992,1992.0,350000,249789,1992-02-03,33,key+birth_year
alexis castro,ar ARG,"MF,FW",Estudiantes–LP,0.0,1994,8.9,2,0,2.5,0.2,9,3,282,347,81.27,14,10,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis castro,alexis castro,estudiantes lp,1994,1994.0,1500000,364602,1994-10-18,30,first+last+birth_year
alexis cuello,ar ARG,"FW,MF",San Lorenzo,0.0,2000,19.9,3,1,6.9,2.0,48,16,237,358,66.2,22,14,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis cuello,alexis cuello,san lorenzo,2000,2000.0,1800000,636783,2000-02-18,25,key+birth_year
alexis dominguez,ar ARG,"FW,MF",Aldosivi,0.0,1996,2.5,0,0,0.1,0.0,3,1,31,48,64.58,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis dominguez,alexis dominguez,aldosivi,1996,1996.0,,,nan,,
alexis maldonado,ar ARG,DF,Banfield,0.0,1997,19.0,0,0,0.3,0.0,5,1,406,513,79.14,31,20,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis maldonado,alexis maldonado,banfield,1997,1997.0,700000,444100,1997-09-02,28,first+last+birth_year
alexis manyoma,co COL,"MF,FW",Estudiantes–LP,0.0,2003,4.2,0,0,0.2,0.3,6,1,111,147,75.51,16,10,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis manyoma,alexis manyoma,estudiantes lp,2003,2003.0,,,nan,,
alexis segovia,ar ARG,FW,Lanús,0.0,2004,9.8,1,0,0.5,0.3,13,4,251,327,76.76,16,11,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis segovia,alexis segovia,lanus,2004,2004.0,300000,1013913,2004-06-15,21,key+birth_year
alexis soto,ar ARG,DF,Defensa y Just,0.0,1993,24.3,0,6,1.5,3.4,25,5,1060,1425,74.39,56,41,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis soto,alexis soto,defensa y justicia,1993,1993.0,1700000,409272,1993-10-20,31,key+birth_year
alfio oviedo,py PAR,FW,Tigre,0.0,1995,5.8,2,0,1.7,0.2,15,7,71,109,65.14,6,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alfio oviedo,alfio oviedo,tigre,1995,1995.0,400000,518354,1995-12-18,29,key+birth_year
alvaro angulo,co COL,DF,Independiente,0.0,1997,8.7,3,0,1.1,0.4,15,6,312,430,72.56,15,13,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvaro angulo,alvaro angulo,independiente,1997,1997.0,,,nan,,
alvaro david montero,co COL,GK,Vélez Sarsfield,0.0,1995,1.7,0,0,0.0,0.0,0,0,20,44,45.45,0,0,0,0,1.0,0.59,6.0,5.0,83.3,1.0,100.0,0.0,0.0,0.0,0.0,1.1,0.19,0.1,0.07,11.0,33.0,33.3,24.0,5.0,58.3,46.5,2.0,4.0,0.0,0.0,3.2,True,0.0,alvaro david montero,alvaro montero,velez sarsfield,1995,1995.0,1500000,292985,1995-03-29,30,first+last+club+birth_year
alvaro montoro,ar ARG,"FW,MF",Vélez Sarsfield,0.0,2007,7.7,0,0,0.7,0.4,9,0,232,318,72.96,9,5,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvaro montoro,alvaro montoro,velez sarsfield,2007,2007.0,1500000,292985,1995-03-29,30,fuzzy_club(92.85714285714286)
ander herrera,es ESP,"MF,FW",Boca Juniors,0.0,1989,3.3,0,0,0.2,0.4,5,0,230,267,86.14,9,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ander herrera,ander herrera,boca juniors,1989,1989.0,500000,99343,1989-08-14,36,key+birth_year
andres desabato,ar ARG,GK,Platense,0.0,1990,4.0,0,0,0.0,0.0,0,0,54,79,68.35,1,1,0,0,8.0,2.0,15.0,7.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.43,-1.6,-0.39,8.0,29.0,27.6,60.0,8.0,35.0,33.1,3.0,7.1,5.0,1.25,17.1,True,0.0,andres desabato,andres desabato,platense,1990,1990.0,50000,596908,1990-03-30,35,key+birth_year
andres vombergar,si SVN,FW,San Lorenzo,0.0,1994,17.4,7,1,6.2,1.0,31,7,231,381,60.63,11,8,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andres vombergar,andres vombergar,san lorenzo,1994,1994.0,3000000,486926,1994-11-20,30,key+birth_year
angel di maria,ar ARG,"FW,MF",Rosario Central,0.0,1988,11.4,5,2,3.1,3.0,26,8,335,507,66.07,7,4,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,angel di maria,angel maria,rosario central,1988,1988.0,2000000,45320,1988-02-14,37,key+birth_year
angel stringa,ar ARG,MF,Deportivo Riestra,0.0,1996,0.0,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,angel stringa,angel stringa,deportivo riestra,1996,1996.0,10000,988734,1996-04-06,29,first+last+birth_year
angelo martino,ar ARG,DF,Newell's OB,0.0,1998,10.5,0,1,0.2,0.5,2,0,204,331,61.63,22,16,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,angelo martino,angelo martino,newell s ob,1998,1998.0,,,nan,,
anibal leguizamon,ar ARG,DF,Belgrano,0.0,1992,9.2,0,0,0.1,0.0,3,0,266,356,74.72,9,1,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anibal leguizamon,anibal leguizamon,belgrano,1992,1992.0,275000,610333,1992-01-10,33,key+birth_year
antony alonso,ar ARG,"MF,FW",Deportivo Riestra,0.0,1998,14.8,5,1,1.9,0.9,15,9,129,241,53.53,17,8,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antony alonso,antony alonso,deportivo riestra,1998,1998.0,450000,844800,1998-05-11,27,first+last+birth_year
ariel gamarra,py PAR,"DF,MF",Arg Juniors,0.0,2003,0.3,0,0,0.0,0.4,0,0,8,12,66.67,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ariel gamarra,ariel gamarra,arg juniors,2003,2003.0,,,nan,,
armando mendez,uy URU,DF,Lanús,0.0,1996,8.7,0,0,0.4,0.9,4,3,229,302,75.83,27,18,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,armando mendez,armando mendez,lanus,1996,1996.0,1000000,605648,1996-03-31,29,key+birth_year
augusto lotti,it ITA,FW,Platense,0.0,1996,12.2,1,2,2.6,1.4,21,7,151,248,60.89,4,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,augusto lotti,augusto lotti,platense,1996,1996.0,800000,406296,1996-06-10,29,key+birth_year
augusto max,ar ARG,"MF,FW",Gimnasia–LP,0.0,1992,5.7,0,0,0.0,0.1,0,0,177,211,83.89,27,14,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,augusto max,augusto max,gimnasia lp,1992,1992.0,125000,149770,1992-08-10,33,first+last+birth_year
augusto schott,ar ARG,DF,Talleres,0.0,2000,19.2,4,1,1.2,1.7,18,8,625,831,75.21,47,34,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,augusto schott,augusto schott,talleres,2000,2000.0,350000,670566,2000-01-17,25,key+birth_year
augusto solari,ar ARG,"MF,FW",Unión,0.0,1992,3.6,1,0,0.3,0.1,3,1,97,144,67.36,9,7,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,augusto solari,augusto solari,union,1992,1992.0,250000,282694,1992-01-03,33,key+birth_year
axel werner,ar ARG,GK,Rosario Central,0.0,1996,3.0,0,0,0.0,0.0,0,0,50,78,64.1,0,0,0,0,0.0,0.0,6.0,6.0,100.0,3.0,100.0,0.0,0.0,0.0,0.0,1.7,0.28,1.7,0.56,12.0,38.0,31.6,50.0,13.0,42.0,38.3,2.0,4.9,1.0,0.33,13.1,True,0.0,axel werner,axel werner,rosario central,1996,1996.0,375000,236734,1996-02-28,29,key+birth_year
ayrton costa,ar ARG,DF,Boca Juniors,0.0,1999,13.1,1,0,1.6,0.2,8,3,539,615,87.64,35,26,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ayrton costa,ayrton costa,boca juniors,1999,1999.0,3200000,842910,1999-07-12,26,key+birth_year
ayrton portillo,ar ARG,"DF,MF",San Martín de San Juan,0.0,2000,22.5,0,1,0.4,0.7,11,2,346,605,57.19,28,16,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ayrton portillo,ayrton portillo,san martin de san juan,2000,2000.0,,,nan,,
ayrton preciado,ec ECU,"FW,MF",Aldosivi,0.0,1994,10.7,2,2,1.2,0.8,17,4,273,373,73.19,10,7,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ayrton preciado,ayrton preciado,aldosivi,1994,1994.0,,,nan,,
baltasar rodriguez,ar ARG,MF,Racing Club,0.0,2003,1.1,0,0,0.2,0.0,5,1,30,35,85.71,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,baltasar rodriguez,baltasar rodriguez,racing club,2003,2003.0,,,nan,,
