Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
agustin rossi,ar ARG,GK,Flamengo,0.0,1995,28.0,0,0,0.0,0.0,0,0,679,825,82.3,0,0,0,0,15.0,0.54,91.0,73.0,84.6,15.0,53.6,4.0,1.0,3.0,0.0,22.3,0.21,7.3,0.26,89.0,214.0,41.6,734.0,96.0,25.6,30.2,34.0,10.5,28.0,1.0,13.4,True,0.0,agustin rossi,agustin rossi,flamengo,1995,1995,8000000,352324,1995-08-21,30,first+last+birth_year
agustin sant'anna,uy URU,DF,RB Bragantino,0.0,1997,4.1,0,0,0.5,0.3,10,1,157,205,76.59,11,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,agustin sant anna,agustin anna,rb bragantino,1997,1997,3000000,400661,1997-09-27,28,first+last+birth_year
aitor cantalapiedra,es ESP,"MF,FW",Vitória,0.0,1996,7.3,2,2,2.0,1.7,13,6,138,200,69.0,4,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aitor cantalapiedra,aitor cantalapiedra,vitoria,1996,1996,1800000,323740,1996-02-10,29,first+last+birth_year
alan benitez,py PAR,"DF,FW",Internacional,0.0,1994,5.1,0,0,0.7,0.4,4,3,201,257,78.21,10,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan benitez,alan benitez,internacional,1994,1994,450000,344676,1994-01-25,31,first+last+birth_year
alan franco,ec ECU,MF,Atlético Mineiro,0.0,1998,21.2,0,0,0.2,0.2,3,0,900,993,90.63,39,25,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan franco,alan franco,atletico mineiro,1998,1998,4000000,400960,1998-08-21,27,first+last+birth_year
alan patrick,br BRA,"MF,FW",Internacional,0.0,1991,19.4,9,6,7.9,8.8,28,11,751,930,80.75,18,12,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan patrick,alan patrick,internacional,1991,1991,3000000,104505,1991-05-13,34,first+last+birth_year
alan rodriguez,uy URU,MF,Internacional,0.0,2000,6.2,0,0,0.4,0.2,5,2,191,233,81.97,17,9,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan rodriguez,alan rodriguez,internacional,2000,2000,2300000,465817,2000-01-25,25,first+last+birth_year
alan ruschel,br BRA,DF,Juventude,0.0,1989,11.6,0,0,0.0,0.8,0,0,380,495,76.77,23,7,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alan ruschel,alan ruschel,juventude,1989,1989,150000,75080,1989-08-23,36,first+last+birth_year
alejandro martinez,ar ARG,FW,Ceará,0.0,1997,0.5,0,1,0.0,0.1,1,1,10,18,55.56,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alejandro martinez,alejandro martinez,ceara,1997,1997,,,nan,,
alesson,br BRA,FW,Mirassol,0.0,1999,10.0,4,5,3.9,1.8,15,6,168,230,73.04,19,10,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alesson,alesson,mirassol,1999,1999,700000,480225,1999-02-16,26,first+last+birth_year
alex muralha,br BRA,GK,Mirassol,0.0,1989,7.0,0,0,0.0,0.2,0,0,152,198,76.77,0,0,0,0,10.0,1.43,28.0,18.0,67.9,0.0,0.0,1.0,1.0,0.0,0.0,8.8,0.29,-1.2,-0.17,14.0,55.0,25.5,160.0,27.0,26.9,29.9,5.0,4.2,16.0,2.29,15.0,True,0.0,alex muralha,alex muralha,mirassol,1989,1989,175000,277743,1989-11-10,35,first+last+birth_year
alex sandro,br BRA,DF,Flamengo,0.0,1991,14.2,0,0,0.2,1.2,6,1,849,965,87.98,12,6,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex sandro,alex sandro,flamengo,1991,1991,1800000,79960,1991-01-26,34,first+last+birth_year
alex santana,br BRA,MF,Corinthians,0.0,1995,1.2,0,0,0.1,0.0,1,0,61,69,88.41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex santana,alex santana,corinthians,1995,1995,1200000,219835,1995-05-13,30,first+last+birth_year
alex teixeira,br BRA,"MF,FW",Vasco da Gama,0.0,1990,1.3,0,0,0.3,0.0,4,2,48,54,88.89,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex teixeira,alex teixeira,vasco da gama,1990,1990,,,nan,,
alex telles,br BRA,DF,Botafogo (RJ),0.0,1992,13.8,3,3,2.2,2.3,17,3,624,751,83.09,12,10,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alex telles,alex telles,botafogo,1992,1992,4000000,255755,1992-12-15,32,first+last+birth_year
alexander aravena,cl CHI,"FW,MF",Grêmio,0.0,2002,5.7,3,0,2.6,0.8,12,4,129,159,81.13,6,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexander aravena,alexander aravena,gremio,2002,2002,5000000,662742,2002-09-06,23,first+last+birth_year
alexander barboza,ar ARG,DF,Botafogo (RJ),0.0,1995,17.9,0,0,0.5,0.1,14,4,921,1100,83.73,37,28,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexander barboza,alexander barboza,botafogo,1995,1995,5000000,379752,1995-03-16,30,first+last+birth_year
alexandro bernabei,ar ARG,DF,Internacional,0.0,2000,20.2,0,4,1.0,4.3,26,7,953,1246,76.48,58,34,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexandro bernabei,alexandro bernabei,internacional,2000,2000,7000000,719635,2000-09-24,25,first+last+birth_year
alexis duarte,py PAR,DF,Santos,0.0,2000,3.0,0,0,0.0,0.0,1,1,137,152,90.13,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexis duarte,alexis duarte,santos,2000,2000,3000000,491587,2000-03-12,25,first+last+birth_year
alexsander,br BRA,MF,Atlético Mineiro,0.0,2003,4.0,0,0,0.1,0.1,2,1,161,189,85.19,13,10,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alexsander,alexsander,atletico mineiro,2003,2003,5000000,997714,2003-10-08,22,first+last+birth_year
alisson,br BRA,MF,São Paulo,0.0,1993,19.2,0,1,1.0,0.6,16,7,1045,1192,87.67,25,15,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alisson,alisson,sao paulo,1993,1993,1800000,229736,1993-06-25,32,first+last+birth_year
alix vinicius,br BRA,DF,RB Bragantino,0.0,1999,1.7,0,0,0.0,0.0,0,0,81,94,86.17,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alix vinicius,alix vinicius,rb bragantino,1999,1999,1000000,880217,1999-11-06,25,fuzzy_global(100.0)
allan,br BRA,MF,Flamengo,0.0,1997,7.6,0,0,0.2,0.1,6,2,515,552,93.3,6,4,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,allan,allan,flamengo,1997,1997,4000000,385271,1997-03-03,28,first+last+birth_year
allanzinho,br BRA,"MF,FW",Fortaleza,0.0,2000,2.8,0,2,0.3,1.4,6,0,56,78,71.79,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,allanzinho,allanzinho,fortaleza,2000,2000,400000,685768,2000-04-04,25,first+last+birth_year
alvaro barreal,ar ARG,"FW,MF",Santos,0.0,2000,17.5,7,1,5.0,2.8,40,15,530,703,75.39,29,14,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvaro barreal,alvaro barreal,santos,2000,2000,5000000,613873,2000-08-17,25,first+last+birth_year
alvaro montoro,ar ARG,FW,Botafogo (RJ),0.0,2007,8.3,2,2,1.9,1.8,12,6,281,339,82.89,16,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alvaro montoro,alvaro montoro,botafogo,2007,2007,8000000,1228194,2007-04-17,18,first+last+birth_year
alysson edward,br BRA,"FW,MF",Grêmio,0.0,2006,13.8,1,1,2.0,1.1,25,7,242,346,69.94,38,18,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,alysson edward,alysson edward,gremio,2006,2006,5000000,1005583,2006-05-05,19,fuzzy_global(100.0)
andre,br BRA,"MF,FW",Corinthians,0.0,2006,1.4,1,0,0.4,0.0,2,1,28,43,65.12,7,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre,andre,corinthians,2006,2006,,,nan,,
andre carrillo,pe PER,MF,Corinthians,0.0,1991,10.2,1,0,1.0,1.4,7,2,604,686,88.05,14,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre carrillo,andre carrillo,corinthians,1991,1991,1000000,135057,1991-06-14,34,first+last+birth_year
andre filipinho,br BRA,DF,Juventude,0.0,1997,3.4,0,0,0.1,0.1,2,0,121,163,74.23,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre filipinho,andre filipinho,juventude,1997,1997,,,nan,,
andre martins,br BRA,FW,Grêmio,0.0,2001,6.0,3,2,2.7,1.4,23,10,145,184,78.8,8,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre martins,andre martins,gremio,2001,2001,,,nan,,
andre ramalho,br BRA,DF,Corinthians,0.0,1992,17.9,0,0,0.4,0.2,9,1,1117,1220,91.56,25,12,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre ramalho,andre ramalho,corinthians,1992,1992,1500000,175792,1992-02-16,33,first+last+birth_year
andre silva,br BRA,FW,São Paulo,0.0,1997,15.1,5,2,4.5,2.6,37,8,183,266,68.8,12,5,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andre silva,andre silva,sao paulo,1997,1997,4000000,565232,1997-06-03,28,first+last+birth_year
andreas pereira,br BRA,"MF,FW",Palmeiras,0.0,1996,5.9,2,0,0.3,0.5,10,3,273,337,81.01,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,andreas pereira,andreas pereira,palmeiras,1996,1996,18000000,203394,1996-01-01,29,first+last+birth_year
angel romero,py PAR,"FW,MF",Corinthians,0.0,1992,10.7,0,1,2.5,1.1,19,4,263,344,76.45,18,11,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,angel romero,angel romero,corinthians,1992,1992,1000000,262262,1992-07-04,33,first+last+birth_year
anibal moreno,ar ARG,MF,Palmeiras,0.0,1999,14.8,0,1,0.2,1.5,11,2,666,782,85.17,38,26,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,anibal moreno,anibal moreno,palmeiras,1999,1999,11000000,642758,1999-05-13,26,first+last+birth_year
anthoni,br BRA,GK,Internacional,0.0,2002,16.5,0,0,0.0,0.0,0,0,288,411,70.07,1,1,0,0,26.0,1.58,54.0,30.0,53.7,3.0,18.8,1.0,1.0,0.0,0.0,16.7,0.3,-7.3,-0.44,54.0,166.0,32.5,296.0,45.0,36.8,34.2,7.0,3.6,17.0,1.03,13.6,True,0.0,anthoni,anthoni,internacional,2002,2002,4000000,869437,2002-01-23,23,first+last+birth_year
antonio carlos,br BRA,DF,Sport Recife,0.0,1993,3.0,0,0,0.0,0.0,0,0,112,121,92.56,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antonio carlos,antonio carlos,sport recife,1993,1993,,,nan,,
antonio galeano,py PAR,FW,Ceará,0.0,2000,25.9,5,3,4.2,2.9,38,14,522,698,74.79,30,13,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,antonio galeano,antonio galeano,ceara,2000,2000,3000000,491599,2000-03-22,25,first+last+birth_year
arthur,br BRA,FW,Sport Recife,0.0,2003,2.2,0,0,0.3,0.3,4,0,26,30,86.67,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,arthur,arthur,sport recife,2003,2003,,,nan,,
arthur cabral,br BRA,FW,Botafogo (RJ),0.0,1998,11.4,3,2,3.9,0.7,31,11,120,149,80.54,11,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,arthur cabral,arthur cabral,botafogo,1998,1998,10000000,390638,1998-04-25,27,first+last+birth_year
arthur melo,br BRA,MF,Grêmio,0.0,1996,5.2,0,0,0.0,0.0,2,1,308,327,94.19,16,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,arthur melo,arthur melo,gremio,1996,1996,5000000,362842,1996-08-12,29,first+last+birth_year
artur,br BRA,"FW,MF",Botafogo (RJ),0.0,1998,15.4,2,4,3.4,2.8,30,10,362,468,77.35,11,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,artur,artur,botafogo,1998,1998,8000000,440658,1998-02-15,27,first+last+birth_year
aylon,br BRA,"FW,MF",Ceará,0.0,1992,7.5,2,0,2.6,0.1,16,7,113,166,68.07,16,10,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,aylon,aylon,ceara,1992,1992,300000,329845,1992-04-07,33,first+last+birth_year
ayrton lucas,br BRA,DF,Flamengo,0.0,1997,7.5,1,0,1.0,0.3,8,3,465,513,90.64,18,14,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,ayrton lucas,ayrton lucas,flamengo,1997,1997,6000000,349585,1997-06-19,28,first+last+birth_year
bahia,br BRA,MF,Corinthians,0.0,2006,0.5,0,0,0.2,0.0,1,0,13,17,76.47,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bahia,bahia,corinthians,2006,2006,,,nan,,
benjamin garre,ar ARG,"FW,MF",Vasco da Gama,0.0,2000,3.3,0,0,0.1,0.3,3,0,130,159,81.76,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benjamin garre,benjamin garre,vasco da gama,2000,2000,5000000,462977,2000-07-11,25,first+last+birth_year
benjamin kuscevic,cl CHI,DF,Fortaleza,0.0,1996,19.0,1,0,1.3,0.1,9,2,645,762,84.65,37,25,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benjamin kuscevic,benjamin kuscevic,fortaleza,1996,1996,2000000,340840,1996-05-02,29,first+last+birth_year
benjamin rollheiser,ar ARG,"MF,FW",Santos,0.0,2000,21.0,1,2,2.8,3.6,43,12,781,1008,77.48,19,13,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,benjamin rollheiser,benjamin rollheiser,santos,2000,2000,8000000,491704,2000-03-24,25,first+last+birth_year
bernard,br BRA,"MF,FW",Atlético Mineiro,0.0,1992,7.0,0,0,0.6,1.1,6,1,313,387,80.88,17,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bernard,bernard,atletico mineiro,1992,1992,1000000,175169,1992-09-08,33,first+last+birth_year
biel,br BRA,"FW,MF",Atlético Mineiro,0.0,2001,5.0,0,2,1.4,2.2,15,3,117,150,78.0,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,biel,biel,atletico mineiro,2001,2001,5000000,875328,2001-04-01,24,first+last+birth_year
bilal brahimi,dz ALG,FW,Santos,0.0,2000,0.2,0,0,0.0,0.0,1,1,9,13,69.23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bilal brahimi,bilal brahimi,santos,2000,2000,1800000,543051,2000-03-14,25,fuzzy_global(96.29629629629629)
brahian palacios,co COL,MF,Atlético Mineiro,0.0,2002,0.1,0,0,0.0,0.0,0,0,3,3,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,brahian palacios,brahian palacios,atletico mineiro,2002,2002,,,nan,,
braian aguirre,ar ARG,DF,Internacional,0.0,2000,23.4,1,0,0.5,1.0,16,4,1004,1300,77.23,58,36,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,braian aguirre,braian aguirre,internacional,2000,2000,2500000,829378,2000-07-28,25,first+last+birth_year
brenno,br BRA,GK,Fortaleza,0.0,1999,5.0,0,0,0.0,0.0,0,0,90,119,75.63,1,0,0,0,7.0,1.4,20.0,12.0,65.0,0.0,0.0,1.0,0.0,1.0,0.0,7.2,0.32,0.2,0.03,13.0,40.0,32.5,80.0,21.0,31.3,31.1,1.0,1.9,2.0,0.4,10.6,True,0.0,brenno,brenno,fortaleza,1999,1999,1000000,555016,1999-04-01,26,first+last+birth_year
breno,br BRA,"FW,MF",Fortaleza,0.0,1996,16.9,4,0,4.4,1.5,40,12,431,559,77.1,10,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,breno,breno,fortaleza,1996,1996,2500000,542598,1996-01-24,29,fuzzy_global(100.0)
bruninho,br BRA,MF,Fortaleza,0.0,2005,0.8,0,0,0.0,0.1,2,0,24,30,80.0,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruninho,bruninho,fortaleza,2005,2005,,,nan,,
bruno ferreira,br BRA,GK,Ceará,0.0,1994,20.7,0,0,0.0,0.0,0,0,367,585,62.74,1,1,0,0,20.0,0.97,74.0,54.0,74.3,6.0,28.6,1.0,1.0,0.0,0.0,23.5,0.31,3.5,0.17,102.0,295.0,34.6,405.0,68.0,44.4,37.4,28.0,7.7,18.0,0.87,11.7,True,0.0,bruno ferreira,bruno ferreira,ceara,1994,1994,300000,214701,1994-03-16,31,fuzzy_global(100.0)
bruno fuchs,br BRA,DF,Palmeiras,0.0,1999,12.1,2,0,1.0,0.7,5,2,574,649,88.44,22,14,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno fuchs,bruno fuchs,palmeiras,1999,1999,3000000,563692,1999-04-01,26,first+last+birth_year
bruno gomes,br BRA,"MF,DF",Internacional,0.0,2001,1.4,0,0,0.0,0.0,2,1,64,80,80.0,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno gomes,bruno gomes,internacional,2001,2001,5000000,703322,2001-04-04,24,first+last+birth_year
bruno henrique,br BRA,"FW,MF",Flamengo,0.0,1990,14.0,2,0,3.4,0.5,35,12,240,322,74.53,17,13,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno henrique,bruno henrique,flamengo,1990,1990,1000000,353108,1990-12-30,34,first+last+birth_year
bruno nascimento,br BRA,FW,Palmeiras,0.0,1997,1.0,1,0,0.4,0.1,3,2,11,15,73.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno nascimento,bruno nascimento,palmeiras,1997,1997,,,nan,,
bruno pacheco,br BRA,DF,Fortaleza,0.0,1991,9.0,1,1,0.2,0.4,3,2,258,341,75.66,19,13,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno pacheco,bruno pacheco,fortaleza,1991,1991,300000,435163,1991-12-08,33,first+last+birth_year
bruno praxedes,br BRA,"MF,FW",RB Bragantino,0.0,2002,3.6,0,0,0.6,0.1,11,2,133,176,75.57,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno praxedes,bruno praxedes,rb bragantino,2002,2002,2000000,574765,2002-02-08,23,fuzzy_global(100.0)
bruno tabata,br BRA,"FW,MF",Internacional,0.0,1997,10.1,3,0,2.0,1.2,26,9,407,539,75.51,16,11,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno tabata,bruno tabata,internacional,1997,1997,2000000,438202,1997-03-30,28,first+last+birth_year
bruno tubarao,br BRA,"FW,DF",Ceará,0.0,1995,1.1,0,0,0.1,0.0,2,0,34,49,69.39,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,bruno tubarao,bruno tubarao,ceara,1995,1995,300000,214701,1994-03-16,31,fuzzy_global(100.0)
budiga roni,br BRA,MF,Mirassol,0.0,1999,1.4,0,0,0.0,0.0,1,0,67,75,89.33,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,budiga roni,budiga roni,mirassol,1999,1999,1200000,725049,1999-04-15,26,fuzzy_global(100.0)
caca,br BRA,DF,Corinthians,0.0,1999,14.9,2,0,1.1,0.2,7,4,929,982,94.6,24,20,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,caca,caca,corinthians,1999,1999,2000000,603122,1999-04-25,26,first+last+birth_year
caio alexandre,br BRA,MF,Bahia,0.0,1999,13.1,0,1,0.3,1.2,7,1,849,950,89.37,25,13,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,caio alexandre,caio alexandre,bahia,1999,1999,7000000,727751,1999-02-24,26,first+last+birth_year
caio paulista,br BRA,"DF,MF",Atlético Mineiro,0.0,1998,7.7,0,0,0.7,0.4,15,1,328,409,80.2,15,7,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,caio paulista,caio paulista,atletico mineiro,1998,1998,2500000,601011,1998-05-11,27,first+last+birth_year
caique de jesus goncalves,br BRA,MF,Juventude,0.0,1995,16.6,0,0,0.1,0.3,3,0,591,679,87.04,49,32,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,caique de jesus goncalves,caique goncalves,juventude,1995,1995,500000,555310,1995-10-10,30,first+last+birth_year
caique franca,br BRA,GK,Sport Recife,0.0,1995,12.0,0,0,0.0,0.0,0,0,250,324,77.16,1,1,0,0,20.0,1.67,59.0,40.0,71.2,2.0,16.7,4.0,3.0,0.0,1.0,17.7,0.26,-1.3,-0.1,44.0,106.0,41.5,223.0,52.0,27.8,31.5,10.0,6.1,11.0,0.92,13.9,True,0.0,caique franca,caique franca,sport recife,1995,1995,1000000,408850,1995-06-03,30,first+last+birth_year
calebe,br BRA,MF,Fortaleza,0.0,2000,2.5,1,0,0.5,0.4,5,2,67,84,79.76,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,calebe,calebe,fortaleza,2000,2000,,,nan,,
camilo,br BRA,"MF,DF",Grêmio,0.0,1999,7.8,0,0,0.2,0.1,7,1,179,234,76.5,22,11,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,camilo,camilo,gremio,1999,1999,1200000,672202,1999-02-23,26,first+last+birth_year
camutanga,br BRA,DF,Vitória,0.0,1993,6.8,0,0,0.2,0.0,5,2,174,200,87.0,7,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,camutanga,camutanga,vitoria,1993,1993,400000,607817,1993-09-27,32,first+last+birth_year
carlinhos,br BRA,FW,Vitória,0.0,1997,1.8,1,0,1.5,0.0,10,1,26,36,72.22,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,carlinhos,carlinhos,vitoria,1997,1997,1500000,363173,1997-02-12,28,first+last+birth_year
carlos alberto,br BRA,"FW,MF",Sport Recife,0.0,2002,3.7,0,0,0.5,0.1,3,2,51,69,73.91,4,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,carlos alberto,carlos alberto,sport recife,2002,2002,,,nan,,
carlos cuesta,co COL,DF,Vasco da Gama,0.0,1999,5.3,1,0,0.3,0.0,3,2,192,223,86.1,10,7,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,carlos cuesta,carlos cuesta,vasco da gama,1999,1999,7000000,474589,1999-03-09,26,first+last+birth_year
