Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
adam wharton,eng ENG,MF,Crystal Palace,20,2004,14.6,0,2,0.4,3.0,13,5,548,725,75.59,34,14,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,adam wharton,adam wharton,crystal palace,2004,2004.0,45000000,744149,2004-02-06,21,key+birth_year
adama traore,es ESP,"FW,MF",Fulham,28,1996,19.7,2,7,4.0,4.9,39,12,424,587,72.23,20,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,adama traore,adama traore,fulham,1996,1996.0,9000000,204103,1996-01-25,29,first+last+birth_year
albert grnbaek,dk DEN,"FW,MF",Southampton,23,2001,1.6,0,0,0.1,0.0,2,0,13,18,72.22,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,albert grnbaek,albert grnbaek,southampton,2001,2001.0,11000000,503866,2001-05-23,24,fuzzy_global(96.55172413793103)
alejandro garnacho,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,6,2,7.3,4.5,84,29,649,823,78.86,30,18,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alejandro garnacho,alejandro garnacho,manchester utd,2004,2004.0,45000000,811779,2004-07-01,20,first+last+birth_year
alex iwobi,ng NGA,"FW,MF",Fulham,28,1996,33.1,9,6,4.7,7.0,68,29,1150,1532,75.07,44,25,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,alex iwobi,alex iwobi,fulham,1996,1996.0,28000000,242631,1996-05-03,29,first+last+birth_year
alex mccarthy,eng ENG,GK,Southampton,34,1989,5.0,0,0,0.0,0.0,0,0,117,156,75.0,0,0,0,0,13.0,2.6,37.0,24.0,70.3,0.0,0.0,2.0,2.0,0.0,0.0,12.6,0.29,-0.4,-0.07,24.0,52.0,46.2,132.0,29.0,33.3,29.5,8.0,10.8,0.0,0.0,6.5,True,34.0,alex mccarthy,alex mccarthy,southampton,1989,1989.0,350000,95976,1989-12-03,35,first+last+birth_year
alex moreno,es ESP,"DF,MF",Nott'ham Forest,31,1993,10.6,0,1,0.2,1.3,6,0,308,428,71.96,25,18,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,alex moreno,alex moreno,nott ham forest,1993,1993.0,7000000,193098,1993-06-08,32,first+last+birth_year
alex palmer,eng ENG,GK,Ipswich Town,27,1996,13.0,0,0,0.0,0.0,0,0,299,423,70.69,0,0,0,0,30.0,2.31,71.0,43.0,59.2,0.0,0.0,1.0,1.0,0.0,0.0,25.1,0.35,-2.9,-0.22,71.0,186.0,38.2,329.0,55.0,36.8,33.9,20.0,8.0,13.0,1.0,11.5,True,27.0,alex palmer,alex palmer,ipswich town,1996,1996.0,1000000,245625,1996-08-10,28,key+birth_year
alex scott,eng ENG,MF,Bournemouth,20,2003,8.4,0,0,0.7,0.9,15,6,286,342,83.63,27,14,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alex scott,alex scott,bournemouth,2003,2003.0,20000000,855256,2003-08-21,21,first+last+birth_year
alexander isak,se SWE,FW,Newcastle Utd,24,1999,30.6,23,6,20.3,4.3,95,41,519,689,75.33,12,5,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,alexander isak,alexander isak,newcastle utd,1999,1999.0,120000000,349066,1999-09-21,25,first+last+birth_year
alexis mac allister,ar ARG,MF,Liverpool,25,1998,28.9,5,5,2.8,4.7,38,13,1273,1524,83.53,95,58,61,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,alexis mac allister,alexis allister,liverpool,1998,1998.0,100000000,534033,1998-12-24,26,first+last+birth_year
alfie dorrington,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0.0,0.0,0,0,15,16,93.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,alfie dorrington,alfie dorrington,tottenham,2005,2005.0,700000,796300,2005-04-20,20,first+last+birth_year
alfie pond,eng ENG,DF,Wolves,20,2004,0.0,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,alfie pond,alfie pond,wolves,2004,2004.0,250000,821522,2004-03-01,21,first+last+birth_year
ali al hamadi,iq IRQ,FW,Ipswich Town,22,2002,1.5,0,0,0.4,0.1,4,0,25,30,83.33,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,ali al hamadi,ali hamadi,ipswich town,2002,2002.0,2500000,610581,2002-03-01,23,key+birth_year
alisson,br BRA,GK,Liverpool,31,1992,27.9,0,0,0.0,0.6,0,0,794,959,82.79,1,0,0,0,29.0,1.04,100.0,73.0,72.0,9.0,32.1,1.0,1.0,0.0,0.0,30.5,0.3,3.5,0.13,68.0,203.0,33.5,877.0,128.0,19.7,26.6,11.0,4.3,49.0,1.76,16.0,True,31.0,alisson,alisson,liverpool,1992,1992.0,20000000,105470,1992-10-02,32,first+last+birth_year
alphonse areola,fr FRA,GK,West Ham,31,1993,25.1,0,0,0.0,0.0,0,0,688,989,69.57,2,2,0,0,41.0,1.63,115.0,77.0,64.3,5.0,20.0,0.0,0.0,0.0,0.0,35.4,0.31,-2.6,-0.1,135.0,384.0,35.2,788.0,119.0,34.4,32.1,15.0,3.8,30.0,1.19,15.0,True,31.0,alphonse areola,alphonse areola,west ham,1993,1993.0,9000000,120629,1993-02-27,32,first+last+birth_year
altay bayndr,tr TUR,GK,Manchester Utd,26,1998,4.0,0,0,0.0,0.0,0,0,92,152,60.53,0,0,0,0,10.0,2.5,17.0,8.0,41.2,1.0,25.0,0.0,0.0,0.0,0.0,10.1,0.59,1.1,0.27,13.0,62.0,21.0,128.0,12.0,34.4,34.1,4.0,7.1,7.0,1.75,12.0,True,26.0,altay bayndr,altay bayndr,manchester utd,1998,1998.0,8000000,336077,1998-04-14,27,fuzzy_global(92.3076923076923)
amad diallo,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,8,6,4.7,4.9,47,17,795,949,83.77,38,31,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,amad diallo,amad diallo,manchester utd,2002,2002.0,45000000,536835,2002-07-11,22,first+last+birth_year
amadou onana,be BEL,MF,Aston Villa,22,2001,18.0,3,0,2.1,0.7,17,6,703,802,87.66,55,30,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,amadou onana,amadou onana,aston villa,2001,2001.0,50000000,485706,2001-08-16,23,key+birth_year
andre,br BRA,MF,Wolves,23,2001,27.5,0,0,0.4,0.8,10,1,1247,1342,92.92,91,55,42,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,andre,andre,wolves,2001,2001.0,28000000,800176,2001-07-16,23,first+last+birth_year
andre onana,cm CMR,GK,Manchester Utd,28,1996,34.0,0,0,0.0,0.2,0,0,948,1306,72.59,2,2,0,0,44.0,1.29,132.0,88.0,68.9,9.0,26.5,4.0,3.0,1.0,0.0,44.0,0.31,1.0,0.03,118.0,440.0,26.8,1152.0,136.0,29.7,30.3,22.0,5.5,23.0,0.68,11.8,True,28.0,andre onana,andre onana,manchester utd,1996,1996.0,25000000,234509,1996-04-02,29,first+last+birth_year
andreas pereira,br BRA,MF,Fulham,28,1996,22.4,2,4,3.8,4.6,38,8,670,970,69.07,24,13,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,andreas pereira,andreas pereira,fulham,1996,1996.0,18000000,203394,1996-01-01,29,first+last+birth_year
andres garcia,es ESP,"DF,MF",Aston Villa,21,2003,3.5,0,0,0.0,0.2,2,0,174,201,86.57,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,andres garcia,andres garcia,aston villa,2003,2003.0,7000000,1063329,2003-02-07,22,key+birth_year
andrew robertson,sct SCO,DF,Liverpool,30,1994,27.6,0,1,1.2,4.6,15,2,1559,1885,82.71,39,22,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,andrew robertson,andrew robertson,liverpool,1994,1994.0,18000000,234803,1994-03-11,31,first+last+birth_year
andy irving,sct SCO,MF,West Ham,24,2000,1.8,0,0,0.1,0.2,4,2,109,124,87.9,7,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,andy irving,andy irving,west ham,2000,2000.0,,,nan,,
anthony elanga,se SWE,"FW,MF",Nott'ham Forest,22,2002,27.8,6,11,4.5,5.7,44,24,540,827,65.3,19,14,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,anthony elanga,anthony elanga,nott ham forest,2002,2002.0,42000000,583189,2002-04-27,23,first+last+birth_year
anthony gordon,eng ENG,"FW,MF",Newcastle Utd,23,2001,27.0,6,5,8.0,5.0,57,16,720,982,73.32,32,18,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,anthony gordon,anthony gordon,newcastle utd,2001,2001.0,65000000,503733,2001-02-24,24,first+last+birth_year
antoine semenyo,gh GHA,FW,Bournemouth,24,2000,35.6,11,5,10.0,5.8,125,40,821,1119,73.37,55,35,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,antoine semenyo,antoine semenyo,bournemouth,2000,2000.0,40000000,583255,2000-01-07,25,first+last+birth_year
antonee robinson,us USA,DF,Fulham,26,1997,35.2,0,10,0.7,4.2,16,2,1595,2076,76.83,95,61,43,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,antonee robinson,antonee robinson,fulham,1997,1997.0,35000000,349701,1997-08-08,27,first+last+birth_year
antonin kinsky,cz CZE,GK,Tottenham,21,2003,6.0,0,0,0.0,0.1,0,0,167,217,76.96,3,1,0,0,11.0,1.83,32.0,23.0,65.6,1.0,16.7,0.0,0.0,0.0,0.0,10.5,0.33,1.5,0.25,17.0,58.0,29.3,186.0,37.0,26.9,30.7,10.0,8.9,9.0,1.5,12.1,True,21.0,antonin kinsky,antonin kinsky,tottenham,2003,2003.0,15000000,725912,2003-03-13,22,first+last+birth_year
antony,br BRA,"DF,MF",Manchester Utd,24,2000,1.6,0,0,1.0,0.1,6,3,56,69,81.16,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,antony,antony,manchester utd,2000,2000.0,35000000,602105,2000-02-24,25,first+last+birth_year
archie gray,eng ENG,"DF,MF",Tottenham,18,2006,19.5,0,0,0.0,0.1,1,1,1001,1145,87.42,16,8,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,archie gray,archie gray,tottenham,2006,2006.0,38000000,922693,2006-03-12,19,first+last+birth_year
arijanet muric,xk KVX,GK,Ipswich Town,25,1998,18.0,0,0,0.0,0.0,0,0,454,633,71.72,0,0,0,0,33.0,1.83,100.0,67.0,70.0,1.0,5.6,3.0,3.0,0.0,0.0,31.4,0.29,-1.6,-0.09,76.0,229.0,33.2,534.0,94.0,29.6,30.3,39.0,15.7,20.0,1.11,12.2,True,25.0,arijanet muric,arijanet muric,ipswich town,1998,1998.0,5000000,371021,1998-11-07,26,key+birth_year
armando broja,al ALB,FW,Everton,22,2001,3.7,0,0,0.1,0.2,4,0,53,73,72.6,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,armando broja,armando broja,everton,2001,2001.0,12000000,571743,2001-09-10,23,first+last+birth_year
armel bella kotchap,de GER,DF,Southampton,22,2001,3.7,0,0,0.3,0.0,1,0,202,224,90.18,7,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,armel bella kotchap,armel kotchap,southampton,2001,2001.0,9000000,467563,2001-12-11,23,first+last+birth_year
asher agbinone,eng ENG,MF,Crystal Palace,18,2005,0.1,0,0,0.0,0.0,1,0,2,3,66.67,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,asher agbinone,asher agbinone,crystal palace,2005,2005.0,75000,1047256,2005-09-28,19,key+birth_year
ashley young,eng ENG,DF,Everton,39,1985,20.8,1,3,0.3,2.3,6,3,708,999,70.87,58,33,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.0,ashley young,ashley young,everton,1985,1985.0,500000,14086,1985-07-09,39,first+last+birth_year
axel disasi,fr FRA,DF,Aston Villa,26,1998,5.4,0,0,0.1,0.4,2,0,243,280,86.79,8,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,axel disasi,axel disasi,aston villa,1998,1998.0,22000000,386047,1998-03-11,27,key+birth_year
axel tuanzebe,cd COD,DF,Ipswich Town,26,1997,19.0,0,1,0.2,0.3,4,0,682,814,83.78,31,19,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,axel tuanzebe,axel tuanzebe,ipswich town,1997,1997.0,5000000,342046,1997-11-14,27,key+birth_year
ayden heaven,eng ENG,DF,Manchester Utd,17,2006,1.9,0,0,0.1,0.0,2,0,90,106,84.91,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,ayden heaven,ayden heaven,manchester utd,2006,2006.0,5000000,1078163,2006-09-22,18,first+last+birth_year
bart verbruggen,nl NED,GK,Brighton,21,2002,36.0,0,1,0.0,0.0,0,0,1011,1315,76.88,0,0,1,0,58.0,1.61,143.0,87.0,65.7,7.0,19.4,9.0,9.0,0.0,0.0,51.0,0.31,-5.0,-0.14,122.0,386.0,31.6,1226.0,122.0,26.9,29.7,27.0,6.5,47.0,1.31,13.9,True,21.0,bart verbruggen,bart verbruggen,brighton,2002,2002.0,30000000,565093,2002-08-18,22,first+last+birth_year
ben brereton,cl CHI,FW,Southampton,25,1999,5.0,0,0,0.9,0.1,11,1,128,166,77.11,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,ben brereton,ben brereton,southampton,1999,1999.0,7500000,426192,1999-04-18,26,fuzzy_global(100.0)
ben chilwell,eng ENG,DF,Crystal Palace,27,1996,2.9,1,0,0.2,0.8,5,3,92,125,73.6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,ben chilwell,ben chilwell,crystal palace,1996,1996.0,15000000,316125,1996-12-21,28,key+birth_year
ben davies,wls WAL,DF,Tottenham,31,1993,14.8,0,0,0.3,0.2,5,1,896,1023,87.59,17,11,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,ben davies,ben davies,tottenham,1993,1993.0,6000000,192765,1993-04-24,32,first+last+birth_year
ben godfrey,eng ENG,DF,Ipswich Town,26,1998,1.8,0,0,0.0,0.0,0,0,47,57,82.46,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ben godfrey,ben godfrey,ipswich town,1998,1998.0,6000000,343475,1998-01-15,27,key+birth_year
ben johnson,eng ENG,"DF,FW",Ipswich Town,24,2000,15.0,1,2,1.1,1.3,7,3,298,416,71.63,38,22,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,ben johnson,ben johnson,ipswich town,2000,2000.0,8000000,468002,2000-01-24,25,key+birth_year
ben mee,eng ENG,DF,Brentford,34,1989,2.0,0,0,0.0,0.0,0,0,93,120,77.5,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ben mee,ben mee,brentford,1989,1989.0,700000,74810,1989-09-21,35,first+last+birth_year
ben white,eng ENG,DF,Arsenal,26,1997,13.3,0,2,0.5,1.4,9,2,580,692,83.82,20,14,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,ben white,ben white,arsenal,1997,1997.0,45000000,335721,1997-10-08,27,first+last+birth_year
ben winterburn,eng ENG,"MF,FW",Bournemouth,19,2004,0.3,0,0,0.0,0.0,0,0,5,7,71.43,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ben winterburn,ben winterburn,bournemouth,2004,2004.0,500000,854721,2004-09-04,20,first+last+birth_year
benoit badiashile,fr FRA,DF,Chelsea,23,2001,3.7,0,0,0.0,0.0,0,0,273,304,89.8,9,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,benoit badiashile,benoit badiashile,chelsea,2001,2001.0,22000000,463603,2001-03-26,24,first+last+birth_year
bernardo silva,pt POR,"MF,FW",Manchester City,29,1994,29.7,4,4,3.9,5.1,32,11,1547,1783,86.76,56,37,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,bernardo silva,bernardo silva,manchester city,1994,1994.0,38000000,241641,1994-08-10,30,key+birth_year
bernd leno,de GER,GK,Fulham,32,1992,38.0,0,1,0.0,0.1,0,0,1149,1404,81.84,2,2,1,0,54.0,1.42,159.0,106.0,67.9,5.0,13.2,4.0,3.0,1.0,0.0,48.9,0.29,-3.1,-0.08,141.0,367.0,38.4,1231.0,167.0,22.7,28.9,23.0,4.5,33.0,0.87,13.3,True,32.0,bernd leno,bernd leno,fulham,1992,1992.0,10000000,72476,1992-03-04,33,first+last+birth_year
beto,gw GNB,FW,Everton,26,1998,17.0,8,0,8.2,1.2,49,23,156,268,58.21,14,6,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,beto,beto,everton,1998,1998.0,22000000,595809,1998-01-31,27,first+last+birth_year
bilal el khannouss,ma MAR,"MF,FW",Leicester City,20,2004,24.2,2,3,1.3,4.6,30,7,798,1063,75.07,50,30,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,bilal el khannouss,bilal khannouss,leicester city,2004,2004.0,28000000,654982,2004-05-10,21,key+birth_year
billy gilmour,sct SCO,MF,Brighton,23,2001,1.1,0,0,0.1,0.0,1,0,58,67,86.57,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,billy gilmour,billy gilmour,brighton,2001,2001.0,20000000,423744,2001-06-11,24,first+last+birth_year
bobby de cordova-reid,jm JAM,FW,Leicester City,31,1993,8.3,1,2,0.8,1.2,7,3,145,206,70.39,9,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,bobby de cordova reid,bobby reid,leicester city,1993,1993.0,2500000,186186,1993-02-02,32,key+birth_year
boubacar kamara,fr FRA,MF,Aston Villa,24,1999,19.2,1,0,0.8,0.9,10,3,825,931,88.61,50,21,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,boubacar kamara,boubacar kamara,aston villa,1999,1999.0,40000000,394327,1999-11-23,25,key+birth_year
boubacar traore,ml MLI,MF,Wolves,22,2001,0.0,0,0,0.0,0.0,0,0,0,0,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,boubacar traore,boubacar traore,wolves,2001,2001.0,5000000,649020,2001-08-20,23,first+last+birth_year
boubakary soumare,fr FRA,MF,Leicester City,25,1999,24.1,0,0,0.3,0.4,7,0,1073,1234,86.95,37,20,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,boubakary soumare,boubakary soumare,leicester city,1999,1999.0,12000000,344605,1999-02-27,26,key+birth_year
brajan gruda,de GER,"MF,FW",Brighton,20,2004,7.6,1,4,1.2,2.1,11,5,187,251,74.5,16,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,brajan gruda,brajan gruda,brighton,2004,2004.0,25000000,700106,2004-05-31,21,first+last+birth_year
brandon austin,eng ENG,GK,Tottenham,25,1999,1.0,0,0,0.0,0.0,0,0,22,32,68.75,0,0,0,0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.55,0.2,0.2,3.0,11.0,27.3,26.0,5.0,38.5,32.3,5.0,33.3,2.0,2.0,12.4,True,25.0,brandon austin,brandon austin,tottenham,1999,1999.0,600000,428016,1999-01-08,26,first+last+birth_year
brennan johnson,wls WAL,FW,Tottenham,23,2001,24.2,11,3,10.4,2.3,54,20,449,638,70.38,39,26,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,brennan johnson,brennan johnson,tottenham,2001,2001.0,40000000,470607,2001-05-23,24,first+last+birth_year
bruno fernandes,pt POR,MF,Manchester Utd,29,1994,33.5,8,10,9.9,8.5,93,26,1707,2242,76.14,84,50,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,bruno fernandes,bruno fernandes,manchester utd,1994,1994.0,50000000,240306,1994-09-08,30,first+last+birth_year
bruno guimaraes,br BRA,MF,Newcastle Utd,26,1997,36.3,5,6,4.3,6.1,45,13,1481,1798,82.37,83,47,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,bruno guimaraes,bruno guimaraes,newcastle utd,1997,1997.0,80000000,520624,1997-11-16,27,first+last+birth_year
bryan mbeumo,cm CMR,FW,Brentford,24,1999,37.9,20,7,12.3,8.3,79,34,872,1319,66.11,49,31,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,bryan mbeumo,bryan mbeumo,brentford,1999,1999.0,55000000,413039,1999-08-07,25,first+last+birth_year
bukayo saka,eng ENG,"FW,MF",Arsenal,22,2001,19.2,6,10,6.8,7.6,66,22,552,731,75.51,29,15,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,bukayo saka,bukayo saka,arsenal,2001,2001.0,150000000,433177,2001-09-05,23,first+last+birth_year
caleb kporha,eng ENG,DF,Crystal Palace,18,2006,0.1,0,0,0.0,0.0,0,0,5,7,71.43,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,caleb kporha,caleb kporha,crystal palace,2006,2006.0,1000000,1047261,2006-07-15,18,key+birth_year
caleb okoli,it ITA,DF,Leicester City,23,2001,12.5,1,0,0.6,0.0,4,2,559,648,86.27,25,14,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,caleb okoli,caleb okoli,leicester city,2001,2001.0,10000000,461833,2001-07-13,23,key+birth_year
callum hudson-odoi,eng ENG,"FW,MF",Nott'ham Forest,23,2000,24.4,5,2,2.5,2.7,37,17,691,843,81.97,22,14,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,callum hudson odoi,callum odoi,nott ham forest,2000,2000.0,25000000,392768,2000-11-07,24,first+last+birth_year
callum wilson,eng ENG,FW,Newcastle Utd,32,1992,4.1,0,0,0.4,0.1,6,1,40,53,75.47,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,callum wilson,callum wilson,newcastle utd,1992,1992.0,8000000,123682,1992-02-27,33,first+last+birth_year
calvin bassey,ng NGA,DF,Fulham,24,1999,34.2,1,0,1.0,0.1,14,4,1934,2155,89.74,54,34,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,calvin bassey,calvin bassey,fulham,1999,1999.0,25000000,461883,1999-12-31,25,first+last+birth_year
cameron archer,eng ENG,FW,Southampton,23,2001,16.0,2,0,5.7,0.5,28,10,205,251,81.67,13,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,cameron archer,cameron archer,southampton,2001,2001.0,12000000,533662,2001-12-09,23,first+last+birth_year
