tm_player_id,name,dob,nationality,tm_club_id,primary_position,sub_position,market_value_eur,last_update
1277,Clemens Fritz,1980-12-07 00:00:00,Germany,86,Defender,Right-Back,750000.0,
1321,Jermaine Jones,1981-11-03 00:00:00,United States,114,Midfield,Defensive Midfield,600000.0,
1323,Martin Amedick,1982-09-06 00:00:00,Germany,24,Defender,Centre-Back,300000.0,
1327,Alou Diarra,1981-07-15 00:00:00,France,1159,Midfield,Defensive Midfield,250000.0,
1331,Kevin Kuranyi,1982-03-02 00:00:00,Germany,533,Attack,Centre-Forward,1250000.0,
1335,Steven Cherundolo,1979-02-19 00:00:00,United States,42,Defender,Right-Back,750000.0,
1363,Christian Wetklo,1980-01-11 00:00:00,Germany,33,Goalkeeper,Goalkeeper,50000.0,
1368,Guy Demel,1981-06-13 00:00:00,Cote d'Ivoire,1519,Defender,Right-Back,150000.0,
1381,Maik Franz,1981-08-05 00:00:00,Germany,44,Defender,Centre-Back,300000.0,
1397,Michael Owen,1979-12-14 00:00:00,England,512,Attack,Centre-Forward,1000000.0,
1423,Lars Jacobsen,1979-09-20 00:00:00,Denmark,855,Defender,Right-Back,500000.0,
1426,Cacau,1981-03-27 00:00:00,Germany,79,Attack,Centre-Forward,350000.0,
1428,Mike Hanke,1983-11-05 00:00:00,Germany,60,Attack,Centre-Forward,1000000.0,
1443,Christian Poulsen,1980-02-28 00:00:00,Denmark,190,Midfield,Defensive Midfield,400000.0,
1474,Tim Wiese,1981-12-17 00:00:00,Germany,533,Goalkeeper,Goalkeeper,500000.0,
1496,Heiko Butscher,1980-07-28 00:00:00,Germany,24,Defender,Centre-Back,200000.0,
1532,Wesley Sonck,1978-08-09 00:00:00,Belgium,28643,Missing,,200000.0,
1560,Youssef El Akchaoui,1981-02-18 00:00:00,Morocco,306,Defender,Left-Back,350000.0,
1565,Alexander Meier,1983-01-17 00:00:00,Germany,24,Attack,Second Striker,300000.0,
1568,Stefan Reisinger,1981-09-14 00:00:00,Germany,38,Attack,Centre-Forward,500000.0,
1572,Andreas Wolf,1982-06-12 00:00:00,Germany,162,Defender,Centre-Back,500000.0,
1573,Thomas Hitzlsperger,1982-04-05 00:00:00,Germany,29,Midfield,Central Midfield,1000000.0,
1586,Christian Schulz,1983-04-01 00:00:00,Germany,42,Defender,Centre-Back,100000.0,
1587,Mario Eggimann,,Switzerland,42,Defender,Centre-Back,400000.0,
1606,Morten Rasmussen,1985-03-26 00:00:00,Denmark,2414,Defender,Centre-Back,50000.0,
1613,Vivian,1982-04-05 00:00:00,Brazil,855,Defender,Centre-Back,100000.0,
1659,Dennis Kruppke,1980-04-01 00:00:00,Germany,23,Attack,Second Striker,400000.0,
1662,Sascha Riether,1983-03-23 00:00:00,Germany,33,Defender,Right-Back,300000.0,
1667,Diego Benaglio,1983-09-08 00:00:00,Switzerland,162,Goalkeeper,Goalkeeper,250000.0,
1684,Milorad Pekovic,1977-08-05 00:00:00,Montenegro,65,Midfield,Defensive Midfield,150000.0,
1716,David Odonkor,1984-02-21 00:00:00,Germany,6996,Attack,Right Winger,500000.0,
1725,Jesper Christiansen,1978-04-24 00:00:00,Denmark,173,Goalkeeper,Goalkeeper,50000.0,
1726,Heiko Westermann,1983-08-14 00:00:00,Germany,610,Defender,Centre-Back,400000.0,
1743,Patrick Platins,1983-04-19 00:00:00,Germany,105,Goalkeeper,Goalkeeper,250000.0,
1772,Du-ri Cha,1980-07-25 00:00:00,"Korea, South",38,Defender,Right-Back,825000.0,
1784,René Adler,1985-01-15 00:00:00,Germany,39,Goalkeeper,Goalkeeper,500000.0,
1791,Halil Altintop,1982-12-08 00:00:00,Turkey,167,Midfield,Attacking Midfield,200000.0,
1792,Hamit Altintop,1982-12-08 00:00:00,Turkey,105,Midfield,Right Midfield,300000.0,
1841,Ali Bilgin,1981-12-17 00:00:00,Turkey,10484,Midfield,Central Midfield,175000.0,
1896,Ahmet Cebe,1983-05-02 00:00:00,Germany,19771,Defender,Right-Back,50000.0,
1944,Deniz Dogan,,Turkey,23,Defender,Centre-Back,75000.0,
1986,Markus Feulner,1982-02-12 00:00:00,Germany,167,Midfield,Central Midfield,100000.0,
2048,Philipp Haastrup,1982-03-05 00:00:00,Germany,403,Defender,Centre-Back,100000.0,
2050,Nelson Valdez,1983-11-28 00:00:00,Paraguay,24,Attack,Centre-Forward,100000.0,
2138,Mladen Kascelan,1983-02-13 00:00:00,Montenegro,40426,Midfield,Defensive Midfield,25000.0,
2148,Erdal Kilicaslan,1984-08-23 00:00:00,Germany,2944,Attack,Left Winger,400000.0,
2150,Oliver Kirch,1982-08-21 00:00:00,Germany,16,Midfield,Defensive Midfield,500000.0,
2154,Patric Klandt,1983-09-29 00:00:00,Germany,4,Goalkeeper,Goalkeeper,50000.0,
2201,Lukas Kruse,1983-07-09 00:00:00,Germany,127,Goalkeeper,Goalkeeper,100000.0,
2219,Philipp Lahm,1983-11-11 00:00:00,Germany,27,Defender,Right-Back,11000000.0,
2233,Christian Lell,1984-08-29 00:00:00,Germany,3368,Defender,Right-Back,800000.0,
2306,Markus Miller,1982-04-08 00:00:00,Germany,42,Goalkeeper,Goalkeeper,300000.0,
2309,Zvjezdan Misimovic,1982-06-05 00:00:00,Bosnia-Herzegovina,121,Midfield,Attacking Midfield,700000.0,
2334,Marcel Ndjeng,1982-05-06 00:00:00,Cameroon,44,Midfield,Right Midfield,50000.0,
2358,Patrick Ochs,1984-05-14 00:00:00,Germany,82,Defender,Right-Back,200000.0,
2374,Patrick Owomoyela,1979-11-05 00:00:00,Germany,16,Defender,Right-Back,200000.0,
2386,Marjan Petkovic,1979-05-22 00:00:00,Germany,23,Goalkeeper,Goalkeeper,200000.0,
2421,Michael Rensing,1984-05-14 00:00:00,Germany,38,Goalkeeper,Goalkeeper,300000.0,
2453,Mahir Saglik,1983-01-18 00:00:00,Turkey,127,Attack,Centre-Forward,50000.0,
2514,Bastian Schweinsteiger,1984-08-01 00:00:00,Germany,985,Midfield,Central Midfield,1000000.0,
2583,Thorsten Stuckmann,1981-03-17 00:00:00,Germany,2760,Goalkeeper,Goalkeeper,100000.0,
2587,Elyasa Süme,1983-08-13 00:00:00,Turkey,524,Defender,Centre-Back,25000.0,
2623,Piotr Trochowski,1984-03-22 00:00:00,Germany,167,Midfield,Attacking Midfield,750000.0,
2703,Morten Skoubo,1980-06-30 00:00:00,Denmark,173,Attack,Centre-Forward,300000.0,
2712,Nando Rafael,1984-01-10 00:00:00,Angola,38,Attack,Centre-Forward,250000.0,
2726,Romuald Peiser,1979-08-03 00:00:00,France,2990,Goalkeeper,Goalkeeper,75000.0,
2767,Alexander Madlung,1982-07-11 00:00:00,Germany,24,Defender,Centre-Back,250000.0,
2805,Christian Pander,1983-08-28 00:00:00,Germany,42,Defender,Left-Back,250000.0,
2857,Eldin Jakupovic,1984-10-02 00:00:00,Switzerland,29,Goalkeeper,Goalkeeper,100000.0,
2865,Stephan Lichtsteiner,1984-01-16 00:00:00,Switzerland,167,Defender,Right-Back,800000.0,
2874,Mladen Petric,1981-01-01 00:00:00,Croatia,265,Attack,Centre-Forward,600000.0,
2878,Yassin Mikari,1983-01-09 00:00:00,Tunisia,750,Defender,Left-Back,150000.0,
2899,Hervé Tum,1979-02-15 00:00:00,Cameroon,2292,Attack,Centre-Forward,250000.0,
2904,Rafa Márquez,1979-02-13 00:00:00,Mexico,276,Defender,Centre-Back,800000.0,
2923,Andreas Ivanschitz,1983-10-15 00:00:00,Austria,3368,Midfield,Attacking Midfield,200000.0,
2926,György Garics,1984-03-08 00:00:00,Austria,105,Defender,Right-Back,100000.0,
2950,Robert Almer,,Austria,42,Goalkeeper,Goalkeeper,250000.0,
2953,Paul Scharner,1980-03-11 00:00:00,Austria,41,Midfield,Defensive Midfield,1500000.0,
2956,Roland Linz,1981-08-09 00:00:00,Austria,68608,Attack,Centre-Forward,500000.0,
2963,Martín Demichelis,1980-12-20 00:00:00,Argentina,714,Defender,Centre-Back,200000.0,
2998,Robert Huth,1984-08-18 00:00:00,Germany,1003,Defender,Centre-Back,2500000.0,
2999,Chris Iwelumo,1978-08-01 00:00:00,Scotland,2578,Attack,Centre-Forward,250000.0,
3059,Ekrem Dag,1980-12-05 00:00:00,Austria,524,Defender,Right-Back,100000.0,
3098,Olof Mellberg,1977-09-03 00:00:00,Sweden,190,Defender,Centre-Back,300000.0,
3109,Steven Gerrard,1980-05-30 00:00:00,England,31,Midfield,Central Midfield,1750000.0,
3114,Jan Schlaudraff,1983-07-18 00:00:00,Germany,42,Attack,Second Striker,750000.0,
3115,David Bellion,1982-11-27 00:00:00,France,40,Attack,Centre-Forward,250000.0,
3118,Kieron Dyer,1978-12-29 00:00:00,England,1039,Midfield,Right Midfield,500000.0,
3120,Richard Wright,1977-11-05 00:00:00,England,281,Goalkeeper,Goalkeeper,250000.0,
3130,Titus Bramble,1981-07-31 00:00:00,England,289,Defender,Centre-Back,2000000.0,
3131,Kevin Phillips,1973-07-25 00:00:00,England,873,Attack,Centre-Forward,250000.0,
3132,Florin Cernat,1980-03-10 00:00:00,Romania,126,Midfield,Attacking Midfield,100000.0,
3139,David Beckham,1975-05-02 00:00:00,England,583,Midfield,Right Midfield,1000000.0,
3146,Shay Given,1976-04-20 00:00:00,Ireland,512,Goalkeeper,Goalkeeper,250000.0,
3151,Carlo Cudicini,1973-09-06 00:00:00,Italy,148,Goalkeeper,Goalkeeper,500000.0,
3156,William Gallas,1977-08-17 00:00:00,France,148,Defender,Centre-Back,500000.0,
3159,Valerio Di Cesare,1983-05-23 00:00:00,Italy,130,Defender,Centre-Back,200000.0,
3160,John Terry,1980-12-07 00:00:00,England,631,Defender,Centre-Back,1000000.0,
3163,Frank Lampard,1978-06-20 00:00:00,England,281,Midfield,Central Midfield,1000000.0,
3165,Cris,1977-06-03 00:00:00,Brazil,141,Defender,Centre-Back,250000.0,
3170,Simon Cziommer,1980-11-06 00:00:00,Germany,1304,Midfield,Central Midfield,400000.0,
3172,Quique de Lucas,1978-08-17 00:00:00,Spain,940,Midfield,Attacking Midfield,100000.0,
3176,Eidur Gudjohnsen,1978-09-15 00:00:00,Iceland,2282,Attack,Centre-Forward,200000.0,
3179,Carlton Cole,1983-10-12 00:00:00,England,371,Attack,Centre-Forward,500000.0,
3182,Ashley Cole,1980-12-20 00:00:00,England,12,Defender,Left-Back,500000.0,
3190,Stuart Taylor,1980-11-28 00:00:00,England,180,Goalkeeper,Goalkeeper,250000.0,
3195,Jermaine Pennant,1983-01-15 00:00:00,England,512,Attack,Right Winger,500000.0,
3201,Stathis Tavlaridis,1980-01-25 00:00:00,Greece,265,Defender,Centre-Back,150000.0,
3202,Kolo Touré,1981-03-19 00:00:00,Cote d'Ivoire,371,Defender,Centre-Back,1750000.0,
3205,David Bentley,1984-08-27 00:00:00,England,1083,Midfield,Right Midfield,3000000.0,
3216,Milan Baros,1981-10-28 00:00:00,Czech Republic,589,Attack,Centre-Forward,250000.0,
3220,John Arne Riise,1980-09-24 00:00:00,Norway,931,Defender,Left-Back,700000.0,
3226,Nicolas Anelka,1979-03-14 00:00:00,France,984,Attack,Centre-Forward,1000000.0,
3233,Chris,1978-08-25 00:00:00,Brazil,533,Defender,Centre-Back,300000.0,
3235,Rio Ferdinand,1978-11-07 00:00:00,England,1039,Defender,Centre-Back,1000000.0,
3251,Stephen Hughes,1982-11-14 00:00:00,Scotland,370,Midfield,Central Midfield,275000.0,
3256,Roberto Hilbert,1984-10-16 00:00:00,Germany,15,Defender,Right-Back,100000.0,
3259,Damien Duff,1979-03-02 00:00:00,Ireland,931,Midfield,Right Midfield,600000.0,
3266,Jérémie Aliadière,1983-03-30 00:00:00,France,1158,Attack,Centre-Forward,500000.0,
3269,Calvin Zola,1984-12-31 00:00:00,DR Congo,370,Attack,Centre-Forward,300000.0,
3270,Joseph Yobo,1980-09-06 00:00:00,Nigeria,1123,Defender,Centre-Back,750000.0,
3271,Luke Young,1979-07-19 00:00:00,England,1039,Defender,Right-Back,500000.0,
3273,Matthew Upson,1979-04-18 00:00:00,England,1003,Defender,Centre-Back,250000.0,
3276,Shola Ameobi,1981-10-12 00:00:00,Nigeria,873,Attack,Centre-Forward,500000.0,
3287,Steve Banks,1972-02-09 00:00:00,England,2578,Goalkeeper,Goalkeeper,50000.0,
3291,Gareth Barry,1981-02-23 00:00:00,England,984,Midfield,Defensive Midfield,325000.0,
3292,Joey Barton,1982-09-02 00:00:00,England,1132,Midfield,Central Midfield,1000000.0,
3296,Paul Konchesky,1981-05-15 00:00:00,England,1003,Defender,Left-Back,250000.0,
3297,Craig Bellamy,1979-07-13 00:00:00,Wales,603,Attack,Left Winger,1000000.0,
3306,Jonathan Walters,1983-09-20 00:00:00,Ireland,1132,Attack,Right Winger,1500000.0,
3310,Nicky Weaver,1979-03-02 00:00:00,England,370,Goalkeeper,Goalkeeper,250000.0,
3321,Luke Wilkshire,1981-10-02 00:00:00,Australia,3725,Defender,Right-Back,100000.0,
3322,Ben Williams,1982-08-27 00:00:00,England,903,Goalkeeper,Goalkeeper,100000.0,
3332,Wayne Rooney,1985-10-24 00:00:00,England,985,Attack,Centre-Forward,2000000.0,
3333,James Milner,1986-01-04 00:00:00,England,1237,Midfield,Central Midfield,1000000.0,
3354,Jonathan Blondel,1984-04-03 00:00:00,Belgium,2282,Midfield,Defensive Midfield,500000.0,
3356,Sylvain Distin,1977-12-16 00:00:00,France,989,Defender,Centre-Back,750000.0,
3357,Mark Schwarzer,1972-10-06 00:00:00,Australia,1003,Goalkeeper,Goalkeeper,500000.0,
3366,Kaká,1982-04-22 00:00:00,Brazil,5,Midfield,Attacking Midfield,1000000.0,
3391,Markus Neumayr,1986-03-26 00:00:00,Germany,10484,Midfield,Attacking Midfield,200000.0,
3395,Gábor Babos,1974-10-24 00:00:00,Hungary,132,Goalkeeper,Goalkeeper,50000.0,
3397,Paul Scholes,1974-11-16 00:00:00,England,985,Midfield,Central Midfield,1000000.0,
3404,Phil Neville,1977-01-21 00:00:00,England,29,Defender,Right-Back,1000000.0,
3405,Wes Brown,1979-10-13 00:00:00,England,289,Defender,Centre-Back,500000.0,
3406,Ryan Giggs,1973-11-29 00:00:00,Wales,985,Midfield,Left Midfield,1000000.0,
3411,Pablo Aimar,1979-11-03 00:00:00,Argentina,294,Midfield,Attacking Midfield,500000.0,
3413,Rodrigo Tello,1979-10-14 00:00:00,Chile,2292,Attack,Left Winger,200000.0,
3417,Nicolás Burdisso,1981-04-12 00:00:00,Argentina,416,Defender,Centre-Back,300000.0,
3428,Dejan Stankovic,1978-09-11 00:00:00,Serbia,46,Midfield,Central Midfield,500000.0,
3441,Timmy Simons,1976-12-11 00:00:00,Belgium,2282,Midfield,Defensive Midfield,100000.0,
3447,Ragnvald Soma,1979-11-10 00:00:00,Norway,2778,Defender,Centre-Back,100000.0,
3455,Zlatan Ibrahimović,1981-10-03 00:00:00,Sweden,5,Attack,Centre-Forward,2000000.0,
3458,Lomana LuaLua,1980-12-28 00:00:00,DR Congo,19771,Attack,Centre-Forward,200000.0,
3461,Jermaine Jenas,1983-02-18 00:00:00,England,1039,Midfield,Central Midfield,1500000.0,
3466,Kevin Stuhr-Ellegaard,1983-05-23 00:00:00,Denmark,1053,Goalkeeper,Goalkeeper,100000.0,
3467,Shaun Wright-Phillips,1981-10-25 00:00:00,England,1039,Attack,Right Winger,100000.0,
3473,Thomas Sörensen,1976-06-12 00:00:00,Denmark,512,Goalkeeper,Goalkeeper,250000.0,
3476,Brad Friedel,1971-05-18 00:00:00,United States,148,Goalkeeper,Goalkeeper,750000.0,
3480,Hugo Viana,1983-01-15 00:00:00,Portugal,1075,Midfield,Attacking Midfield,3000000.0,
3495,Dudu Aouate,1977-10-17 00:00:00,Israel,237,Goalkeeper,Goalkeeper,100000.0,
3507,Christian Abbiati,1977-07-08 00:00:00,Italy,5,Goalkeeper,Goalkeeper,500000.0,
3515,Mark van Bommel,1977-04-22 00:00:00,Netherlands,383,Midfield,Defensive Midfield,800000.0,
3525,Sylvain Armand,1980-08-01 00:00:00,France,273,Defender,Left-Back,250000.0,
3530,Jan Polak,1981-03-14 00:00:00,Czech Republic,82,Midfield,Defensive Midfield,100000.0,
3531,Robert Vittek,1982-04-01 00:00:00,Slovakia,6890,Attack,Centre-Forward,150000.0,
3534,Roy Carroll,1977-09-30 00:00:00,Northern Ireland,683,Goalkeeper,Goalkeeper,150000.0,
3535,Ricardo,1971-12-30 00:00:00,Spain,331,Goalkeeper,Goalkeeper,100000.0,
3539,Luke Steele,1984-09-24 00:00:00,England,265,Goalkeeper,Goalkeeper,150000.0,
3540,John O'Shea,1981-04-30 00:00:00,Ireland,289,Defender,Centre-Back,500000.0,
3547,Darren Fletcher,1984-02-01 00:00:00,Scotland,512,Midfield,Central Midfield,1000000.0,
3548,Kieran Richardson,1984-10-21 00:00:00,England,405,Defender,Left-Back,1500000.0,
3560,Jerome Thomas,1983-03-23 00:00:00,England,873,Attack,Left Winger,250000.0,
3562,Steve Harper,1975-03-14 00:00:00,England,289,Goalkeeper,Goalkeeper,250000.0,
3564,Adam Collin,1984-12-09 00:00:00,England,370,Goalkeeper,Goalkeeper,250000.0,
3569,Steed Malbranque,1980-01-06 00:00:00,France,1162,Midfield,Central Midfield,200000.0,
3573,Julien Escudé,1979-08-17 00:00:00,France,114,Defender,Centre-Back,800000.0,
3575,Mickaël Landreau,1979-05-14 00:00:00,France,595,Goalkeeper,Goalkeeper,1750000.0,
3580,Aaron Hughes,1979-11-08 00:00:00,Northern Ireland,43,Defender,Centre-Back,200000.0,
3583,Steve Simonsen,1979-04-03 00:00:00,England,511,Goalkeeper,Goalkeeper,125000.0,
3589,Gary Naysmith,1978-11-16 00:00:00,Scotland,370,Defender,Left-Back,450000.0,
3597,Jamie Carragher,1978-01-28 00:00:00,England,31,Defender,Centre-Back,1000000.0,
3613,Sean O'Hanlon,1983-01-02 00:00:00,England,903,Defender,Centre-Back,350000.0,
3614,Tony Hibbert,1981-02-20 00:00:00,England,29,Defender,Right-Back,500000.0,
3620,Leon Osman,1981-05-17 00:00:00,England,29,Midfield,Central Midfield,1000000.0,
3630,Paul Robinson,1979-10-15 00:00:00,England,1132,Goalkeeper,Goalkeeper,250000.0,
3634,Ian Harte,1977-08-31 00:00:00,Ireland,1032,Defender,Left-Back,150000.0,
3640,Mark Hudson,1982-03-30 00:00:00,England,603,Defender,Centre-Back,500000.0,
3666,Jason Roberts,1978-01-25 00:00:00,Grenada,1032,Attack,Centre-Forward,250000.0,
3668,Lloyd Dyer,1982-09-13 00:00:00,England,1010,Midfield,Left Midfield,250000.0,
3682,Wayne Bridge,1980-08-05 00:00:00,England,281,Defender,Left-Back,500000.0,
3692,Jussi Jääskeläinen,1975-04-19 00:00:00,Finland,379,Goalkeeper,Goalkeeper,150000.0,
3698,Anton Ferdinand,1985-02-18 00:00:00,England,465,Defender,Centre-Back,300000.0,
3707,Bernard Mendy,1981-08-20 00:00:00,France,3911,Defender,Right-Back,150000.0,
3713,Massimo Maccarone,1979-09-06 00:00:00,Italy,749,Attack,Centre-Forward,150000.0,
3719,Peter Enckelman,1977-03-10 00:00:00,Finland,43,Goalkeeper,Goalkeeper,350000.0,
3730,Kim Källström,1982-08-24 00:00:00,Sweden,232,Midfield,Central Midfield,800000.0,
3753,Georgios Theodoridis,1980-07-03 00:00:00,Greece,6418,Midfield,Attacking Midfield,250000.0,
3755,Óscar Ustari,1986-07-03 00:00:00,Argentina,289,Goalkeeper,Goalkeeper,600000.0,
3762,Peter Whittingham,1984-09-08 00:00:00,England,603,Midfield,Central Midfield,750000.0,
3771,Raúl Bravo,1981-04-14 00:00:00,Spain,2079,Defender,Centre-Back,100000.0,
3775,George McCartney,1981-04-29 00:00:00,Northern Ireland,379,Defender,Left-Back,1000000.0,
3783,Sam Parkin,1981-03-14 00:00:00,Scotland,465,Attack,Centre-Forward,200000.0,
3785,Scott Parker,1980-10-13 00:00:00,England,931,Midfield,Central Midfield,500000.0,
3788,Matthew Etherington,1981-08-14 00:00:00,England,512,Midfield,Left Midfield,1500000.0,
3791,Gary Caldwell,1982-04-12 00:00:00,Scotland,1071,Defender,Centre-Back,500000.0,
3804,Carlo Nash,1973-09-13 00:00:00,England,1123,Goalkeeper,Goalkeeper,250000.0,
3807,Richard Dunne,1979-09-21 00:00:00,Ireland,1039,Defender,Centre-Back,500000.0,
3816,Sofian Chahed,1983-04-18 00:00:00,Tunisia,42,Defender,Right-Back,500000.0,
3817,Malik Fathi,1983-10-29 00:00:00,Germany,39,Defender,Left-Back,100000.0,
3824,Gordon Greer,1980-12-14 00:00:00,Scotland,2553,Defender,Centre-Back,200000.0,
3825,Jay McEveley,1985-02-11 00:00:00,Scotland,2759,Defender,Centre-Back,400000.0,
3838,Boaz Myhill,1982-11-09 00:00:00,Wales,984,Goalkeeper,Goalkeeper,350000.0,
3851,Jan-Ingwer Callsen-Bracker,1984-09-23 00:00:00,Germany,167,Defender,Centre-Back,100000.0,
3869,Andrew Davies,1984-12-17 00:00:00,England,511,Defender,Centre-Back,250000.0,
3875,Jermain Defoe,1982-10-07 00:00:00,England,124,Attack,Centre-Forward,400000.0,
3876,Joe Cole,1981-11-08 00:00:00,England,405,Midfield,Attacking Midfield,150000.0,
3878,Michael Carrick,1981-07-28 00:00:00,England,985,Midfield,Defensive Midfield,1000000.0,
3881,Glen Johnson,1984-08-23 00:00:00,England,512,Defender,Right-Back,2500000.0,
3890,Eduardo,1980-08-05 00:00:00,Brazil,1147,Attack,Centre-Forward,500000.0,
3900,Henri Camara,1977-05-10 00:00:00,Senegal,6418,Attack,Centre-Forward,150000.0,
3901,Pierre-Alain Frau,1980-04-15 00:00:00,France,750,Attack,Centre-Forward,250000.0,
3913,Omar Daf,1977-02-12 00:00:00,Senegal,750,Defender,Right-Back,250000.0,
3914,Pascal Feindouno,1981-02-27 00:00:00,Guinea,2292,Attack,Right Winger,75000.0,
3916,Péguy Luyindula,1979-05-25 00:00:00,France,583,Attack,Centre-Forward,600000.0,
3924,Didier Drogba,1978-03-11 00:00:00,Cote d'Ivoire,631,Attack,Centre-Forward,500000.0,
3926,Marama Vahirua,1980-05-12 00:00:00,Tahiti,7185,Attack,Second Striker,400000.0,
3942,Martin Lanig,,Germany,24,Midfield,Defensive Midfield,600000.0,
