Player;Nation;Pos;Squad;Age;Born;MatchesPlayed;Gls;Ast;xG;xAG;Shots;SoT;PassCmp;PassAtt;PassCmpPct;Tkl;TklW;Blocks;Int;GK_GA;GK_GA90;GK_SoTA;GK_Saves;GK_SavePct;GK_CS;GK_CSPct;GK_PKAtt;GK_PKA;GK_PKsv;GK_PKm;GK_PSxG;GK_PSxG_per_SoT;GK_PSxG_PlusMinus;GK_PSxG_PlusMinus_per90;GK_PassCmp;GK_PassAtt;GK_PassCmpPct;GK_GKPassAtt;GK_Throws;GK_LaunchPct;GK_AvgLen;GK_CrossesStp;GK_CrossesStpPct;GK_OPA;GK_OPA90;GK_OPA_AvgDist;IsGK;AgeYears;player_norm;player_fl;club_norm;dob_fb;birth_year_fb;market_value_eur;player_id;dob;age;join_method
armin gigovic;ba BIH;MF;Holstein Kiel;22;2002;21.1;5;1;1.9;2.1;26;10;524;674;77.74;25;13;20;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;armin gigovic;armin gigovic;holstein kiel;2002;2002;3000000;651269;6/4/2002;23;key+birth_year
armindo sieb;de GER;FW,MF;Mainz 05;21;2003;8.5;2;2;2.8;1.1;29;7;136;195;69.74;10;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;armindo sieb;armindo sieb;mainz 05;2003;2003;3000000;569033;17/2/2003;22;first+last+birth_year
arnaud nordin;fr FRA;DF,MF;Mainz 05;26;1998;0.9;0;0;0.0;0.5;1;0;34;48;70.83;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;arnaud nordin;arnaud nordin;mainz 05;1998;1998;5000000;324811;17/6/1998;27;first+last+birth_year
arne engels;be BEL;MF,FW;Augsburg;20;2003;0.9;0;0;0.4;0.0;3;1;19;27;70.37;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;arne engels;arne engels;augsburg;2003;2003;12000000;565435;8/9/2003;21;first+last+birth_year
arne maier;de GER;MF;Augsburg;25;1999;10.4;0;0;1.5;1.5;18;6;450;588;76.53;13;7;15;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;arne maier;arne maier;augsburg;1999;1999;4000000;296397;8/1/1999;26;first+last+birth_year
arthur;br BRA;DF;Leverkusen;21;2003;8.4;0;1;0.1;0.4;1;0;306;388;78.87;14;11;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;arthur;arthur;leverkusen;2003;2003;7000000;977464;17/3/2003;22;first+last+birth_year
arthur chaves;br BRA;DF;Hoffenheim;23;2001;24.3;1;0;0.8;0.1;10;2;966;1177;82.07;51;36;47;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;arthur chaves;arthur chaves;hoffenheim;2001;2001;5000000;875332;29/1/2001;24;first+last+birth_year
arthur theate;be BEL;DF;Eint Frankfurt;24;2000;30.0;0;0;2.4;1.0;36;9;1539;1863;82.61;36;25;42;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;arthur theate;arthur theate;eint frankfurt;2000;2000;24000000;368891;25/5/2000;25;first+last+birth_year
arthur vermeeren;be BEL;MF;RB Leipzig;19;2005;17.5;0;2;0.4;0.9;4;1;821;953;86.15;32;19;34;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;19.0;arthur vermeeren;arthur vermeeren;rb leipzig;2005;2005;22000000;926694;7/2/2005;20;key+birth_year
assan ouedraogo;de GER;MF;RB Leipzig;18;2006;0.6;0;0;0.1;0.0;1;0;15;20;75.0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;assan ouedraogo;assan ouedraogo;rb leipzig;2006;2006;7000000;897424;9/5/2006;19;key+birth_year
aster vranckx;be BEL;MF;Wolfsburg;21;2002;6.2;0;0;0.0;0.0;0;0;166;202;82.18;11;6;14;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;aster vranckx;aster vranckx;wolfsburg;2002;2002;7000000;503881;4/10/2002;22;first+last+birth_year
atakan karazor;0;MF;Stuttgart;27;1996;29.1;2;4;2.3;2.6;14;7;1608;1857;86.59;59;29;39;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;atakan karazor;atakan karazor;stuttgart;1996;1996;12000000;232320;13/10/1996;28;first+last+birth_year
aurele amenda;ch SUI;DF;Eint Frankfurt;21;2003;1.1;0;0;0.0;0.3;0;0;58;69;84.06;1;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;aurele amenda;aurele amenda;eint frankfurt;2003;2003;7500000;635645;31/7/2003;21;first+last+birth_year
ayman azhil;ma MAR;MF;Dortmund;23;2001;0.3;0;0;0.0;0.0;0;0;3;4;75.0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;ayman azhil;ayman azhil;dortmund;2001;2001;700000;452068;10/4/2001;24;first+last+birth_year
aymen barkok;ma MAR;MF;Mainz 05;26;1998;0.8;0;0;0.0;0.1;0;0;26;37;70.27;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;aymen barkok;aymen barkok;mainz 05;1998;1998;500000;315332;21/5/1998;27;first+last+birth_year
bazoumana toure;ci CIV;FW,MF;Hoffenheim;18;2006;6.8;0;3;1.4;1.9;19;5;125;187;66.84;12;10;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;bazoumana toure;bazoumana toure;hoffenheim;2006;2006;9000000;1067904;2/3/2006;19;first+last+birth_year
ben alexander voll;de GER;GK;St. Pauli;23;2000;1.0;0;0;0.0;0.1;0;0;28;50;56.0;0;0;0;0;2.0;1.98;5.0;3.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4;0.48;0.4;0.41;7.0;28.0;25.0;37.0;5.0;59.5;44.7;0.0;0.0;0.0;0.0;0.0;True;23.0;ben alexander voll;ben voll;st pauli;2000;2000;500000;453742;9/12/2000;24;first+last+birth_year
bence dardai;hu HUN;MF;Wolfsburg;18;2006;14.5;1;1;1.0;1.0;11;1;357;445;80.22;24;14;20;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;bence dardai;bence dardai;wolfsburg;2006;2006;12000000;789252;24/1/2006;19;first+last+birth_year
benedict hollerbach;de GER;FW,MF;Union Berlin;23;2001;28.2;9;1;7.0;1.6;76;24;441;674;65.43;43;22;35;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;23.0;benedict hollerbach;benedict hollerbach;union berlin;2001;2001;12000000;453870;17/5/2001;24;first+last+birth_year
benedikt gimber;de GER;DF;Heidenheim;27;1997;29.7;0;0;0.7;0.3;14;1;1058;1282;82.53;72;46;53;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;benedikt gimber;benedikt gimber;heidenheim;1997;1997;3000000;227084;19/2/1997;28;first+last+birth_year
benedikt pichler;at AUT;FW;Holstein Kiel;27;1997;8.7;1;2;2.3;1.1;20;9;134;212;63.21;5;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;benedikt pichler;benedikt pichler;holstein kiel;1997;1997;1500000;331362;20/7/1997;27;key+birth_year
benjamin henrichs;de GER;DF;RB Leipzig;27;1997;10.4;0;2;0.5;1.4;11;1;360;476;75.63;32;16;22;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;benjamin henrichs;benjamin henrichs;rb leipzig;1997;1997;15000000;202591;23/2/1997;28;key+birth_year
benjamin sesko;si SVN;FW,MF;RB Leipzig;21;2003;26.4;13;5;10.0;2.1;66;29;415;614;67.59;7;3;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;benjamin sesko;benjamin sesko;rb leipzig;2003;2003;70000000;627442;31/5/2003;22;key+birth_year
bernardo;br BRA;DF;Bochum;29;1995;19.8;0;0;0.7;0.7;8;2;730;991;73.66;46;28;38;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;29.0;bernardo;bernardo;bochum;1995;1995;5500000;364258;14/5/1995;30;first+last+birth_year
budu zivzivadze;ge GEO;FW;Heidenheim;30;1994;10.6;2;3;1.7;1.5;22;9;142;205;69.27;17;11;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;budu zivzivadze;budu zivzivadze;heidenheim;1994;1994;2000000;187097;10/3/1994;31;first+last+birth_year
can uzun;tr TUR;MF,FW;Eint Frankfurt;18;2005;7.5;4;1;3.0;1.1;27;11;239;299;79.93;10;4;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;can uzun;can uzun;eint frankfurt;2005;2005;18000000;816585;11/11/2005;19;first+last+birth_year
carl johansson;se SWE;DF;Holstein Kiel;30;1994;6.3;0;0;0.0;0.4;1;1;268;305;87.87;4;2;12;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;30.0;carl johansson;carl johansson;holstein kiel;1994;1994;500000;225043;23/5/1994;31;key+birth_year
carlo boukhalfa;ma MAR;MF;St. Pauli;25;1999;18.3;2;0;1.5;1.1;21;4;333;467;71.31;26;11;22;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;carlo boukhalfa;carlo boukhalfa;st pauli;1999;1999;2000000;329373;3/5/1999;26;first+last+birth_year
carney chukwuemeka;eng ENG;MF;Dortmund;20;2003;2.8;1;0;0.6;0.9;8;2;96;122;78.69;7;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;20.0;carney chukwuemeka;carney chukwuemeka;dortmund;2003;2003;18000000;659459;20/10/2003;21;first+last+birth_year
castello lukeba;fr FRA;DF;RB Leipzig;21;2002;17.5;0;0;0.4;0.2;4;1;1054;1238;85.14;31;17;29;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;21.0;castello lukeba;castello lukeba;rb leipzig;2002;2002;40000000;618472;17/12/2002;22;key+birth_year
cedric zesiger;ch SUI;DF;Augsburg;26;1998;13.6;0;2;1.2;1.3;10;2;455;579;78.58;13;7;17;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;cedric zesiger;cedric zesiger;augsburg;1998;1998;7000000;382478;24/6/1998;27;first+last+birth_year
chris fuhrich;de GER;MF,FW;Stuttgart;26;1998;22.0;2;3;2.9;3.7;36;12;807;1003;80.46;15;10;23;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;chris fuhrich;chris fuhrich;stuttgart;1998;1998;15000000;272278;9/1/1998;27;first+last+birth_year
chrislain matsima;fr FRA;DF;Augsburg;22;2002;28.3;1;1;1.8;0.3;14;2;1139;1324;86.03;31;20;48;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;chrislain matsima;chrislain matsima;augsburg;2002;2002;22000000;569383;15/5/2002;23;first+last+birth_year
christian gunter;de GER;DF;Freiburg;31;1993;25.7;2;2;0.8;2.5;21;6;851;1143;74.45;23;21;24;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;31.0;christian gunter;christian gunter;freiburg;1993;1993;3500000;93707;28/2/1993;32;first+last+birth_year
christoph baumgartner;at AUT;MF;RB Leipzig;24;1999;17.9;2;1;4.5;1.3;39;15;421;617;68.23;44;28;45;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;christoph baumgartner;christoph baumgartner;rb leipzig;1999;1999;12000000;324278;1/8/1999;25;key+birth_year
christopher trimmel;at AUT;DF,MF;Union Berlin;37;1987;19.3;0;3;0.2;2.1;9;3;474;783;60.54;38;25;14;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;37.0;christopher trimmel;christopher trimmel;union berlin;1987;1987;600000;75921;24/2/1987;38;first+last+birth_year
cole campbell;us USA;MF,FW;Dortmund;18;2006;0.2;0;0;0.0;0.0;0;0;13;15;86.67;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;18.0;cole campbell;cole campbell;dortmund;2006;2006;1500000;866579;20/2/2006;19;first+last+birth_year
connor metcalfe;au AUS;MF,FW;St. Pauli;24;1999;4.0;0;0;0.7;0.2;6;3;76;118;64.41;2;0;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;24.0;connor metcalfe;connor metcalfe;st pauli;1999;1999;2500000;522223;5/11/1999;25;first+last+birth_year
cristian gamboa;cr CRC;DF;Bochum;34;1989;2.5;1;0;0.2;0.2;4;1;75;124;60.48;8;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;34.0;cristian gamboa;cristian gamboa;bochum;1989;1989;500000;121686;24/10/1989;35;first+last+birth_year
dan-axel zagadou;fr FRA;DF,MF;Stuttgart;25;1999;0.3;0;0;0.0;0.0;0;0;9;9;100.0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;25.0;dan axel zagadou;dan zagadou;stuttgart;1999;1999;2000000;344598;3/6/1999;26;first+last+birth_year
danel sinani;lu LUX;FW,MF;St. Pauli;27;1997;13.9;2;2;1.7;3.0;35;12;390;546;71.43;14;11;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;27.0;danel sinani;danel sinani;st pauli;1997;1997;1500000;346499;5/4/1997;28;first+last+birth_year
dani de wit;nl NED;MF,FW;Bochum;26;1998;12.8;2;1;2.1;0.5;20;7;296;411;72.02;29;17;17;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;26.0;dani de wit;dani wit;bochum;1998;1998;2500000;340459;28/1/1998;27;first+last+birth_year
daniel peretz;il ISR;GK;Bayern Munich;24;2000;3.0;0;0;0.0;0.0;0;0;79;103;76.7;0;0;0;0;5.0;1.67;7.0;2.0;28.6;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.58;-1.0;-0.32;5.0;25.0;20.0;96.0;5.0;25.0;29.5;0.0;0.0;8.0;2.67;21.2;True;24.0;daniel peretz;daniel peretz;bayern munich;2000;2000;3000000;468539;10/7/2000;24;key+birth_year
daniel svensson;se SWE;DF,FW;Dortmund;22;2002;8.7;1;3;0.8;1.2;6;2;394;497;79.28;15;11;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;22.0;daniel svensson;daniel svensson;dortmund;2002;2002;12000000;579287;12/2/2002;23;first+last+birth_year
